name	type	code	alternateGfx	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	sound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade
Cutlass	swor	9sm	scm	0		1	1	8	21								-30	1		25	52	22		29	21	1122	49132			scm	scm	9sm	7sm	1hs	1hs	5	1hsl	1	3				flpscm	invscm	invscmu	invscmu	1	2	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Shamshir	swor	9sb	scm	0		1	1	10	24								-10	1		58	58	32		31	23	1698	70638			scm	sbr	9sb	7sb	1hs	1hs	5	1hsl	1	3				flpsbr	invsbr	invsbru	invsbru	1	2	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Tulwar	swor	9fc	flc	0		2	1	16	35								20	1		70	42	32		33	25	2349	97229			flc	flc	9fc	7fc	1hs	1hs	5	1hsl	1	3				flpflc	invflc			1	2	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Dimensional Blade	swor	9cr	crs	0		4	1	13	35							1		1		85	60	20		33	25	6681	241268			crs	crs	9cr	7cr	1hs	1hs	5	1hsl	2	3				flpcrs	invcrs	inv9cru	inv9cru	1	6	0		0	29	0	0	5	0	5	0	0	0	7	0	0	1	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	8	0	xxx	xxx
Battle Sword	swor	9bs	bsd	0		1	1	16	34									1		92	43	32		36	28	3387	143403			bsd	bsd	9bs	7bs	1hs	1hs	5	1hsl	2	3				flpbsd	invbsd			1	4	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Rune Sword	swor	9ls	lsd	0		1	1	10	42							1	-10	1		103	79	44		40	32	4860	216900			lsd	lsd	9ls	7ls	1hs	1hs	5	1hsl	2	3				flplsd	invlsd	inv9lsu	inv9lsu	1	4	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Ancient Sword	swor	9wd	flc	0		1	1	18	43							1		1		127	88	44		45	37	6291	309792			flc	wsd	9wd	7wd	1hs	1hs	5	1hsl	1	3				flpwsd	invwsd			1	3	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Espadon	swor	92h	clm	0		1	1	8	26	1	1	18	40			2		1		73	61	44		33	25	2232	91290			clm	2hs	92h	72h	1hs	2hs	5	2hss	1	4				flp2hs	inv2hs	inv2hsu	inv2hsu	1	3	0		0	16	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Dacian Falx	swor	9cm	clm	0		2	1	13	30	1	1	26	61			2	10	1		91	20	50		38	30	4086	175621			clm	clm	9cm	7cm	1hs	2hs	5	2hss	1	4				flpclm	invclm			1	4	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Tusk Sword	swor	9gs	gsd	0		2	1	10	37	1	1	19	58			2		1		104	71	50		41	33	4677	213462			gsd	gis	9gs	7gs	1hs	2hs	5	2hss	1	4				flpgis	invgis	invgisu	invgisu	1	4	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Gothic Sword	swor	9b9	clm	0		1	1	14	40	1	1	37	58			1	10	1		113	20	40		43	35	6213	291159			clm	bsw	9b9	7b7	1hs	2hs	5	2hss	1	4				flpbsw	invbsw	invbswu	invbswu	1	4	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Zweihander	swor	9fb	clm	0		3	1	19	35	1	1	26	54			2	-10	1		125	94	50		45	37	7500	364500			clm	flb	9fb	7fb	1hs	2hs	5	2hss	2	4				flpflb	invflb	inv9fbu	inv9fbu	1	5	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Executioner Sword	swor	9gd	gsd	0		4	1	24	40	1	1	45	80			2	10	1		170	110	50		50	42	10653	557361			gsd	gsd	9gd	7gd	1hs	2hs	5	2hss	2	4				flpgsd	invgsd	invgsdu	invgsdu	1	6	0		0	16	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Poignard	knif	9dg	dgr	0		1	1	6	18								-20	1		25		16		27	19	480	29205			dgr	dgr	9dg	7dg	1ht	1ht	5	1ht	1	2				flpdgr	invdgr			1	1	0		0	27	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Rondel	knif	9di	dir	0		1	1	10	22									1		25	58	20		32	24	1896	78573			dir	dir	9di	7di	1ht	1ht	5	1ht	1	2				flpdir	invdir			1	1	0		0	27	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Cinquedeas	knif	9kr	dir	0		3	1	8	26								-20	1		25	88	24		38	30	3981	171657			dir	kri	9kr	7kr	1ht	1ht	5	1ht	1	3				flpkrs	invkrs	invkrsu	invkrsu	1	3	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Stilleto	knif	9bl	dgr	0		3	1	11	30								-10	1		47	97	24		42	34	5592	259887			dgr	bld	9bl	7bl	1ht	1ht	5	1ht	1	3				flpbld	invbld	inv9blu	inv9blu	1	2	0		0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Battle Dart	tkni	9tk	dgr	0		1	1	8	16					11	24			1		25	52	6		27	19	480	29205			dgr	tkf	9tk	7tk	1ht	1ht	5	1ht	1	2	1	40	75	flptkn	invtkn					0	primarily thrown	0	27	0	0	5	0	0	0	0	36	7	4	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Francisca	taxe	9ta	hax	0		1	1	11	22					18	29		10	1		25	80	15		30	22	480	29205			hax	tax	9ta	7ta	1hs	1hs	5	1hsl	1	2	1	16	32	flptax	invtax					0	primarily thrown	0	27	0	0	5	0	0	0	0	35	7	5	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	2	0	xxx	xxx
War Dart	tkni	9bk	dgr	0		1	1	6	24					14	27		-20	1		25	97	20		35	27	480	29205			dgr	bkf	9bk	7bk	1ht	1ht	5	1ht	1	2	1	30	60	flpbkf	invbkf					0	primarily thrown	0	27	0	0	5	0	0	0	0	36	7	4	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Hurlbat	taxe	9b8	hax	0		2	1	13	27					24	34		-10	1		25	106	16		37	29	480	29205			hax	bal	9b8	7b8	1hs	1hs	5	1hsl	2	3	1	16	24	flpbal	invbal					0	primarily thrown	0	29	0	0	5	0	0	0	0	35	7	5	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
War Javelin	jave	9ja	jav	0		1	1	6	19					14	32	2	-10	1		25	25	10		26	18	480	29205			jav	jav	9ja	7ja	1ht	1ht	5	1ht	1	3	1	30	60	flpjav	invjav					0	primarily thrown	0	14	0	0	5	0	0	0	0	1	7	2	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Great Pilum	jave	9pi	pil	0		1	1	11	26					16	42	2		1		25	88	12		33	25	480	29205			pil	pil	9pi	7pi	1ht	1ht	5	1ht	1	3	1	25	50	flppil	invpil					0	primarily thrown	0	29	0	0	5	0	0	0	0	37	7	2	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Simbilan	jave	9s9	jav	0		1	1	8	32					21	45	2	10	1		80	80	14		36	28	480	29205			jav	ssp	9s9	7s7	1ht	1ht	5	1ht	1	3	1	20	40	flpssp	invssp					0	primarily thrown	0	29	0	0	5	0	0	0	0	37	7	2	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Spiculum	jave	9gl	glv	0		1	1	13	38					30	45	2	20	1		98	73	16		42	34	480	29205			glv	glv	9gl	7gl	1ht	1ht	5	1ht	1	4	1	8	20	flpglv	invglv					0	primarily thrown	0	29	0	0	5	0	0	0	0	37	7	2	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
Harpoon	jave	9ts	pil	0		1	1	13	35					24	58	2	-10	1		25	118	18		47	39	480	29205			pil	tsp	9ts	7ts	1ht	1ht	5	1ht	1	4	1	32	80	flptsp	invtsp					0	primarily thrown	0	29	0	0	5	0	0	0	0	37	7	2	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			1	2	0	xxx	xxx
War Spear	spea	9sr	spr	0		1	1				1	10	37			3	-10	1		25	25	30		29	21	1200	51375			spr	spr	9sr	7sr	2ht	2ht	5	2ht	2	4				flpspr	invspr			1	3	0	2 square reach	0	28	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Fuscina	spea	9tr	tri	0		1	1				1	19	37			3		1		77	25	35		32	24	2349	92955			tri	tri	9tr	7tr	2ht	2ht	5	2ht	2	4				flptri	invtri	invtriu	invtriu	1	4	0	2 square reach	0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
War Fork	spea	9br	brn	0		1	1				1	16	40			4	-20	1		80	95	28		37	29	3786	161082			brn	brn	9br	7br	2ht	2ht	5	2ht	2	4				flpbrn	invbrn	inv9bru	inv9bru	1	5	0	2 square reach	0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Yari	spea	9st	tri	0		1	1				1	29	46			4		1		101		28		40	32	5316	235140			tri	spt	9st	7st	2ht	2ht	5	2ht	2	4				flpspt	invspt			1	6	0	2 square reach	0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Lance	spea	9p9	pik	0		1	1				1	27	114			4	20	1		110	88	25		43	35	6369	297867			pik	pik	9p9	7p7	2ht	2ht	5	2ht	2	4				flppik	invpik			1	6	0	3 square reach	0	29	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Lochaber Axe	pole	9b7	hal	0		1	1				1	6	56			2	10	1		80		50		29	21	1206	51547			hal	bar	9b7	7b7	stf	stf	5	2hsl	2	4				flpbar	invbar			1	3	0	2 square reach	0	28	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
Bill	pole	9vo	hal	0		1	1				1	14	45			2		1		95		50		33	25	2133	90047			pax	vou	9vo	7vo	stf	stf	5	2hsl	2	4				flpvou	invvou			1	4	0	2 square reach	0	28	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
Battle Scythe	pole	9s8	scy	0		4	1				1	18	45			1	-10	1		82	82	65		36	28	2844	123720			scy	scy	9s8	7s8	stf	stf	5	2hsl	2	4				flpscy	invscy	inv9s8u	inv9s8u	1	5	0	2 square reach	0	28	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
Partizan	pole	9pa	hal	0		1	1				1	34	61			3	10	1		113	67	65		41	33	5403	243047			pax	pax	9pa	7pa	stf	stf	5	2hsl	2	4				flppax	invpax			1	5	0	2 square reach	0	28	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
Bec-de-Corbin	pole	9h9	pax	0		3	1				1	24	77			4		1		133	91	55		47	39	8418	419416			hal	hal	9h9	7h7	stf	stf	5	2hsl	2	4				flphal	invhal			1	6	0	2 square reach	0	16	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
Grim Scythe	pole	9wc	scy	0		3	1				1	29	64			4	-10	1		140	140	55		51	43	10464	556182			scy	wsc	9wc	7wc	stf	stf	5	2hsl	2	4				flpwsc	invwsc			1	6	0	2 square reach	0	16	0	0	5	0	0	0	0	0	7	0	0	3	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			2	2	0	xxx	xxx
Jo Staff	staf	8ss	bst	0		1	1				1	6	21			1	-10	1		25		20		26	18	804	36078			bst	sst	8ss	6ss	stf	stf	5	club	1	3				flpsst	invsst			1	2	0	magically charged	0	28	0	0	5	0	0	0	0	0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Quarterstaff	staf	8ls	sst	0		1	1				1	8	26			1		1		25		30		31	23	1689	70359			sst	lst	8ls	6ls	stf	stf	5	staf	1	4				flplst	invlst			1	3	0	magically charged	0	28	0	0	5	0	0	0	0	0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
Cedar Staff	staf	8cs	cst	0		2	1				1	11	32			1	10	1		25		35		34	26	2598	107832			cst	cst	8cs	6cs	stf	stf	5	staf	1	4				flpcst	invcst	invcstu	invcstu	1	4	0	magically charged	0	28	0	0	5	0	0	0	0	0	7	0	0	5	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255	0	0	0	0	255			5	8	0	xxx	xxx
