name	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	block	durability	nodurability	level	levelreq	cost	gamble cost	code	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable
Royal Shield	100	0	1	1	156	181	0	0	100	28	250	0	63	63	75374	82069	paa	paa		304	pa5	spk	pa5	paa	paf	0	7	2	2	1	4	2	flppa5	invpa5									0	0	0	0	0	asd2		item_metalshield	12	item_metalshield	0	0	5	0	5	0	0	0	1	0	14	71	300		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	xxx	xxx	0	0	1
Mummified Trophy	100	0	1	1	38	48	0	0	40	16	250	0	39	39	11590	82069	ne6	ne6		308	ne1	dr1	ne1	ne6	neb	0	10	2	2	1	4	2	flpne1	invne1									0	0	0	0	0	hed2		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	xxx	xxx	0	0	1
Fetish Trophy	100	0	1	1	41	52	0	0	40	18	250	0	45	45	14839	82070	ne7	ne7		308	ne2	bhm	ne2	ne7	neg	0	10	2	2	1	4	2	flpne2	invne2									0	0	0	0	0	hed2		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	xxx	xxx	0	0	1
Sexton Trophy	100	0	1	1	44	55	0	0	48	20	250	0	51	51	18169	82071	ne8	ne8		308	ne3	bhm	ne3	ne8	ned	0	10	2	2	1	4	2	flpne3	invne3									0	0	0	0	0	hed2		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	xxx	xxx	0	0	1
Cantor Trophy	100	0	1	1	50	64	0	0	48	22	250	0	57	57	22750	82072	ne9	ne9		308	ne3	bhm	ne4	ne9	nee	0	10	2	2	1	4	2	flpne3	invne4									0	0	0	0	0	hed2		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	xxx	xxx	0	0	1
Heirophant Trophy	100	0	1	1	58	70	0	0	56	25	250	0	63	63	27993	82073	nea	nea		308	ne2	bhm	ne5	nea	nef	0	10	2	2	1	4	2	flpne2	invne5									0	0	0	0	0	hed2		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	xxx	xxx	0	0	1
Blood Spirt	100	0	1	1	101	145	0	0	88	0	250	0	69	69	61755	413914	drb	drb			dr1	dr1	dr1	dr6	drb	0	0	2	2	1	4	1	flpdr1	invdr1									0	0	0	0	0	plt3		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Sun Spirit	100	0	1	1	98	147	0	0	96	0	250	0	75	75	68617	413915	drc	drc			dr4	dr4	dr2	dr7	drc	0	0	2	2	1	4	1	flpdr4	invdr2									0	0	0	0	0	plt3		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Earth Spirit	100	0	1	1	107	152	0	0	104	0	250	0	81	81	79730	413916	drd	drd			dr3	dr3	dr3	dr8	drd	0	0	2	2	1	4	1	flpdr3	invdr3									0	0	0	0	0	plt3		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Sky Spirit	100	0	1	1	103	155	0	0	112	0	250	0	84	84	86575	413917	dre	dre			dr4	dr4	dr4	dr9	dre	0	0	2	2	1	4	1	flpdr4	invdr4									0	0	0	0	0	plt3		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Dream Spirit	100	0	1	1	109	159	0	0	120	0	250	0	90	90	92143	413918	drf	drf			dr1	dr1	dr5	dra	drf	0	0	2	2	1	4	1	flpdr1	invdr5									0	0	0	0	0	plt3		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Carnage Helm	100	0	1	1	102	147	0	0	104	0	250	0	69	69	60650	413918	bab	bab		325	ba1	dr1	ba1	ba6	bab	0	0	2	2	1	4	1	flpba1	invba1									0	0	0	0	0	plm3		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	xxx	xxx	0	0	1
Fury Visor	100	0	1	1	105	150	0	0	128	0	250	0	75	75	68211	413919	bac	bac		325	ba1	bhm	ba2	ba7	bac	0	0	2	2	1	4	1	flpba1	invba12									0	0	0	0	0	plm3		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	xxx	xxx	0	0	1
Destroyer Helm	100	0	1	1	111	156	0	0	152	0	250	0	81	81	78881	413920	bad	bad		325	ba3	bhm	ba3	ba8	bad	0	0	2	2	1	4	1	flpba3	invba3									0	0	0	0	0	plm3		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	xxx	xxx	0	0	1
Conquerer Crown	100	0	1	1	114	159	0	0	176	0	250	0	84	84	88278	413921	bae	bae		325	ba5	bhm	ba4	ba9	bae	0	0	2	2	1	4	1	flpba5	invba4									0	0	0	0	0	plm3	hehm	item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	xxx	xxx	0	0	1
Guardian Crown	100	0	1	1	117	168	0	0	186	0	250	0	90	90	97844	413922	baf	baf		325	ba5	bhm	ba5	baa	baf	0	0	2	2	1	4	1	flpba5	invba15									0	0	0	0	0	plm3	hehm	item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	xxx	xxx	0	0	1
Sacred Targe	100	0	1	1	126	158	0	0	88	25	250	0	69	69	72618	82065	pab	pab		304	pa1	spk	pa1	pa6	pab	0	7	2	2	1	4	2	flppa1	invpa1									0	0	0	0	0	asd3		item_metalshield	12	item_metalshield	0	0	5	0	1	0	0	0	1	0	14	78	300		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	xxx	xxx	0	0	1
Sacred Rondache	100	0	1	1	138	164	0	0	108	25	250	0	75	75	85659	82066	pac	pac		304	pa1	spk	pa2	pa7	pac	0	7	2	2	1	4	2	flppa1	invpa12									0	0	0	0	0	asd3		item_metalshield	12	item_metalshield	0	0	5	0	2	0	0	0	1	0	16	81	300		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	xxx	xxx	0	0	1
Kurast Shield	100	0	1	1	154	172	0	0	124	26	250	0	81	81	97676	82067	pad	pad		304	pa3	spk	pa3	pa8	pad	0	7	2	4	1	4	2	flppa3	invpa3									0	0	0	0	0	asd3		item_metalshield	12	item_metalshield	0	0	5	0	3	0	0	0	1	0	20	85	300		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	xxx	xxx	0	0	1
Zakarum Shield	100	0	1	1	169	193	0	0	144	28	250	0	84	84	120042	82068	pae	pae		304	pa3	spk	pa4	pa9	pae	0	7	2	4	1	4	2	flppa3	invpa14									0	0	0	0	0	asd3		item_metalshield	12	item_metalshield	0	0	5	0	4	0	0	0	1	0	27	88	300		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	xxx	xxx	0	0	1
Vortex Shield	100	0	1	1	182	225	0	0	148	30	250	0	90	90	139860	82069	paf	paf		304	pa5	spk	pa5	paa	paf	0	7	2	2	1	4	2	flppa5	invpa15									0	0	0	0	0	asd3		item_metalshield	12	item_metalshield	0	0	5	0	5	0	0	0	1	0	33	85	300		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	xxx	xxx	0	0	1
Minion Skull	100	0	1	1	95	139	0	0	76	25	250	0	69	69	56131	82069	neb	neb		308	ne1	dr1	ne1	ne6	neb	0	10	2	2	1	4	2	flpne1	invne1									0	0	0	0	0	hed3		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	xxx	xxx	0	0	1
Hellspawn Skull	100	0	1	1	96	141	0	0	80	25	250	0	75	75	64437	82070	neg	neg		308	ne2	bhm	ne2	ne7	neg	0	10	2	2	1	4	2	flpne2	invne2									0	0	0	0	0	hed3		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	xxx	xxx	0	0	1
Overseer Skull	100	0	1	1	98	142	0	0	92	25	250	0	81	81	64122	82071	ned	ned		308	ne3	bhm	ne3	ne8	ned	0	10	2	2	1	4	2	flpne3	invne3									0	0	0	0	0	hed3		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	xxx	xxx	0	0	1
Succubae Skull	100	0	1	1	100	146	0	0	96	26	250	0	84	84	80462	82072	nee	nee		308	ne3	bhm	ne4	ne9	nee	0	10	2	2	1	4	2	flpne3	invne4									0	0	0	0	0	hed3		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	xxx	xxx	0	0	1
Bloodlord Skull	100	0	1	1	103	148	0	0	100	28	250	0	90	90	86238	82073	nef	nef		308	ne2	bhm	ne5	nea	nef	0	10	2	2	1	4	2	flpne2	invne5									0	0	0	0	0	hed3		item_head	12	item_head	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	0	0	xxx	xxx	0	0	1
SiegeHelm	100	0	1	1	45	55	1	0	88	0	250	0	40	40	4600	55000	a01	a01			ghm	ghm	a01	a05	a09	0	0	2	2	1	4	1	flpghm	invghm									0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1	1	1	20					255					255			8	8	0	a05	a09	0	0	1
SiegeGauntlets	100	0	1	1	18	22	1	0	88	0	250	0	40	40	4600	55000	a02	a02			hgl	hgl	a02	a06	a10	0	16	2	2	0	0	0	flphgl	invhgl									0	0	0	0	0	glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1	1	1	20					255					255			0	8	0	a06	a10	0	0	1
SiegeBoots	100	0	1	1	18	22	1	0	88	0	250	0	40	40	4600	55000	a03	a03			hbt	hbt	a03	a07	a11	0	16	2	2	0	0	0	flphbt	invhbt									0	0	0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0	0	6	0	28	35	150	150	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1	1	1	20					255					255			0	8	0	a07	a11	0	0	1
SiegeBelt	100	0	1	1	14	16	1	0	88	0	250	0	40	40	4600	55000	a04	a04			hbl	hbl	a04	a08	a12	0	16	2	1	0	0	0	flphbl	invhbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1	1	1	20					255					255			0	8	0	a08	a12	0	0	1
PlatHelm	100	0	1	1	90	110	2	0	120	0	250	0	68	68	9000	90000	a05	a05			ghm	ghm	a01	a05	a09	0	0	2	2	1	4	1	flpghm	invghm									0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
PlatGauntlets	100	0	1	1	54	66	2	0	120	0	250	0	68	68	9000	90000	a06	a06			hgl	hgl	a02	a06	a10	0	16	2	2	0	0	0	flphgl	invhgl4									0	0	0	0	0	glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
PlatBoots	100	0	1	1	54	66	2	0	120	0	250	0	68	68	9000	90000	a07	a07			hbt	hbt	a03	a07	a11	0	16	2	2	0	0	0	flphbt	invhbt4									0	0	0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0	0	6	0	88	108	150	150	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
PlatBelt	100	0	1	1	42	48	2	0	120	0	250	0	68	68	9000	90000	a08	a08			hbl	hbl	a04	a08	a12	0	16	2	1	0	0	0	flphbl	invhbl									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Adamant Helm	100	0	1	1	150	200	3	0	160	0	250	0	88	88	12000	120000	a09	a09			ghm	ghm	a01	a05	a09	0	0	2	2	1	4	1	flpghm	invghm6									0	0	0	0	0	helm		item_helm	12	item_helm	0	0	5	0	0	0	0	0	3	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Adamant Gauntlets	100	0	1	1	100	130	3	0	160	0	250	0	88	88	12000	120000	a10	a10			hgl	hgl	a02	a06	a10	0	16	2	2	0	0	0	flphgl	invhgl6									0	0	0	0	0	glov		item_glovesmetal	12	item_glovesmetal	0	0	5	0	0	0	0	0	5	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Adamant Boots	100	0	1	1	100	130	3	0	160	0	250	0	88	88	12000	120000	a11	a11			hbt	hbt	a03	a07	a11	0	16	2	2	0	0	0	flphbt	invhbt6									0	0	0	0	0	boot		item_bootsmetal	12	item_bootsmetal	0	0	5	0	0	0	0	0	6	0	140	145	150	150	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
Adamant Belt	100	0	1	1	100	130	3	0	160	0	250	0	88	88	12000	120000	a12	a12			hbl	hbl	a04	a08	a12	0	16	2	1	0	0	0	flphbl	invhbl6									0	0	0	0	0	belt		item_belt	12	item_belt	0	0	5	0	0	6	0	0	4	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	8	0	xxx	xxx	0	0	1
BossHat	100	0	1	0	1	1	0	0	0	0	24	1	1	1	200	600	bx1	cap			cap	cap	bx1	bx1	bx1	0	0	2	2	1	4	1	flpcap	invcap	invcapu	invcapu							0	0	0	0	0	helm		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
AndyHat	100	0	1	0	1	1	0	0	0	0	24	1	1	1	200	600	bx2	cap			cap	cap	bx2	bx2	bx2	0	0	2	2	1	4	1	flpcap	invcap	invcapu	invcapu							0	0	0	0	0	helm		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
DuryHat	100	0	1	0	1	1	0	0	0	0	24	1	1	1	200	600	bx3	cap			cap	cap	bx3	bx3	bx3	0	0	2	2	1	4	1	flpcap	invcap	invcapu	invcapu							0	0	0	0	0	helm		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
MephHat	100	0	1	0	1	1	0	0	0	0	24	1	1	1	200	600	bx4	cap			cap	cap	bx4	bx4	bx4	0	0	2	2	1	4	1	flpcap	invcap	invcapu	invcapu							0	0	0	0	0	helm		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
DiabHat	100	0	1	0	1	1	0	0	0	0	24	1	1	1	200	600	bx5	cap			cap	cap	bx5	bx5	bx5	0	0	2	2	1	4	1	flpcap	invcap	invcapu	invcapu							0	0	0	0	0	helm		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
BaalHat	100	0	1	0	1	1	0	0	0	0	24	1	1	1	200	600	bx6	cap			cap	cap	bx6	bx6	bx6	0	0	2	2	1	4	1	flpcap	invcap	invcapu	invcapu							0	0	0	0	0	helm		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
EvilHat	100	0	1	0	1	1	0	0	0	0	24	1	1	1	200	600	bx7	cap			cap	cap	bx7	bx7	bx7	0	0	2	2	1	4	1	flpcap	invcap	invcapu	invcapu							0	0	0	0	0	helm		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
ClassHat	100	0	1	0	1	1	0	0	0	0	24	1	1	1	200	600	bx8	cap			cap	cap	bx8	bx8	bx8	0	0	2	2	1	4	1	flpcap	invcap	invcapu	invcapu							0	0	0	0	0	helm		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
FireHat	100	0	1	0	1	1	0	0	0	0	24	1	1	1	200	600	bx9	cap			cap	cap	bx9	bx9	bx9	0	0	2	2	1	4	1	flpcap	invcap	invcapu	invcapu							0	0	0	0	0	helm		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
LitHat	100	0	1	0	1	1	0	0	0	0	24	1	1	1	200	600	by1	cap			cap	cap	by1	by1	by1	0	0	2	2	1	4	1	flpcap	invcap	invcapu	invcapu							0	0	0	0	0	helm		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
ColdHat	100	0	1	0	1	1	0	0	0	0	24	1	1	1	200	600	by2	cap			cap	cap	by2	by2	by2	0	0	2	2	1	4	1	flpcap	invcap	invcapu	invcapu							0	0	0	0	0	helm		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
PoisHat	100	0	1	0	1	1	0	0	0	0	24	1	1	1	200	600	by3	cap			cap	cap	by3	by3	by3	0	0	2	2	1	4	1	flpcap	invcap	invcapu	invcapu							0	0	0	0	0	helm		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
SummHat	100	0	1	0	1	1	0	0	0	0	24	1	1	1	200	600	by4	cap			cap	cap	by4	by4	by4	0	0	2	2	1	4	1	flpcap	invcap	invcapu	invcapu							0	0	0	0	0	helm		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
NilhHat	100	0	1	0	1	1	0	0	0	0	24	1	1	1	200	600	by5	cap			cap	cap	by5	by5	by5	0	0	2	2	1	4	1	flpcap	invcap	invcapu	invcapu							0	0	0	0	0	helm		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
ShadowWarriorMask	100	0	1	0	10	10	0	0	0	0	24	1	1	1	1100	3300	by6	msk			msk	hlm	by6	by6	by6	0	0	2	2	1	4	1	flpmsk	invmsk									0	0	0	0	0	helm		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
ShadowMasterCirclet	100	0	1	0	10	10	0	0	0	0	24	1	1	1	1100	3300	by7	ci0			lit	lit	by7	by7	by7	0	0	2	2	1	4	1	flpci0	invci0									0	0	0	0	0	helm		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
POSWLcap	100	0	1	0	1	1	0	0	0	0	24	1	1	1	200	600	by8	cap			cap	cap	by8	by8	by8	0	0	2	2	1	4	1	flpcap	invcap	invcapu	invcapu							0	0	0	0	0	helm		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
GBcap	100	0	1	0	1	1	0	0	0	0	24	1	1	1	200	600	by9	cap			cap	cap	by9	by9	by9	0	0	2	2	1	4	1	flpcap	invcap	invcapu	invcapu							0	0	0	0	0	helm		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
AncHat	100	0	1	0	1	1	0	0	0	0	24	1	1	1	200	600	bz1	cap			cap	cap	bz1	bz1	bz1	0	0	2	2	1	4	1	flpcap	invcap	invcapu	invcapu							0	0	0	0	0	helm		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Anzucap	100	0	1	0	1	1	0	0	0	0	24	1	1	1	200	600	bz2	cap			cap	cap	by8	by8	by8	0	0	2	2	1	4	1	flpcap	invcap	invcapu	invcapu							0	0	0	0	0	helm		item_cap	12	item_cap	0	0	5	0	0	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Wyrmsilk Vest	100	0	1	1	400	450	2	0	120	0	250	0	105	96	218357	1685148	wsv	wsv			qlt	qlt	wsv	wsv	wsv	0	1	2	3	1	5	1	flpqlt	invqlt			0	0	0	0	1	1	0	0	0	0	0	tors	tor4	item_lightarmor	12	item_lightarmor	0	0	5	0	0	0	0	0	2	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	8	0	xxx	xxx	0	0	1
Arcanite Safeguard	100	0	1	1	130	150	2	0	125	30	250	0	105	96	57189	436543	asg	asg			buc	buc	asg	asg	asg	0	7	2	2	1	4	2	flpsml	invsml	invsmlu	invsmlu							0	0	0	0	0	shie	shd4	item_woodshield	12	item_woodshield	0	0	5	0	0	0	0	0	1	0	50	63	300		0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	5	0	xxx	xxx	0	0	1
Osseous Barrier	100	0	1	1	170	190	2	0	130	30	250	0	105	96	101842	586580	osb	osb			bsh	bsh	osb	osb	osb	0	7	2	3	1	4	2	flpbsh	invbsh	invbshu	invbshu							0	0	0	0	0	shie	shd4	item_metalshield	12	item_metalshield	0	0	5	0	0	0	0	0	1	0	55	66	300		0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Titan Plate	100	0	1	1	390	440	8	0	175	0	250	0	105	96	300130	3197721	tt1	tt1			plt	plt	tt1	tt1	tt1	0	1	2	3	1	4	1	flpplt	invplt3			2	2	2	2	1	1	0	0	0	0	0	tors	tor4	item_platearmor	12	item_platearmor	0	0	5	0	0	0	0	0	2	0	0	0			0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
Titan Skull	100	0	1	1	130	180	2	0	120	0	250	0	105	96	87274	598161	tt2	tt2			bhm	bhm	tt2	tt2	tt2	0	0	2	2	1	4	1	flpbhm	invbhm									0	0	0	0	0	helm	hlm4	item_helm	12	item_helm	0	0	5	0	2	0	0	0	3	0	0	0			0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			8	8	0	xxx	xxx	0	0	1
