name	type	type2	code	alternateGfx	namestr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
Blade Talons	h2h		btl	clw	btl	100		1	1	7	12							14	1	-20	225	225	40	40	250		22	22	3050	9150			clw	btl	9tw	7tw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255			1	1	20					255					255					255			1	1	20					255					255					255					255					255					255			1	2	0	9ar	7wb	1	0
Scissors Katar	h2h		skr	skr	skr	100		1	1	8	14							14	1	-10	225	225	44	44	250		28	28	3450	10350			skr	skr	9qr	7qr	ht1	ht1	5	1hsl	1	3					flpskr	invskr	invskru	invskru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255			1	2	20					255					255					255					255					255					255					255					255					255					255			1	2	0	9wb	7xf	1	0
Quhab	h2h2		9ar	ktr	9ar	100		1	1	11	16							14	1		225	225	48	48	250		31	31	3900	11700			ktr	ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255					255			1	2	0	9xf	7cs	1	0
Wrist Spike	h2h2		9wb	ktr	9wb	100		1	1	10	18							14	1	-10	225	225	52	52	250		37	37	4300	12900			ktr	wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255			1	1	20					255					255					255					255			1	2	0	9cs	7lw	1	0
Fascia	h2h2		9xf	axf	9xf	100		1	1	8	20							14	1	-20	225	225	56	56	250		40	40	4750	14250			axf	axf	9xf	7xf	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	10					255					255			1	2	0	9lw	7tw	1	0
Hand Scythe	h2h2		9cs	axf	9cs	100		1	1	12	22							14	1	-10	225	225	60	60	250		45	45	5150	15450			axf	ces	9cs	7cs	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	1	10					255					255			1	2	0	9tw	7qr	1	0
Greater Claws	h2h2		9lw	clw	9lw	100		1	1	12	24							14	1	-30	225	225	64	64	250		48	48	5500	16500			clw	clw	9lw	7lw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Greater Talons	h2h2		9tw	clw	9tw	100		1	1	14	26							14	1	-40	225	225	68	68	250		54	54	5850	17550			clw	btl	9tw	7tw	ht1	ht1	5	1hsl	1	3					flpclw	invclw			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Scissors Quhab	h2h2		9qr	skr	9qr	100		1	1	19	30							14	1	-10	225	225	72	72	250		60	60	6200	18600			skr	skr	9qr	7qr	ht1	ht1	5	1hsl	1	3					flpskr	invskr	invskru	invskru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Suwayyah	h2h3		7ar	ktr	7ar	100		1	1	28	36							14	1	-10	225	225	76	76	250		63	63	6550	19650			ktr	ktr	9ar	7ar	ht1	ht1	5	1hsl	1	3					flpktr	invktr			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Wrist Sword	h2h3		7wb	ktr	7wb	100		1	1	27	39							14	1	-20	225	225	80	80	250		69	69	6700	20100			ktr	wrb	9wb	7wb	ht1	ht1	5	1hsl	1	3					flpktr	invktr6			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
War Fist	h2h3		7xf	axf	7xf	100		1	1	29	37							14	1	-20	225	225	84	84	250		72	72	6850	20550			axf	axf	9xf	7xf	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Battle Cestus	h2h3		7cs	axf	7cs	100		1	1	28	41							14	1	-20	225	225	88	88	250		75	75	6950	20850			axf	ces	9cs	7cs	ht1	ht1	5	1hsl	1	3					flpaxf	invaxf	invaxfu	invaxfu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Feral Claws	h2h3		7lw	clw	7lw	100		1	1	29	41							14	1	-30	225	225	92	92	250		78	78	7100	21300			clw	clw	9lw	7lw	ht1	ht1	5	1hsl	1	3					flpclw	invclw5			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Runic Talons	h2h3		7tw	clw	7tw	100		1	1	29	43							14	1	-40	225	225	96	96	250		84	84	7250	21750			clw	btl	9tw	7tw	ht1	ht1	5	1hsl	1	3					flpclw	invclw6			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Scissors Suwayyah	h2h3		7qr	skr	7qr	100		1	1	35	40							14	1	-30	225	225	100	100	250		88	88	7250	21750			skr	skr	9qr	7qr	ht1	ht1	5	1hsl	1	3					flpskr	invskr3			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Tomahawk	axe		7ha	hax	7ha	100		1	1	21	36							14	1		250		126		250		63	63	6550	19650			hax	hax	9ha	7ha	1hs	1hs	5	1hsl	1	3					flphax	invhax	invhaxu	invhaxu	1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Small Crescent	axe		7ax	axe	7ax	100		1	1	27	39							14	1	10	250		138		250		68	68	6700	20100			axe	axe	9ax	7ax	1hs	1hs	5	1hsl	2	3					flpaxe	invaxe	invaxeu	invaxeu	1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Ettin Axe	axe		72a	axe	72a	100		1	1	27	41							14	1		250		158		250		73	73	6850	20550			axe	2ax	92a	72a	1hs	1hs	5	1hsl	2	3					flp2ax	inv2ax3			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
War Spike	axe		7mp	axe	7mp	100		1	1	24	43							14	1	-10	250		174		250		79	79	6950	20850			axe	mpi	9mp	7mp	1hs	1hs	5	1hsl	2	3					flpmpi	invmpi3			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Berserker Axe	axe		7wa	axe	7wa	100		1	1	27	47							14	2		250		190		250		85	85	7100	21300			axe	wax	9wa	7wa	1hs	1hs	5	1hsl	2	3					flpwax	invwax3			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Feral Axe	2Axe		7la	lax	7la	100		1	1				1	24	84			17	3	-15	350		144		250		66	66	8500	25500			lax	lax	9la	7la	stf	stf	5	2hsl	2	3					flplax	invlax			1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Silver Edged Axe	2Axe		7ba	lax	7ba	100		1	1				1	49	76			17	3		350		161		250		70	70	8695	26085			lax	bax	9ba	7ba	stf	stf	5	2hsl	2	3					flpbrx	invbrx			1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Decapitator	2Axe		7bt	btx	7bt	100		1	1				1	44	93			17	3	10	350		182		250		76	76	8890	26670			btx	btx	9bt	7bt	stf	stf	5	2hsl	2	3					flpbtx	invbtx3			1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Champion Axe	2Axe		7ga	btx	7ga	100		1	1				1	51	88			17	3	-10	350		200		250		82	82	9020	27060			btx	gax	9ga	7ga	stf	stf	5	2hsl	2	4					flpgax	invgax3			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Glorious Axe	2Axe		7gi	gix	7gi	100		1	1				1	56	102			17	3	10	350		200		250		88	88	9215	27645			gix	gix	9gi	7gi	stf	stf	5	2hsl	2	3					flpgix	invgix3			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Polished Wand	wan3		7wn	wnd	7wn	100		1	1	12	15							14	0	-10	225	225			250		61	61	3300	9900			wnd	wnd	9wn	7wn	1hs	1hs	5	1hss	1	2					flpwnd	invwnd			1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Ghost Wand	wan3		7yw	ywn	7yw	100		1	1	13	17							14	0	-5	225	225			250		73	73	3400	10200			ywn	ywn	9yw	7yw	1hs	1hs	5	1hss	1	2					flpywn	invywn			1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Lich Wand	wan3		7bw	bwn	7bw	100		1	1	13	17							14	0	-30	225	225			250		82	82	3450	10350			bwn	bwn	9bw	7bw	1hs	1hs	5	1hss	1	2					flpbwn	invbwn	invbwnu	invbwnu	1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Unearthed Wand	wan3		7gw	bwn	7gw	100		1	1	15	17							14	0	-20	225	225			250		88	88	3550	10650			bwn	gwn	9gw	7gw	1hs	1hs	5	1hss	1	2					flpgwn	invgwn			1	2	0	magically charged	0	item_wand	12	item_wand	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Truncheon	club		7cl	clb	7cl	100		1	1	23	31							14	1	-10	250		126		250		63	63	6550	19650			clb	clb	9cl	7cl	1hs	1hs	5	club	1	3					flpclb	invclb3			1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Mighty Scepter	sce3		7sc	mac	7sc	100		1	1	17	40							14	1		250		140		250		66	66	6550	19650			mac	scp	9sc	7sc	1hs	1hs	5	club	1	3					flpscp	invscp			1	3	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Seraph Rod	sce3		7qs	mac	7qs	100		1	1	29	40							14	1		250		170		250		75	75	6750	20250			mac	gsc	9qs	7qs	1hs	1hs	5	club	1	3					flpgsc	invgsc			1	3	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	3	20			1	2	0	xxx	xxx	1	0
Caduceus	sce3		7ws	whm	7ws	100		1	1	28	40							14	2	-20	250		190		250		87	87	6950	20850			whm	wsp	9ws	7ws	1hs	1hs	5	club	2	3					flpwsp	invwsp3			1	5	0	magically charged	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	3	20			1	2	0	xxx	xxx	1	0
Tyrant Club	club		7sp	clb	7sp	100		1	1	23	35							14	1		250		132		250		66	66	6850	20550			clb	spc	9sp	7sp	1hs	1hs	5	1hsl	1	3					flpspc	invspc3			1	3	0		0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Reinforced Mace	mace		7ma	mac	7ma	100		1	1	27	39							14	1		250		142		250		70	70	6950	20850			mac	mac	9ma	7ma	1hs	1hs	5	1hsl	1	3					flpmac	invmac			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Devil Star	mace		7mt	mac	7mt	100		1	1	31	41							14	1	10	250		158		250		73	73	7100	21300			mac	mst	9mt	7mt	1hs	1hs	5	1hsl	1	3					flpmst	invmst3			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Scourge	mace		7fl	fla	7fl	100		1	1	16	57							14	2	-10	250		174		250		79	79	7250	21750			fla	fla	9fl	7fl	1hs	1hs	5	1hsl	2	3					flpfla	invfla3			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Legendary Mallet	hamm		7wh	whm	7wh	100		1	1	35	52							14	2	15	250		190		250		85	85	7250	21750			whm	whm	9wh	7wh	1hs	1hs	5	1hsl	2	3					flpwhm	invwhm3			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			178	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Ogre Maul	2Ham		7m7	mau	7m7	100		1	1				1	60	88			17	3	20	350		192		250		82	82	8500	25500			mau	mau	9m9	7m7	stf	stf	5	2hsl	2	4					flpmau	invmau3			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Thunder Maul	2Ham		7gm	mau	7gm	100		1	1				1	60	107			17	3	30	350		200		250		88	88	8955	26865			mau	gma	9gm	7gm	stf	stf	5	2hsl	2	3					flpgma	invgma3			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Falcata	swor		7ss	ssd	7ss	100		1	1	21	36							14	1		250		126		250		63	63	6550	19650			ssd	ssd	9ss	7ss	1hs	1hs	5	1hsl	1	3					flpssd	invssd			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Ataghan	swor		7sm	scm	7sm	100		1	1	23	36							14	1	-20	250		138		250		66	66	6550	19650			scm	scm	9sm	7sm	1hs	1hs	5	1hsl	1	3					flpscm	invscm	invscmu	invscmu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Elegant Blade	swor		7sb	scm	7sb	100		1	1	24	35							14	1	-10	250		144		250		69	69	6700	20100			scm	sbr	9sb	7sb	1hs	1hs	5	1hsl	1	3					flpsbr	invsbr	invsbru	invsbru	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Hydra Edge	swor		7fc	flc	7fc	100		1	1	19	45							14	1		250		154		250		72	72	6850	20550			flc	flc	9fc	7fc	1hs	1hs	5	1hsl	1	3					flpflc	invflc			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Phase Blade	swor		7cr	crs	7cr	100		1	1	29	43							14	2	-15	250		190		250		81	81	6950	20850			crs	crs	9cr	7cr	1hs	1hs	5	1hsl	2	3					flpcrs	invcrs	invcrsu	invcrsu	1	5	0		0	item_sword	12	item_sword	0	0	5	0	5	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
Conquest Sword	swor		7bs	bsd	7bs	100		1	1	32	40							14	2	-5	250		174		250		78	78	7100	21300			bsd	bsd	9bs	7bs	1hs	1hs	5	1hsl	2	3					flpbsd	invbsd			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Cryptic Sword	swor		7ls	lsd	7ls	100		1	1	19	51							14	2	-10	250		184		250		75	75	7100	21300			lsd	lsd	9ls	7ls	1hs	1hs	5	1hsl	2	3					flplsd	invlsd	invlsdu	invlsdu	1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Mythical Sword	swor		7wd	flc	7wd	100		1	1	32	40							14	2	-30	250		164		250		82	82	7250	21750			flc	wsd	9wd	7wd	1hs	1hs	5	1hsl	1	3					flpwsd	invwsd3			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Legend Sword	2Swo		72h	clm	72h	100		1	1	21	35	1	1	40	67			17	3	-15	300		144		250		73	73	8500	25500			clm	2hs	92h	72h	1hs	2hs	5	2hss	1	4					flp2hs	inv2hs	inv2hsu	inv2hsu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Highland Blade	2Swo		7cm	clm	7cm	100		1	1	23	40	1	1	52	69			17	3	-5	300		164		250		76	76	8695	26085			clm	clm	9cm	7cm	1hs	2hs	5	2hss	1	4					flpclm	invclm			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Balrog Blade	2Swo		7gs	gsd	7gs	100		1	1	19	47	1	1	47	82			17	3		300		178		250		79	79	8890	26670			gsd	gis	9gs	7gs	1hs	2hs	5	2hss	1	4					flpgis	invgis	invgisu	invgisu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Champion Sword	2Swo		7b7	clm	7b7	100		1	1	19	48	1	1	57	77			17	3	-10	300		190		250		82	82	9020	27060			clm	bsw	9b9	7b7	1hs	2hs	5	2hss	1	4					flpbsw	invbsw	invbswu	invbswu	1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Colossal Sword	2Swo		7fb	clm	7fb	100		1	1	29	44	1	1	52	93			17	3	10	300		200		250		85	85	9215	27645			clm	flb	9fb	7fb	1hs	2hs	5	2hss	2	4					flpflb	invflb			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Colossus Blade	2Swo		7gd	gsd	7gd	100		1	1	29	45	1	1	52	96			17	3		300		200		250		88	88	9410	28230			gsd	gsd	9gd	7gd	1hs	2hs	5	2hss	2	4					flpgsd	invgsd	invgsdu	invgsdu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Bone Knife	knif		7dg	dgr	7dg	100		1	1	16	31							14	0	-30	225	225			250		63	63	3300	9900			dgr	dgr	9dg	7dg	1ht	1ht	5	1ht	1	2					flpdgr	invdgr			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Mithral Point	knif		7di	dir	7di	100		1	1	24	33							14	0	-10	225	225			250		69	69	3400	10200			dir	dir	9di	7di	1ht	1ht	5	1ht	1	2					flpdir	invdir			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Fanged Knife	knif		7kr	dir	7kr	100		1	1	16	40							14	0	-30	225	225			250		78	78	3450	10350			dir	kri	9kr	7kr	1ht	1ht	5	1ht	1	3					flpkrs	invkrs	invkrsu	invkrsu	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Legend Spike	knif		7bl	dgr	7bl	100		1	1	27	36							14	1	-20	225	225			250		84	84	3550	10650			dgr	bld	9bl	7bl	1ht	1ht	5	1ht	1	3					flpbld	invbld			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Flying Knife	tkni		7tk	dgr	7tk	100		1	1	18	25					23	34	15	1		225	225	63	63	250		66	66	13	39		320	dgr	tkf	9tk	7tk	1ht	1ht	5	1ht	1	2	1	500	500	500	flptkn	invtkn			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Flying Axe	taxe		7ta	hax	7ta	100		1	1	18	25					23	34	15	1	10	225	225	72	72	250		67	67	13	39		320	hax	tax	9ta	7ta	1hs	1hs	5	1hsl	1	2	1	500	500	500	flptax	invtax			1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Winged Knife	tkni		7bk	dgr	7bk	100		1	1	18	31					23	41	15	1	-20	225	225	81	81	250		72	72	17	51		320	dgr	bkf	9bk	7bk	1ht	1ht	5	1ht	1	2	1	500	500	500	flpbkf	invbkf	invtk3		1	2	0	primarily thrown	0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0			36	7	4	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
Winged Axe	taxe		7b8	hax	7b8	100		1	1	18	31					23	41	15	1	-10	225	225	90	90	250		75	75	17	51		320	hax	bal	9b8	7b8	1hs	1hs	5	1hsl	2	3	1	500	500	500	flpbal	invbal			1	5	0	primarily thrown	0	item_sword	12	item_sword	0	0	5	0	0	0			35	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
