description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
magic + starstone sapphire -> power	1			100					2	belt,crf,exc	g6b						usetype,crf		50	50	dmg-min			4	6	dmg-max			8	10																																																																										0
magic + starstone sapphire -> power	1			100					2	shld,crf,exc	g6b						usetype,crf		50	50	dmg-min			4	6	dmg-max			8	10																																																																										0
magic + starstone sapphire -> power	1			100					2	tors,crf,exc	g6b						usetype,crf		50	50	dmg-min			4	6	dmg-max			8	10																																																																										0
magic + starstone sapphire -> power	1			100					2	amul,crf	g6b						usetype,crf		50	50	dmg-min			4	6	dmg-max			8	10																																																																										0
magic + starstone sapphire -> power	1			100					2	ring,crf	g6b						usetype,crf		50	50	dmg-min			4	6	dmg-max			8	10																																																																										0
magic + starstone sapphire -> power	1			100					2	weap,crf,exc	g6b						usetype,crf		50	50	dmg-min			4	6	dmg-max			8	10																																																																										0
magic + starstone ruby -> blood	1			100					2	helm,crf,exc	g6r						usetype,crf		50	50	lifesteal			3	4	hp			30	35																																																																										0
magic + starstone ruby -> blood	1			100					2	boot,crf,exc	g6r						usetype,crf		50	50	lifesteal			3	4	hp			30	35																																																																										0
magic + starstone ruby -> blood	1			100					2	glov,crf,exc	g6r						usetype,crf		50	50	lifesteal			3	4	hp			30	35																																																																										0
magic + starstone ruby -> blood	1			100					2	belt,crf,exc	g6r						usetype,crf		50	50	lifesteal			3	4	hp			30	35																																																																										0
magic + starstone ruby -> blood	1			100					2	shld,crf,exc	g6r						usetype,crf		50	50	lifesteal			3	4	hp			30	35																																																																										0
magic + starstone ruby -> blood	1			100					2	tors,crf,exc	g6r						usetype,crf		50	50	lifesteal			3	4	hp			30	35																																																																										0
magic + starstone ruby -> blood	1			100					2	amul,crf	g6r						usetype,crf		50	50	lifesteal			3	4	hp			30	35																																																																										0
magic + starstone ruby -> blood	1			100					2	ring,crf	g6r						usetype,crf		50	50	lifesteal			3	4	hp			30	35																																																																										0
magic + starstone ruby -> blood	1			100					2	weap,crf,exc	g6r						usetype,crf		50	50	lifesteal			3	4	hp			30	35																																																																										0
magic + starstone amethyst -> caster	1			100					2	helm,crf,exc	g6v						usetype,crf		50	50	cast2			20	30	res-all			11	13																																																																										0
magic + starstone amethyst -> caster	1			100					2	boot,crf,exc	g6v						usetype,crf		50	50	cast2			20	30	res-all			11	13																																																																										0
magic + starstone amethyst -> caster	1			100					2	glov,crf,exc	g6v						usetype,crf		50	50	cast2			20	30	res-all			11	13																																																																										0
magic + starstone amethyst -> caster	1			100					2	belt,crf,exc	g6v						usetype,crf		50	50	cast2			20	30	res-all			11	13																																																																										0
magic + starstone amethyst -> caster	1			100					2	shld,crf,exc	g6v						usetype,crf		50	50	cast2			20	30	res-all			11	13	allskills			1	1																																																																					0
magic + starstone amethyst -> caster	1			100					2	tors,crf,exc	g6v						usetype,crf		50	50	cast2			20	30	res-all			11	13																																																																										0
magic + starstone amethyst -> caster	1			100					2	amul,crf	g6v						usetype,crf		50	50	cast2			10	15	res-all			6	8																																																																										0
magic + starstone amethyst -> caster	1			100					2	ring,crf	g6v						usetype,crf		50	50	cast2			10	15	res-all			6	8																																																																										0
magic + starstone amethyst -> caster	1			100					2	ajav,crf,exc	g6v						usetype,crf		50	50	pierce			40	50	res-all			11	13																																																																										0
magic + starstone amethyst -> caster	1			100					2	weap,crf,exc	g6v						usetype,crf		50	50	cast2			30	40	mana%			30	40	allskills			1	1																																																																					0
magic + starstone emerald -> safety	1			100					2	helm,crf,exc	g6g						usetype,crf		50	50	red-dmg%			7	9	res-ltng			20	25																																																																										0
magic + starstone emerald -> safety	1			100					2	boot,crf,exc	g6g						usetype,crf		50	50	red-dmg%			7	9	res-fire			20	25																																																																										0
magic + starstone emerald -> safety	1			100					2	glov,crf,exc	g6g						usetype,crf		50	50	red-dmg%			7	9	res-cold			20	25																																																																										0
magic + starstone emerald -> safety	1			100					2	belt,crf,exc	g6g						usetype,crf		50	50	red-dmg%			7	9	res-pois			20	25																																																																										0
magic + starstone emerald -> safety	1			100					2	shld,crf,exc	g6g						usetype,crf		50	50	red-dmg%			12	14	block			20	30																																																																										0
magic + starstone emerald -> safety	1			100					2	tors,crf,exc	g6g						usetype,crf		50	50	red-dmg%			12	14	block			20	30																																																																										0
magic + starstone emerald -> safety	1			100					2	amul,crf	g6g						usetype,crf		50	50	red-dmg%			7	9	res-pois-len			40	50																																																																										0
magic + starstone emerald -> safety	1			100					2	ring,crf	g6g						usetype,crf		50	50	red-mag			16	20	res-pois-len			40	50	vit			6	10																																																																					0
magic + starstone emerald -> safety	1			100					2	weap,crf,exc	g6g						usetype,crf		50	50	red-dmg%			7	9	vit			20	25																																																																										0
magic + starstone skull -> death	1			100					2	helm,crf,exc	sk6						usetype,crf		50	50	deadly			8	9	swing2			12	20	heal-kill			25	35																																																																					0
magic + starstone skull -> death	1			100					2	boot,crf,exc	sk6						usetype,crf		50	50	deadly			8	9	swing2			12	20	heal-kill			25	35																																																																					0
magic + starstone skull -> death	1			100					2	glov,crf,exc	sk6						usetype,crf		50	50	deadly			8	9	swing2			12	20	heal-kill			25	35																																																																					0
magic + starstone skull -> death	1			100					2	belt,crf,exc	sk6						usetype,crf		50	50	deadly			8	9	swing2			12	20	heal-kill			25	35																																																																					0
magic + starstone skull -> death	1			100					2	shld,crf,exc	sk6						usetype,crf		50	50	deadly			8	9	swing2			20	30	block			20	30	abs-mag%			3	3																																																																0
magic + starstone skull -> death	1			100					2	tors,crf,exc	sk6						usetype,crf		50	50	deadly			8	9	swing2			20	30	heal-kill			25	35																																																																					0
magic + starstone skull -> death	1			100					2	amul,crf	sk6						usetype,crf		50	50	deadly			8	9	swing2			12	20	heal-kill			25	35																																																																					0
magic + starstone skull -> death	1			100					2	ring,crf	sk6						usetype,crf		50	50	deadly			8	9	swing2			12	20	heal-kill			25	35																																																																					0
magic + starstone skull -> death	1			100					2	weap,crf,exc	sk6						usetype,crf		50	50	deadly			8	9	swing2			20	30																																																																										0
magic + starstone topaz -> elemental	1			100					2	helm,crf,exc	g6y						usetype,crf		50	50	gold%			45	60	balance1			15	30	move1			15	30																																																																					0
magic + starstone topaz -> elemental	1			100					2	shld,crf,exc	g6y						usetype,crf		50	50	gold%			45	60	balance1			15	30	move1			15	30	block			15	30																																																																0
magic + starstone topaz -> elemental	1			100					2	glov,crf,exc	g6y						usetype,crf		50	50	gold%			45	60	balance1			15	30	move1			15	30																																																																					0
magic + starstone topaz -> elemental	1			100					2	belt,crf,exc	g6y						usetype,crf		50	50	gold%			45	60	balance1			15	30	move1			15	30																																																																					0
magic + starstone topaz -> elemental	1			100					2	boot,crf,exc	g6y						usetype,crf		50	50	gold%			45	60	balance1			15	30	move1			15	30																																																																					0
magic + starstone topaz -> elemental	1			100					2	tors,crf,exc	g6y						usetype,crf		50	50	gold%			45	60	balance1			15	30	move1			15	30																																																																					0
magic + starstone topaz -> elemental	1			100					2	amul,crf	g6y						usetype,crf		50	50	gold%			45	60	balance1			15	30	move1			15	30																																																																					0
magic + starstone topaz -> elemental	1			100					2	ring,crf	g6y						usetype,crf		50	50	gold%			45	60	balance1			15	30	move1			15	30																																																																					0
magic + starstone topaz -> elemental	1			100					2	weap,crf,exc	g6y						usetype,crf		50	50	gold%			45	60	balance1			15	30	move1			15	30	allskills			1	1																																																																0
magic + starstone diamond  -> holy	1			100					2	helm,crf,exc	g6w						usetype,crf		50	50	hpregen/lvl		7			res-mag			18	24																																																																										0
magic + starstone diamond  -> holy	1			100					2	boot,crf,exc	g6w						usetype,crf		50	50	hpregen/lvl		7			res-mag			18	24																																																																										0
magic + starstone diamond  -> holy	1			100					2	glov,crf,exc	g6w						usetype,crf		50	50	hpregen/lvl		7			res-mag			18	24																																																																										0
magic + starstone diamond  -> holy	1			100					2	belt,crf,exc	g6w						usetype,crf		50	50	hpregen/lvl		7			res-mag			18	24																																																																										0
magic + starstone diamond  -> holy	1			100					2	shld,crf,exc	g6w						usetype,crf		50	50	hpregen/lvl		7			res-mag			18	24	block			20	30																																																																					0
magic + starstone diamond  -> holy	1			100					2	tors,crf,exc	g6w						usetype,crf		50	50	hpregen/lvl		7			res-mag			18	24																																																																										0
magic + starstone diamond  -> holy	1			100					2	amul,crf	g6w						usetype,crf		50	50	rip			1	1	res-mag			18	24	noheal			1	1																																																																					0
magic + starstone diamond  -> holy	1			100					2	ring,crf	g6w						usetype,crf		50	50	nofreeze			1	1	res-mag			18	24	att			100	150																																																																					0
magic + starstone diamond  -> holy	1			100					2	weap,crf,exc	g6w						usetype,crf		50	50	resistcurse			10	15	res-mag			18	24	dmg-mag			200	300																																																																					0
magic + moonstone sapphire -> power	1			100					2	helm,crf,eli	g7b						usetype,crf		50	50	dmg-min			8	10	dmg-max			12	14																																																																										0
magic + moonstone sapphire -> power	1			100					2	boot,crf,eli	g7b						usetype,crf		50	50	dmg-min			8	10	dmg-max			12	14																																																																										0
magic + moonstone sapphire -> power	1			100					2	glov,crf,eli	g7b						usetype,crf		50	50	dmg-min			8	10	dmg-max			12	14																																																																										0
magic + moonstone sapphire -> power	1			100					2	belt,crf,eli	g7b						usetype,crf		50	50	dmg-min			8	10	dmg-max			12	14																																																																										0
magic + moonstone sapphire -> power	1			100					2	shld,crf,eli	g7b						usetype,crf		50	50	dmg-min			8	10	dmg-max			12	14																																																																										0
magic + moonstone sapphire -> power	1			100					2	tors,crf,eli	g7b						usetype,crf		50	50	dmg-min			8	10	dmg-max			12	14																																																																										0
magic + moonstone sapphire -> power	1			100					2	amul,crf	g7b						usetype,crf		50	50	dmg-min			8	10	dmg-max			12	14																																																																										0
magic + moonstone sapphire -> power	1			100					2	ring,crf	g7b						usetype,crf		50	50	dmg-min			8	10	dmg-max			12	14																																																																										0
magic + moonstone sapphire -> power	1			100					2	weap,crf,eli	g7b						usetype,crf		50	50	dmg-min			8	10	dmg-max			12	14																																																																										0
magic + moonstone ruby -> blood	1			100					2	helm,crf,eli	g7r						usetype,crf		50	50	lifesteal			4	5	hp			40	45																																																																										0
magic + moonstone ruby -> blood	1			100					2	boot,crf,eli	g7r						usetype,crf		50	50	lifesteal			4	5	hp			40	45																																																																										0
magic + moonstone ruby -> blood	1			100					2	glov,crf,eli	g7r						usetype,crf		50	50	lifesteal			4	5	hp			40	45																																																																										0
magic + moonstone ruby -> blood	1			100					2	belt,crf,eli	g7r						usetype,crf		50	50	lifesteal			4	5	hp			40	45																																																																										0
magic + moonstone ruby -> blood	1			100					2	shld,crf,eli	g7r						usetype,crf		50	50	lifesteal			4	5	hp			40	45																																																																										0
magic + moonstone ruby -> blood	1			100					2	tors,crf,eli	g7r						usetype,crf		50	50	lifesteal			4	5	hp			40	45																																																																										0
magic + moonstone ruby -> blood	1			100					2	amul,crf	g7r						usetype,crf		50	50	lifesteal			4	5	hp			40	45																																																																										0
magic + moonstone ruby -> blood	1			100					2	ring,crf	g7r						usetype,crf		50	50	lifesteal			4	5	hp			40	45																																																																										0
magic + moonstone ruby -> blood	1			100					2	weap,crf,eli	g7r						usetype,crf		50	50	lifesteal			4	5	hp			40	45																																																																										0
magic + moonstone amethyst -> caster	1			100					2	helm,crf,eli	g7v						usetype,crf		50	50	cast2			30	40	res-all			14	16	allskills			1	1																																																																					0
magic + moonstone amethyst -> caster	1			100					2	boot,crf,eli	g7v						usetype,crf		50	50	cast2			30	40	res-all			14	16	allskills			1	1																																																																					0
magic + moonstone amethyst -> caster	1			100					2	glov,crf,eli	g7v						usetype,crf		50	50	cast2			30	40	res-all			14	16	allskills			1	1																																																																					0
magic + moonstone amethyst -> caster	1			100					2	belt,crf,eli	g7v						usetype,crf		50	50	cast2			30	40	res-all			14	16	allskills			1	1																																																																					0
magic + moonstone amethyst -> caster	1			100					2	shld,crf,eli	g7v						usetype,crf		50	50	cast2			30	40	res-all			14	16	allskills			1	2																																																																					0
magic + moonstone amethyst -> caster	1			100					2	tors,crf,eli	g7v						usetype,crf		50	50	cast2			30	40	res-all			14	16	allskills			1	1																																																																					0
magic + moonstone amethyst -> caster	1			100					2	amul,crf	g7v						usetype,crf		50	50	cast2			15	20	res-all			9	11																																																																										0
magic + moonstone amethyst -> caster	1			100					2	ring,crf	g7v						usetype,crf		50	50	cast2			15	20	res-all			9	11																																																																										0
magic + moonstone amethyst -> caster	1			100					2	ajav,crf,eli	g7v						usetype,crf		50	50	pierce			40	50	res-all			14	16																																																																										0
magic + moonstone amethyst -> caster	1			100					2	weap,crf,eli	g7v						usetype,crf		50	50	cast2			40	50	mana%			40	50	allskills			1	2																																																																					0
magic + moonstone emerald -> safety	1			100					2	helm,crf,eli	g7g						usetype,crf		50	50	red-dmg%			10	12	res-ltng			30	40																																																																										0
magic + moonstone emerald -> safety	1			100					2	boot,crf,eli	g7g						usetype,crf		50	50	red-dmg%			10	12	res-fire			30	40																																																																										0
magic + moonstone emerald -> safety	1			100					2	glov,crf,eli	g7g						usetype,crf		50	50	red-dmg%			10	12	res-cold			30	40																																																																										0
magic + moonstone emerald -> safety	1			100					2	belt,crf,eli	g7g						usetype,crf		50	50	red-dmg%			10	12	res-pois			30	40																																																																										0
magic + moonstone emerald -> safety	1			100					2	shld,crf,eli	g7g						usetype,crf		50	50	red-dmg%			15	18	block			30	40																																																																										0
magic + moonstone emerald -> safety	1			100					2	tors,crf,eli	g7g						usetype,crf		50	50	red-dmg%			15	18	block			30	40																																																																										0
magic + moonstone emerald -> safety	1			100					2	amul,crf	g7g						usetype,crf		50	50	red-dmg%			10	12	res-pois-len			60	80																																																																										0
magic + moonstone emerald -> safety	1			100					2	ring,crf	g7g						usetype,crf		50	50	red-mag			21	25	res-pois-len			60	80	vit			12	16																																																																					0
magic + moonstone emerald -> safety	1			100					2	weap,crf,eli	g7g						usetype,crf		50	50	red-dmg%			10	12	vit			30	35																																																																										0
magic + moonstone skull -> death	1			100					2	helm,crf,eli	sk7						usetype,crf		50	50	deadly			10	11	swing2			15	25	heal-kill			50	60																																																																					0
magic + moonstone skull -> death	1			100					2	boot,crf,eli	sk7						usetype,crf		50	50	deadly			10	11	swing2			15	25	heal-kill			50	60																																																																					0
magic + moonstone skull -> death	1			100					2	glov,crf,eli	sk7						usetype,crf		50	50	deadly			10	11	swing2			15	25	heal-kill			50	60																																																																					0
magic + moonstone skull -> death	1			100					2	belt,crf,eli	sk7						usetype,crf		50	50	deadly			10	11	swing2			15	25	heal-kill			50	60																																																																					0
magic + moonstone skull -> death	1			100					2	shld,crf,eli	sk7						usetype,crf		50	50	deadly			10	11	swing2			30	40	block			30	40	abs-mag%			4	4																																																																0
magic + moonstone skull -> death	1			100					2	tors,crf,eli	sk7						usetype,crf		50	50	deadly			10	11	swing2			30	40	heal-kill			50	60																																																																					0
magic + moonstone skull -> death	1			100					2	amul,crf	sk7						usetype,crf		50	50	deadly			10	11	swing2			15	25	heal-kill			50	60																																																																					0
magic + moonstone skull -> death	1			100					2	ring,crf	sk7						usetype,crf		50	50	deadly			10	11	swing2			15	25	heal-kill			50	60																																																																					0
magic + moonstone skull -> death	1			100					2	weap,crf,eli	sk7						usetype,crf		50	50	deadly			10	11	swing2			30	40																																																																										0
magic + moonstone topaz -> elemental	1			100					2	helm,crf,eli	g7y						usetype,crf		50	50	gold%			60	80	balance1			20	40	move1			20	40																																																																					0
magic + moonstone topaz -> elemental	1			100					2	shld,crf,eli	g7y						usetype,crf		50	50	gold%			60	80	balance1			20	40	move1			20	40	block			20	40																																																																0
magic + moonstone topaz -> elemental	1			100					2	glov,crf,eli	g7y						usetype,crf		50	50	gold%			60	80	balance1			20	40	move1			20	40																																																																					0
magic + moonstone topaz -> elemental	1			100					2	belt,crf,eli	g7y						usetype,crf		50	50	gold%			60	80	balance1			20	40	move1			20	40																																																																					0
magic + moonstone topaz -> elemental	1			100					2	boot,crf,eli	g7y						usetype,crf		50	50	gold%			60	80	balance1			20	40	move1			20	40																																																																					0
magic + moonstone topaz -> elemental	1			100					2	tors,crf,eli	g7y						usetype,crf		50	50	gold%			60	80	balance1			20	40	move1			20	40																																																																					0
magic + moonstone topaz -> elemental	1			100					2	amul,crf	g7y						usetype,crf		50	50	gold%			60	80	balance1			20	40	move1			20	40																																																																					0
magic + moonstone topaz -> elemental	1			100					2	ring,crf	g7y						usetype,crf		50	50	gold%			60	80	balance1			20	40	move1			20	40																																																																					0
magic + moonstone topaz -> elemental	1			100					2	weap,crf,eli	g7y						usetype,crf		50	50	gold%			60	80	balance1			20	40	move1			20	40	allskills			1	1																																																																0
magic + moonstone diamond  -> holy	1			100					2	helm,crf,eli	g7w						usetype,crf		50	50	hpregen/lvl		9			res-mag			26	30																																																																										0
magic + moonstone diamond  -> holy	1			100					2	boot,crf,eli	g7w						usetype,crf		50	50	hpregen/lvl		9			res-mag			26	30																																																																										0
magic + moonstone diamond  -> holy	1			100					2	glov,crf,eli	g7w						usetype,crf		50	50	hpregen/lvl		9			res-mag			26	30																																																																										0
magic + moonstone diamond  -> holy	1			100					2	belt,crf,eli	g7w						usetype,crf		50	50	hpregen/lvl		9			res-mag			26	30																																																																										0
magic + moonstone diamond  -> holy	1			100					2	shld,crf,eli	g7w						usetype,crf		50	50	hpregen/lvl		9			res-mag			26	30																																																																										0
magic + moonstone diamond  -> holy	1			100					2	tors,crf,eli	g7w						usetype,crf		50	50	hpregen/lvl		9			res-mag			26	30																																																																										0
magic + moonstone diamond  -> holy	1			100					2	amul,crf	g7w						usetype,crf		50	50	rip			1	1	res-mag			26	30	noheal			1	1																																																																					0
magic + moonstone diamond  -> holy	1			100					2	ring,crf	g7w						usetype,crf		50	50	nofreeze			1	1	res-mag			26	30	att			150	200																																																																					0
magic + moonstone diamond  -> holy	1			100					2	weap,crf,eli	g7w						usetype,crf		50	50	resistcurse			15	20	res-mag			26	30	dmg-mag			250	500																																																																					0
craft + Uber sapphire -> power helm	1			100					3	hlm4,crf	g8b	arc					usetype,crf		50	50	dmg-min			12	14	dmg-max			16	18																																																																										0
craft + Uber sapphire -> power boots	1			100					3	bot4,crf	g8b	arc					usetype,crf		50	50	dmg-min			12	14	dmg-max			16	18																																																																										0
craft + Uber sapphire -> power gloves	1			100					3	glv4,crf	g8b	arc					usetype,crf		50	50	dmg-min			12	14	dmg-max			16	18																																																																										0
craft + Uber sapphire -> power belt	1			100					3	blt4,crf	g8b	arc					usetype,crf		50	50	dmg-min			12	14	dmg-max			16	18																																																																										0
craft + Uber sapphire -> power shield	1			100					3	shd4,crf	g8b	arc					usetype,crf		50	50	dmg-min			12	14	dmg-max			16	18																																																																										0
craft + Uber sapphire -> power torso	1			100					3	tor4,crf	g8b	arc					usetype,crf		50	50	dmg-min			12	14	dmg-max			16	18																																																																										0
craft + Uber sapphire -> power javelin	1			100					3	jav4,crf	g8b	arc					usetype,crf		50	50	dmg-min			12	14	dmg-max			16	18	pierce			50	50																																																																					0
craft + Uber sapphire -> power weapon	1			100					3	wpn4,crf	g8b	arc					usetype,crf		50	50	dmg-min			12	14	dmg-max			16	18																																																																										0
craft + Uber ruby -> blood boots	1			100					3	bot4,crf	g8r	arc					usetype,crf		50	50	lifesteal			5	6	hp			50	60																																																																										0
craft + Uber ruby -> blood gloves	1			100					3	glv4,crf	g8r	arc					usetype,crf		50	50	lifesteal			5	6	hp			50	60																																																																										0
craft + Uber ruby -> blood shield	1			100					3	shd4,crf	g8r	arc					usetype,crf		50	50	lifesteal			5	6	hp			50	60																																																																										0
craft + Uber ruby -> blood torso	1			100					3	tor4,crf	g8r	arc					usetype,crf		50	50	lifesteal			5	6	hp			50	60																																																																										0
craft + Uber ruby -> blood javelin	1			100					3	jav4,crf	g8r	arc					usetype,crf		50	50	lifesteal			5	6	hp			50	60	pierce			50	50																																																																					0
craft + Uber ruby -> blood weapon	1			100					3	wpn4,crf	g8r	arc					usetype,crf		50	50	lifesteal			5	6	hp			50	60																																																																										0
craft + Uber amethyst -> caster helm	1			100					3	hlm4,crf	g8v	arc					usetype,crf		50	50	cast2			40	50	res-all			17	20	allskills			1	2																																																																					0
craft + Uber amethyst -> caster boots	1			100					3	bot4,crf	g8v	arc					usetype,crf		50	50	cast2			40	50	res-all			17	20	allskills			1	2																																																																					0
craft + Uber amethyst -> caster gloves	1			100					3	glv4,crf	g8v	arc					usetype,crf		50	50	cast2			40	50	res-all			17	20	allskills			1	2																																																																					0
craft + Uber amethyst -> caster belt	1			100					3	blt4,crf	g8v	arc					usetype,crf		50	50	cast2			40	50	res-all			17	20	allskills			1	2																																																																					0
craft + Uber amethyst -> caster shield	1			100					3	shd4,crf	g8v	arc					usetype,crf		50	50	cast2			40	50	res-all			17	20	allskills			2	2																																																																					0
craft + Uber amethyst -> caster torso	1			100					3	tor4,crf	g8v	arc					usetype,crf		50	50	cast2			40	50	res-all			17	20	allskills			1	2																																																																					0
craft + Uber amethyst -> caster casting	1			100					3	orb4,crf	g8v	arc					usetype,crf		50	50	cast2			50	60	res-all			17	20	allskills			2	2																																																																					0
craft + Uber amethyst -> caster casting	1			100					3	wan4,crf	g8v	arc					usetype,crf		50	50	cast2			50	60	res-all			17	20	allskills			2	2																																																																					0
craft + Uber emerald -> safety helm	1			100					3	hlm4,crf	g8g	arc					usetype,crf		50	50	red-dmg%			15	20	res-ltng			40	50																																																																										0
craft + Uber emerald -> safety boots	1			100					3	bot4,crf	g8g	arc					usetype,crf		50	50	red-dmg%			15	20	res-fire			40	50																																																																										0
craft + Uber emerald -> safety gloves	1			100					3	glv4,crf	g8g	arc					usetype,crf		50	50	red-dmg%			15	20	res-cold			40	50																																																																										0
craft + Uber emerald -> safety belt	1			100					3	blt4,crf	g8g	arc					usetype,crf		50	50	red-dmg%			15	20	res-pois			40	50																																																																										0
craft + Uber emerald -> safety shield	1			100					3	shd4,crf	g8g	arc					usetype,crf		50	50	red-dmg%			20	25	block			40	50																																																																										0
craft + Uber emerald -> safety torso	1			100					3	tor4,crf	g8g	arc					usetype,crf		50	50	red-dmg%			20	25	block			40	50																																																																										0
craft + Uber emerald -> safety javelin	1			100					3	jav4,crf	g8g	arc					usetype,crf		50	50	red-dmg%			15	20	vit			40	45	pierce			50	50																																																																					0
craft + Uber emerald -> safety weapon	1			100					3	wpn4,crf	g8g	arc					usetype,crf		50	50	red-dmg%			15	20	vit			40	45																																																																										0
craft + Uber skull -> death helm	1			100					3	hlm4,crf	sk8	arc					usetype,crf		50	50	deadly			12	14	swing2			25	35	heal-kill			80	100																																																																					0
craft + Uber skull -> death boots	1			100					3	bot4,crf	sk8	arc					usetype,crf		50	50	deadly			12	14	swing2			25	35	heal-kill			80	100																																																																					0
craft + Uber skull -> death gloves	1			100					3	glv4,crf	sk8	arc					usetype,crf		50	50	deadly			12	14	swing2			25	35	heal-kill			80	100																																																																					0
craft + Uber skull -> death belt	1			100					3	blt4,crf	sk8	arc					usetype,crf		50	50	deadly			12	14	swing2			25	35	heal-kill			80	100																																																																					0
craft + Uber skull -> death shield	1			100					3	shd4,crf	sk8	arc					usetype,crf		50	50	deadly			12	14	swing2			40	50	block			40	50	abs-mag%			5	5																																																																0
craft + Uber skull -> death torso	1			100					3	tor4,crf	sk8	arc					usetype,crf		50	50	deadly			12	14	swing2			40	50	heal-kill			80	100																																																																					0
craft + Uber skull -> death javelin	1			100					3	jav4,crf	sk8	arc					usetype,crf		50	50	deadly			12	14	swing2			40	50	pierce			50	50																																																																					0
craft + Uber skull -> death weapon	1			100					3	wpn4,crf	sk8	arc					usetype,crf		50	50	deadly			12	14	swing2			40	50																																																																										0
craft + Uber topaz -> elemental helm	1			100					3	hlm4,crf	g8y	arc					usetype,crf		50	50	gold%			90	120	balance1			30	60	move1			30	60																																																																					0
craft + Uber topaz -> elemental shield	1			100					3	shd4,crf	g8y	arc					usetype,crf		50	50	gold%			90	120	balance1			30	60	move1			30	60	block			30	60																																																																0
craft + Uber topaz -> elemental gloves	1			100					3	glv4,crf	g8y	arc					usetype,crf		50	50	gold%			90	120	balance1			30	60	move1			30	60																																																																					0
craft + Uber topaz -> elemental belt	1			100					3	blt4,crf	g8y	arc					usetype,crf		50	50	gold%			90	120	balance1			30	60	move1			30	60																																																																					0
craft + Uber topaz -> elemental boots	1			100					3	bot4,crf	g8y	arc					usetype,crf		50	50	gold%			90	120	balance1			30	60	move1			30	60																																																																					0
craft + Uber topaz -> elemental torso	1			100					3	tor4,crf	g8y	arc					usetype,crf		50	50	gold%			90	120	balance1			30	60	move1			30	60																																																																					0
craft + Uber topaz -> elemental weapon	1			100					3	wpn4,crf	g8y	arc					usetype,crf		50	50	gold%			90	120	balance1			30	60	move1			30	60	allskills			1	1																																																																0
craft + Uber diamond  -> holy helm	1			100					3	hlm4,crf	g8w	arc					usetype,crf		50	50	hpregen/lvl		11			res-mag			35	40																																																																										0
craft + Uber diamond  -> holy boots	1			100					3	bot4,crf	g8w	arc					usetype,crf		50	50	hpregen/lvl		11			res-mag			35	40																																																																										0
craft + Uber diamond  -> holy gloves	1			100					3	glv4,crf	g8w	arc					usetype,crf		50	50	hpregen/lvl		11			res-mag			35	40																																																																										0
craft + Uber diamond  -> holy belt	1			100					3	blt4,crf	g8w	arc					usetype,crf		50	50	hpregen/lvl		11			res-mag			35	40																																																																										0
craft + Uber diamond  -> holy shield	1			100					3	shd4,crf	g8w	arc					usetype,crf		50	50	hpregen/lvl		11			res-mag			35	40																																																																										0
craft + Uber diamond  -> holy torso	1			100					3	tor4,crf	g8w	arc					usetype,crf		50	50	hpregen/lvl		11			res-mag			35	40																																																																										0
craft + Uber diamond  -> holy casting	1			100					3	orb4,crf	g8w	arc					usetype,crf		50	50	cast2			50	60	gold%			100	200	mag%			200	300	move2			40	40																																																																0
craft + Uber diamond  -> holy casting	1			100					3	wan4,crf	g8w	arc					usetype,crf		50	50	cast2			50	60	gold%			100	200	mag%			200	300	move2			40	40																																																																0
craft + Uber diamond  -> holy javelin	1			100					3	jav4,crf	g8w	arc					usetype,crf		50	50	pierce			50	50	res-mag			40	50	dmg-mag			400	525																																																																					0
craft + Uber diamond  -> holy weapon	1			100					3	wpn4,crf	g8w	arc					usetype,crf		50	50	resistcurse			20	25	res-mag			40	50	dmg-mag			400	525																																																																					0
r01	1			100					2	r02,qty=1	isc						r01																																																																																							0
r02	1			100					2	r03,qty=1	isc						r02																																																																																							0
r03	1			100					2	r04,qty=1	isc						r03																																																																																							0
r04	1			100					2	r05,qty=1	isc						r04																																																																																							0
r05	1			100					2	r06,qty=1	isc						r05																																																																																							0
r06	1			100					2	r07,qty=1	isc						r06																																																																																							0
r07	1			100					2	r08,qty=1	isc						r07																																																																																							0
