Name	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl1	MonLvl2	MonLvl3	MonLvl1Ex	MonLvl2Ex	MonLvl3Ex	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	EntryFile	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	Beta
Act 4 - Lava 1	107	3	3			78	200	200	200	200	200	200	-1	-1	0	1	0	0	0	0	1	1	0	0	1	28	-1	-1	-1	-1	106	0	145	198	0	0	0	0	70	-1	23	23	-1	-1	-1	-1	120	255	255	255	0	0	1	0	3800	39	75	91	30	62	89	1000	1250	1500	30	30	33	33	36	36	1	5	9	blunderbore4	vilemother3	fingermage2	regurgitator3	doomknight2	megademon2	D1MagmaDemon1	marilith	D1Advocate2			blunderbore4	vilemother3	fingermage2	regurgitator3	doomknight2	megademon2	D1Advocate2	marilith	D1MagmaDemon1		blunderbore4	vilemother3	fingermage2	regurgitator3	doomknight2	megademon2	willowisp4	D1Advocate2	D1MagmaDemon1														0	33	30	River of Flame	To The River of Flame	A4L5	48	49	0	0	0	0	0	0	90	60	0	0	0	0	0	0	0
Act 4 - Diablo 1	108	3	3			78	120	120	120	120	120	120	1500	1000	0	1	0	0	0	0	1	1	0	0	3	28	-1	-1	-1	-1	107	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	80	255	255	255	0	1	1	0	2025	40	76	91	32	64	90	1200	1400	1600	6	6	8	8	10	10	1	0	5	fingermage3	doomknight3	megademon3	marilith	D1Advocate2							fingermage3	doomknight3	megademon3	marilith	D1Advocate2						fingermage3	doomknight3	megademon3	D1Advocate2																			0	34	255	Chaos Sanctum	To Chaos Sanctum	A4L6	48	49	0	0	0	0	0	0	30	50	0	0	0	0	0	0	0
Expansion																																																																																																																																											
Act 5 - Town	109	4	4			79	40	40	40	40	40	40	1000	1000	0	1	1	0	0	0	1	1	0	0	2	29	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	0	0	2025	0	0	0	0	0	0	0	0	0							0	0																																													0	36	31	Harrogath	To Harrogath	A5L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 5 - Siege 1	110	4	4			79	240	48	240	48	240	48	760	1000	0	1	1	0	0	0	0	1	0	0	3	30	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	40	76	91	33	65	90	1000	1250	1500	6	6	8	8	10	10	0	0	6	minion1	deathmauler1	minion2	D1DemonSkeleton1	siegebeast1	D1HornedDemon1						minion1	deathmauler1	minion2	D1DemonSkeleton1	siegebeast1	D1HornedDemon1					deathmauler1	minion2	D1DemonSkeleton1	siegebeast1	D1HornedDemon1						bunny				3								0	37	255	Bloody Foothills	To The Bloody Foothills	A5L2	99	100	101	102	103	104	105	106	40	25	25	25	25	25	25	25	0
Act 5 - Barricade 1	111	4	4			79	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	0	1	0	0	3	31	10	1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	41	76	91	33	65	90	1000	1250	1500	6	6	8	8	10	10	0	0	6	D1HornedDemon1	siegebeast2	slinger7	foulcrow5	imp2	goatman10						D1HornedDemon1	siegebeast2	slinger7	foulcrow5	imp2	goatman10					siegebeast2	slinger7	foulcrow5	imp2	goatman10	D1HornedDemon1					bunny				2								0	37	32	Rigid Highlands	To The Rigid Highlands	A5L3	99	100	101	102	103	104	105	106	25	25	25	25	25	25	25	25	0
Act 5 - Barricade 2	112	4	4			79	-1	-1	-1	-1	-1	-1	-1	-1	0	1	1	0	0	0	0	1	0	0	3	31	10	1	-1	-1	0	0	113	0	0	0	0	0	-1	-1	71	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	42	76	91	33	65	90	1000	1250	1500	6	6	8	8	10	10	0	0	7	overseer2	D1DemonSkeleton2	minion4	deathmauler2	imp3	clawviper6	D1HornedDemon1					overseer2	D1DemonSkeleton2	minion4	deathmauler2	imp3	clawviper6	D1HornedDemon1				overseer2	minion4	deathmauler2	imp3	clawviper6	D1HornedDemon1	D1DemonSkeleton2				bunny				2								0	37	33	Arreat Plateau	To The Arreat Plateau	A5L4	99	100	101	102	103	104	105	106	25	25	25	26	25	25	25	25	0
Act 5 - Ice Cave 1	113	4	4			80	200	200	200	200	200	200	2000	1000	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	112	185	114	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	43	76	94	34	66	91	1000	1250	1500	9	9	10	10	12	12	1	0	6	frozenhorror1	succubus1	bloodlord1	skmage_cold5	D1HornedDemon1	Alerion Conjurer						frozenhorror1	succubus1	bloodlord1	skmage_cold5	D1HornedDemon1	Alerion Conjurer					frozenhorror1	succubus1	bloodlord1	skmage_cold5	D1HornedDemon1	Alerion Conjurer																	0	39	34	Crystalized Cavern Level 1	To The Crystalized Cavern Level 1	A5L7	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 5 - Ice Cave 1A	114	4	4			81	64	64	64	64	64	64	2000	1300	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	113	0	146	0	0	0	0	0	73	-1	75	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	43	76	94	34	66	91	1250	1500	1750	4	4	6	6	8	8	1	0	5	snowyeti1	succubus1	frozenhorror1	reanimatedhorde1	Alerion Conjurer							snowyeti1	succubus1	frozenhorror1	reanimatedhorde1	Alerion Conjurer						snowyeti1	succubus1	frozenhorror1	reanimatedhorde1	Alerion Conjurer																		0	39	255	Cellar of Pity	To The Cellar of Pity	A5L8	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 5 - Ice Cave 2	115	4	4			82	200	200	200	200	200	200	2000	1464	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	185	117	225	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	44	76	94	35	67	92	1000	1250	1500	9	9	10	10	12	12	1	0	6	deathmauler3	snowyeti2	frozenhorror2	skmage_cold5	Alerion Conjurer	D1DemonSkeleton3						deathmauler3	snowyeti2	frozenhorror2	skmage_cold5	Alerion Conjurer	D1DemonSkeleton3					deathmauler3	snowyeti2	frozenhorror2	Alerion Conjurer	D1DemonSkeleton3																		0	40	35	Crystalized Cavern Level 2	To The Crystalized Cavern Level 2	A5L9	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 5 - Ice Cave 2A	116	4	4			83	32	32	32	32	32	32	2000	1764	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	115	0	0	0	0	0	0	0	73	-1	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	44	76	94	35	67	92	1250	1500	1750	2	2	3	3	4	4	1	0	4	snowyeti2	succubus3	frozenhorror2	Alerion Conjurer								snowyeti2	succubus3	frozenhorror2	Alerion Conjurer							snowyeti2	succubus3	frozenhorror2	Alerion Conjurer																			0	40	255	Echo Chamber	To The Echo Chamber	A5L10	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 5 - Barricade Snow	117	4	4			84	128	80	128	80	128	80	2000	1896	0	1	1	0	0	0	0	1	0	0	3	31	11	1	-1	-1	115	0	118	0	0	0	0	0	72	-1	71	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	1000	44	77	95	35	67	92	1500	1750	2000	10	10	12	12	14	14	0	0	7	siegebeast3	imp4	overseer3	bloodlord3	deathmauler4	D1Succubus4	D1DemonSkeleton4					siegebeast3	imp4	overseer3	bloodlord3	deathmauler4	D1Succubus4	D1DemonSkeleton4				siegebeast3	imp4	overseer3	bloodlord3	deathmauler4	D1Succubus4	D1DemonSkeleton4				bunny				2								0	37	37	Tundra Wastelands	To The Tundra Wastelands	A5L5	112	111	113	114	115	129	0	0	25	25	25	25	25	25	0	0	0
Act 5 - Ice Cave 3	118	4	4			85	200	200	200	200	200	200	2000	2076	0	1	0	0	0	1	1	1	0	1	1	33	-1	-1	-1	-1	117	155	119	0	0	0	0	0	73	74	75	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	45	77	95	36	68	93	1000	1250	1500	16	16	18	18	20	20	1	0	7	frozenhorror3	snowyeti3	bloodlord3	succubus4	reanimatedhorde4	Heretic	D1Succubus4					frozenhorror3	snowyeti3	bloodlord3	succubus4	reanimatedhorde4	Heretic	D1Succubus4				frozenhorror3	snowyeti3	bloodlord3	succubus4	reanimatedhorde4	Heretic	D1Succubus4																0	41	38	Glacial Caves Level 1	To The Glacier Caves Level 1	A5L11	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 5 - Ice Cave 3A	119	4	4			86	32	32	32	32	32	32	2000	2376	0	1	0	0	0	1	1	1	0	1	2	33	-1	-1	-1	-1	118	0	148	0	0	0	0	0	73	-1	75	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	45	77	95	36	68	93	1250	1500	1750	1	1	2	2	4	4	1	0	5	snowyeti4	D1Succubus4	frozenhorror4	doomknight5	Heretic							snowyeti4	D1Succubus4	doomknight5	frozenhorror4	Heretic						snowyeti4	D1Succubus4	frozenhorror4	doomknight5	Heretic																		0	41	255	Glacial Caves Level 2	To The Glacier Caves Level 2	A5L12	107	108	109	123	129	110	0	0	25	25	70	25	25	25	0	0	0
Act 5 - Mountain Top	120	4	4			87	20	28	20	28	20	28	2000	2508	0	1	1	0	1	0	0	1	0	0	2	31	-1	1	-1	-1	155	128	0	0	0	0	0	0	79	80	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	0	46	83	99	36	68	93	0	0	0							0	0	3	ancientbarb1	ancientbarb2	ancientbarb3									ancientbarb1	ancientbarb2	ancientbarb3								ancientbarb1	ancientbarb2	ancientbarb3																				0	42	255	Rocky Summit	To The Rocky Summit	A5L6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 5 - Temple Entrance	121	4	4			88	22	27	22	27	22	27	2000	2636	0	1	1	0	0	0	0	1	0	1	2	31	-1	-1	-1	-1	0	122	0	0	0	0	0	0	-1	76	-1	-1	-1	-1	-1	-1	0	255	255	255	0	1	1	0	2025	45	77	95	37	69	94	600	900	1200	0	0	0	0	0	0	0	0	1	doomknight5											doomknight5										doomknight5																						0	8	255	Nihlathaks Temple	To Nihlathaks Temple	A5L13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 5 - Temple 1	122	4	4			89	80	80	80	80	80	80	2000	2763	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	121	123	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	45	77	95	37	69	94	1250	1500	1750	12	12	14	14	16	16	0	0	8	reanimatedhorde2	bloodlord2	skmage_fire6	D1DemonSkeleton2	succubus2	irongolemz	bloodgolemz	sk_archer10				reanimatedhorde2	bloodlord2	skmage_fire6	D1DemonSkeleton2	succubus2	irongolemz	bloodgolemz	sk_archer10			reanimatedhorde2	bloodlord2	skmage_fire6	D1DemonSkeleton2	succubus2	sk_archer10																	0	44	255	Halls of Anguish	To The Halls of Anguish	A5L14	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0	0
Act 5 - Temple 2	123	4	4			90	80	80	80	80	80	80	2000	2943	0	1	0	0	0	0	1	1	0	1	1	32	-1	-1	-1	-1	122	192	0	0	0	0	0	0	78	77	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	45	77	95	37	69	94	1250	1500	1750	12	12	14	14	16	16	0	0	8	reanimatedhorde3	D1DemonSkeleton3	putriddefiler1	skmage_ltng6	succubuswitch1	firegolemz	claygolemz	sk_archer10				reanimatedhorde3	D1DemonSkeleton3	putriddefiler1	skmage_ltng6	succubuswitch1	firegolemz	claygolemz	sk_archer10			reanimatedhorde3	deathmauler3	skmage_ltng6	succubuswitch1	sk_archer10	D1DemonSkeleton3																	0	44	36	Halls of Death's Calling	To The Halls of Death's Calling	A5L15	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0	0
Act 5 - Temple Boss	124	4	4			91	84	84	84	84	84	84	2500	1000	0	1	0	0	0	0	1	1	0	1	2	32	-1	-1	-1	-1	192	0	0	0	0	0	0	0	78	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	1000	45	77	95	37	69	94	1250	1500	1750							0	0	4	putriddefiler2	doomknight5	skmage_pois6	succubuswitch2								putriddefiler2	doomknight5	skmage_pois6	succubuswitch2							putriddefiler2	doomknight5	skmage_pois6	succubuswitch2																			0	45	255	Halls of Vaught	To The Halls of Vaught	A5L17	116	117	118	124	125	129	128	0	30	30	30	30	40	25	30	0	0
Act 5 - Hell 1	125	3	4			92	200	200	200	200	200	200	2500	1184	0	1	0	0	0	0	1	1	0	0	1	35	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	120	255	255	255	0	1	1	0	2025	42	77	95	35	69	95	1250	1500	1750	6	6	8	8	9	9	1	0	6	cr_archer6	cr_lancer6	andyshaman	marilithx	bugbearx	megademon4						cr_archer6	cr_lancer6	andyshaman	marilithx	bugbearx	megademon4					cr_archer6	cr_lancer6	andyshaman	megademon4																			0	10	255	Hell1	To Hell1	A5L23	48	49	0	0	0	0	0	0	90	60	0	0	0	0	0	0	0
Act 5 - Hell 2	126	3	4			93	200	200	200	200	200	200	2500	1484	0	1	0	0	0	0	1	1	0	0	1	35	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	120	255	255	255	0	1	1	0	2025	44	77	95	35	69	95	1250	1500	1750	6	6	8	8	9	9	1	0	6	sandraider6	unraveler6	pantherwoman5	marilithx	wyrmx	megademon4						sandraider6	unraveler6	pantherwoman5	marilithx	wyrmx	megademon4					sandraider6	unraveler6	pantherwoman5	megademon4																			0	18	255	Hell2	To Hell2	A5L24	48	49	0	0	0	0	0	0	90	60	0	0	0	0	0	0	0
Act 5 - Hell 3	127	3	4			94	200	200	200	200	200	200	2500	1784	0	1	0	0	0	0	1	1	0	0	1	35	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	120	255	255	255	0	1	1	0	2025	45	77	95	35	69	95	1250	1500	1750	6	6	8	8	9	9	1	0	6	cantor5	baboon7	thornhulk5	marilithx	curstguardx	megademon4						cantor5	baboon7	thornhulk5	marilithx	curstguardx	megademon4					cantor5	baboon7	thornhulk5	megademon4																			0	28	255	Hell3	To Hell3	A5L25	48	49	0	0	0	0	0	0	90	60	0	0	0	0	0	0	0
Act 5 - Baal Temple 1	128	4	4	39	39	95	200	200	200	200	200	200	2500	2084	0	1	0	0	0	0	1	1	0	1	1	34	-1	-1	-1	-1	120	129	0	0	0	0	0	0	81	82	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2000	42	78	95	37	70	95	1000	1250	1500	16	16	18	18	20	20	0	0	8	reanimatedhorde5	succubuswitch4	putriddefiler3	bloodlord4	D1DemonSkeleton5	frozenhorror5	baalminion1	D1Shredded6				reanimatedhorde5	succubuswitch4	putriddefiler3	bloodlord4	D1DemonSkeleton5	frozenhorror5	baalminion1	D1Shredded6			reanimatedhorde5	succubuswitch4	bloodlord4	deathmauler5	frozenhorror5	baalminion1	D1DemonSkeleton5	D1Shredded6															0	47	255	The Worldstone Keep Level 1	To The Worldstone Keep Level 1	A5L18	119	120	121	122	106	129	0	0	25	25	35	25	25	25	0	0	0
Act 5 - Baal Temple 2	129	4	4	39	39	96	200	200	200	200	200	200	2500	2384	0	1	0	0	0	0	1	1	0	1	1	34	-1	-1	-1	-1	128	130	0	0	0	0	0	0	81	82	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2000	44	78	95	38	70	95	1000	1250	1500	17	17	19	19	21	21	0	0	8	suicideminion7	minion7	overseer4	succubus5	siegebeast4	baalminion2	imp5	D1Shredded6				suicideminion6	minion7	overseer4	succubus5	siegebeast4	baalminion2	imp5	D1Shredded6			minion7	overseer4	succubus5	siegebeast4	baalminion2	imp5	D1Shredded6																0	47	39	The Worldstone Keep Level 2	To The Worldstone Keep Level 2	A5L19	119	120	121	122	129	106	0	0	25	25	35	25	26	25	0	0	0
Act 5 - Baal Temple 3	130	4	4	39	39	97	200	200	200	200	200	200	2500	2684	0	1	0	0	0	0	1	1	0	1	1	34	-1	-1	-1	-1	129	156	0	0	0	0	0	0	81	82	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2000	45	78	95	38	70	95	1000	1250	1500	18	18	20	20	22	22	0	0	9	bloodlord5	putriddefiler5	succubuswitch5	suicideminion8	overseer5	siegebeast5	gelugon	baalminion3	D1Shredded6			bloodlord5	putriddefiler5	succubuswitch5	suicideminion7	overseer5	siegebeast5	gelugon	baalminion3	D1Shredded6		bloodlord5	putriddefiler5	succubuswitch5	suicideminion7	overseer5	siegebeast5	gelugon	baalminion3	D1Shredded6														0	47	255	The Worldstone Keep Level 3	To The Worldstone Keep Level 3	A5L20	119	120	121	122	129	106	0	0	25	25	35	25	25	25	0	0	0
Act 5 - Throne Room	131	4	4	39	39	98	40	52	40	52	40	52	3000	1000	0	2	0	0	0	0	1	1	0	1	2	34	-1	-1	-1	-1	159	132	0	0	0	0	0	0	81	82	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2000	48	81	99	40	70	95	0	0	0	0	0	0	0	0	0	0	0	4	mephmorlu	duryswarm	andyspider	diablodemon								mephmorlu	duryswarm	andyspider	diablodemon							mephmorlu	duryswarm	andyspider	diablodemon																			0	48	255	Throne of Destruction	To The Throne of Destruction	A5L21	126	127	0	0	0	0	0	0	25	25	0	0	0	0	0	0	0
Act 5 - World Stone	132	4	4	39	39	99	55	55	55	55	55	55	3000	1152	0	1	0	0	0	0	1	1	0	1	2	34	-1	-1	-1	-1	131	0	0	0	0	0	0	0	81	-1	-1	-1	-1	-1	-1	-1	40	255	255	255	0	1	1	0	0	48	81	99	40	70	95	0	0	0							0	0	1	baalwitch											baalwitch										baalwitch																						0	49	255	The Worldstone Chamber	To The Worldstone Chamber	A5L22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 2 - Arcane2	133	1	1	11	11	100	99	99	99	99	99	99	5000	1200	0	2	0	0	1	1	1	1	0	1	2	19	-1	-1	-1	-1	0	137	0	0	0	0	0	0	-1	23	-1	-1	-1	-1	-1	-1	128	255	255	255	1	1	1	11	3800	22	62	88	18	51	79	1350	1600	1850	5	5	7	7	10	10	1	0	5	wraith3	Desmona Harpy	vampire1	firegolemx	irongolemx							wraith3	Desmona Harpy	vampire1	firegolemx	irongolemx						wraith3	Desmona Harpy	vampire1																				0	22	16	ArcaneChamber	ToArcaneChamber	A2L42	53	75	0	0	0	0	0	0	75	75	0	0	0	0	0	0	0
Act 1 - Crypt 4 A	134	0	0			101	59	59	59	59	59	59	4000	1200	0	1	0	0	0	1	1	1	0	1	2	4	-1	-1	-1	-1	33	230	0	0	0	0	0	0	8	9	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	14	58	85	11	45	74	2300	2500	2750	3	3	6	6	8	8	1	0	4	wraith7	sk_archer3	wraith7	skmage_ltng2								wraith7	sk_archer3	wraith7	skmage_ltng2							wraith7										rat	bat			30	30							8	10	255	HauntedHall	ToTheHauntedHall	A1L41	7	8	9	10	0	0	0	0	75	4	50	75	0	0	0	0	0
Act 2 - Corrupt Harem 2	135	1	1	11	11	102	100	100	100	100	100	100	2000	1319	0	1	0	0	0	1	1	1	0	1	1	14	-1	-1	-1	-1	51	51	52	52	0	0	0	0	26	27	28	29	-1	-1	-1	-1	0	255	255	255	0	0	1	0	800	21	61	88	17	51	79	2300	2500	2750	2	2	4	4	6	6	1	0	7	sandraider3	baboon1	sk_archer5	blunderbore1	skmage_ltng4	clawviper3	D1Rat1					sandraider3	baboon1	sk_archer5	blunderbore1	skmage_ltng4	clawviper3	D1Rat1				sandraider3	baboon1	sk_archer5	blunderbore1	skmage_ltng4	clawviper3	D1Rat1				rat	bat	scorpion		30	30	20						8	16	255	HaremLevel3	ToTheHaremLevel3	A2L43	56	55	0	0	0	0	0	0	15	33	0	0	0	0	0	0	0
Act 2 - Lair 2 A	136	1	1	11	11	103	200	200	200	200	200	200	3500	1900	0	1	0	0	0	1	1	1	0	1	1	18	-1	-1	-1	-1	54	177	0	0	0	0	0	0	48	49	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	2025	21	61	88	17	51	79	1600	1900	2200	4	4	6	6	8	8	1	0	7	arach3	sandmaggot3	swarm3	baboon1	blunderbore2	clawviper4	D1Rat1					arach2	sandmaggot3	swarm2	baboon1	blunderbore1	clawviper3	D1Rat1				arach2	sandmaggot3	swarm2	baboon1	blunderbore1	clawviper3	D1Rat1				rat	bat	scorpion		30	30	20						8	20	255	CollapsedEscape	ToCollapsedEscape	A2L44	35	29	0	0	0	0	0	0	80	55	0	0	0	0	0	0	0
Act 2 - Arcane3	137	1	1	11	11	104	99	99	99	99	99	99	5000	1400	0	1	0	0	1	0	1	1	0	1	2	19	-1	-1	-1	-1	0	0	133	0	0	0	0	0	-1	-1	23	-1	-1	-1	-1	-1	128	255	255	255	1	1	1	11	1200	22	61	88	18	51	79	0	0	0	0	0	0	0	0	0	1	0	1	mummy4											mummy4										mummy4																						0	8	255	ArcaneBridge	ToArcaneBridge	A2L45	53	75	0	0	0	0	0	0	75	75	0	0	0	0	0	0	0
Act 3 - Spider 2 A	138	2	2			105	127	127	127	127	127	127	1500	1600	0	1	0	0	0	1	1	1	0	1	2	23	-1	-1	-1	-1	139	85	0	0	0	0	0	0	51	52	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	26	63	90	20	53	81	1250	1500	2000	12	12	14	14	16	16	1	0	5	arach4	swarm3	batdemon2	sandmaggot4	arach4							arach4	arach4	batdemon2	sandmaggot4	swarm3						arach4	arach4	batdemon2	sandmaggot4	swarm3						minispider				30								0	29	255	SpiderCavern2	ToTheSpiderCavern2	A3L29	0	2	68	62	0	0	0	0	35	35	35	35	0	0	0	0	0
Act 3 - Spider 2 C	139	2	2			106	63	63	63	63	63	63	1500	1900	0	1	0	0	0	1	1	1	0	1	2	23	-1	-1	-1	-1	0	138	0	0	0	0	0	0	-1	52	-1	-1	-1	-1	-1	-1	30	255	255	255	0	0	1	0	2025	26	63	90	20	53	81	1600	2000	2400	0	0	0	0	0	0	1	0	3	arach5	arach4	batdemon2									arach5	arach4	batdemon2								arach5	arach4									minispider				30								0	8	255	SpiderCavern3	ToTheSpiderCavern3	A3L30	0	2	68	62	0	0	0	0	35	35	35	35	0	0	0	0	0
Act 3 - Chimera	140	1	2			107	40	40	40	40	40	40	2000	2600	0	2	0	0	0	1	1	1	0	1	2	17	-1	-1	-1	-1	0	91	0	0	0	0	0	0	-1	23	-1	-1	-1	-1	-1	-1	90	255	255	255	0	0	1	0	2025	21	63	90	23	55	83	600	600	600	0	0	0	0	0	0	1	0	1	arach4											arach4										arach5																						0	9	255	ChimeraDen	ToTheChimeraDen	A3L31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 3 - Council	141	2	2			108	63	63	63	63	63	63	2000	2800	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	0	0	176	0	0	0	0	0	-1	-1	61	-1	-1	-1	-1	-1	0	0	0	0	0	0	1	0	2025	28	66	90	25	57	84	800	800	800	0	0	0	0	0	0	1	0	5	cantor3	thornhulk4	vampire2	zealot3	Hooked Horror1							cantor3	thornhulk4	vampire2	zealot3	Hooked Horror1						cantor3	thornhulk4	vampire2	Hooked Horror1																			0	45	255	CouncilSpire	ToTheCouncilSpire	A3L32	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0	0
Act 3 - Mithia	142	2	2	21	21	109	41	29	41	29	41	29	3500	1600	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	0	0	101	101	0	0	0	0	-1	-1	65	66	-1	-1	-1	-1	0	255	255	255	0	0	1	0	3800	32	67	90	26	58	85	0	0	0	0	0	0	0	0	0	1	0	7	vampire4	bonefetish5	cantor4	unraveler4	curstguard	D1Viper4	Hooked Horror1					vampire4	bonefetish5	cantor4	unraveler4	curstguard	D1Viper4	Hooked Horror1				vampire4	bonefetish5	cantor4	unraveler4	D1Viper4	Hooked Horror1					bat				30								0	9	255	MithiaD	ToTheMithia	A3L33	60	61	59	74	0	0	0	0	50	25	45	45	0	0	0	0	0
Act 4 - Hell Hole	143	0	3			110	63	63	63	63	63	63	1500	3000	0	1	0	0	0	1	1	1	0	1	2	3	-1	-1	-1	-1	178	144	0	0	0	0	0	0	4	4	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	400	36	71	91	29	61	88	1600	2000	2400	0	0	1	1	2	2	1	0	6	vilemother2	regurgitator2	fingermage1	doomknight1	megademon1	Hooked Horror2						vilemother2	regurgitator2	fingermage1	doomknight1	megademon1	Hooked Horror2					vilemother2	regurgitator2	fingermage1	doomknight1	megademon1	Hooked Horror2																	0	32	255	Hellhole	ToTheHellHole	A4L7	46	47	77	0	0	0	0	0	30	80	70	0	0	0	0	0	0
Act 4 - Izual	144	0	3			111	24	24	24	24	24	24	1500	3200	0	1	0	0	0	1	1	1	0	1	2	8	-1	-1	-1	-1	143	0	0	0	0	0	0	0	13	-1	-1	-1	-1	-1	-1	-1	0	255	255	255	0	0	1	0	400	36	71	91	29	61	88	0	1250	1500	0	0	0	0	0	0	0	0	4	fingermage2	megademon2	vilemother2	Hooked Horror2								fingermage2	megademon2	vilemother2	Hooked Horror2							fingermage2	megademon2	Hooked Horror2																				0	8	255	IzualD	ToTheIzualD	A4L8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
