Treasure Class	group	level	Picks	Unique	Set	Rare	Magic	NoDrop	Item1	Prob1	Item2	Prob2	Item3	Prob3	Item4	Prob4	Item5	Prob5	Item6	Prob6	Item7	Prob7	Item8	Prob8	Item9	Prob9	Item10	Prob10	SumItems	TotalProb	DropChance	Term
Act 3 (N) Unique A	15	46	-3					0	Act 3 (N) Uitem A	1	Act 3 (N) Cpot A	2																				0
Act 3 (N) Unique B	15	48	-3					0	Act 3 (N) Uitem B	1	Act 3 (N) Cpot B	2																				0
Act 3 (N) Unique C	15	50	-3					0	Act 3 (N) Uitem C	1	Act 3 (N) Cpot C	2																				0
Act 4 (N) Unique A	15	51	-3					0	Act 4 (N) Uitem A	1	Act 4 (N) Cpot A	2																				0
Act 4 (N) Unique B	15	54	-3					0	Act 4 (N) Uitem B	1	Act 4 (N) Cpot B	2																				0
Act 5 (N) Unique A	15	57	-3					0	Act 5 (N) Uitem A	1	Act 5 (N) Cpot A	2																				0
Act 5 (N) Unique B	15	60	-3					0	Act 5 (N) Uitem B	1	Act 5 (N) Cpot B	2																				0
Act 5 (N) Unique C	15	62	-3					0	Act 5 (N) Uitem C	1	Act 5 (N) Cpot C	2																				0
Act 1 (H) Unique A	15	63	-3					0	Act 1 (H) Uitem A	1	Act 1 (H) Cpot A	2																				0
Act 1 (H) Unique B	15	66	-3					0	Act 1 (H) Uitem B	1	Act 1 (H) Cpot B	2																				0
Act 1 (H) Unique C	15	68	-3					0	Act 1 (H) Uitem C	1	Act 1 (H) Cpot C	2																				0
Act 2 (H) Unique A	15	69	-3					0	Act 2 (H) Uitem A	1	Act 2 (H) Cpot A	2																				0
Act 2 (H) Unique B	15	71	-3					0	Act 2 (H) Uitem B	1	Act 2 (H) Cpot B	2																				0
Act 2 (H) Unique C	15	72	-3					0	Act 2 (H) Uitem C	1	Act 2 (H) Cpot C	2																				0
Act 3 (H) Unique A	15	74	-3					0	Act 3 (H) Uitem A	1	Act 3 (H) Cpot A	2																				0
Act 3 (H) Unique B	15	75	-3					0	Act 3 (H) Uitem B	1	Act 3 (H) Cpot B	2																				0
Act 3 (H) Unique C	15	77	-3					0	Act 3 (H) Uitem C	1	Act 3 (H) Cpot C	2																				0
Act 4 (H) Unique A	15	78	-3					0	Act 4 (H) Uitem A	1	Act 4 (H) Cpot A	2																				0
Act 4 (H) Unique B	15	80	-3					0	Act 4 (H) Uitem B	1	Act 4 (H) Cpot B	2																				0
Act 5 (H) Unique A	15	81	-3					0	Act 5 (H) Uitem A	1	Act 5 (H) Cpot A	2																				0
Act 5 (H) Unique B	15	83	-3					0	Act 5 (H) Uitem B	1	Act 5 (H) Cpot B	2																				0
Act 5 (H) Unique C	15	85	-3					0	Act 5 (H) Uitem C	1	Act 5 (H) Cpot C	2																				0
Quill 1	16	0	1					50	Act 1 Junk	19																						0
Quill 2	16	4	1					50	Act 1 Junk	19																						0
Quill 3	16	8	1					50	Act 1 Junk	19	Act 1 Good	1																				0
Quill 4	16	12	1					50	Act 1 Junk	19	Act 1 Good	1																				0
Quill 5	16	20	1					50	Act 3 Junk	19	Act 3 Good	1																				0
Quill 1 (N)	16	32	1					50	Act 1 (N) Junk	19																						0
Quill 2 (N)	16	35	1					50	Act 1 (N) Junk	19	Act 1 (N) Good	1																				0
Quill 3 (N)	16	38	1					50	Act 1 (N) Junk	19	Act 1 (N) Good	1																				0
Quill 4 (N)	16	40	1					50	Act 1 (N) Junk	19	Act 1 (N) Good	1																				0
Quill 5 (N)	16	46	1					50	Act 3 (N) Junk	19	Act 3 (N) Good	1																				0
Quill 1 (H)	16	60	1					50	Act 1 (H) Junk	19																						0
Quill 2 (H)	16	62	1					50	Act 1 (H) Junk	19	Act 1 (H) Good	3																				0
Quill 3 (H)	16	65	1					50	Act 1 (H) Junk	19	Act 1 (H) Good	3																				0
Quill 4 (H)	16	68	1					50	Act 1 (H) Junk	19	Act 1 (H) Good	3																				0
Quill 5 (H)	16	85	1					50	Act 3 (H) Junk	19	Act 3 (H) Good	3																				0
Swarm 1	17	0	1					50	Potion 2	12	Misc 1	6	Act 2 Good	1	Act 2 Magic A	6																0
Swarm 2	17	20	1					50	Potion 3	12	Misc 2	6	Act 3 Good	1	Act 3 Magic A	6																0
Swarm 1 (N)	17	40	1					50	Potion 6	12	Misc 2	6	Act 2 (N) Good	1	Act 2 (N) Magic A	6																0
Swarm 2 (N)	17	46	1					50	Potion 6	12	Misc 2	6	Act 3 (N) Good	1	Act 3 (N) Magic A	6																0
Swarm 1 (H)	17	68	1					50	Potion 7	12	Misc 2	6	Act 2 (H) Good	1	Act 2 (H) Magic A	6																0
Swarm 2 (H)	17	74	1					50	Potion 7	12	Misc 2	6	Act 3 (H) Good	1	Act 3 (H) Magic A	6																0
Andariel			-6	1024	1024	25	25	0	Act 2 Equip A	6																						0
Andariel (N)			-6	1024	1024	25	25	0	Act 1 (N) Equip B	6																						0
Andariel (H)2			1	1024	1024	25	25	0	Act 2 (H) Equip B	65	Act 5 (H) Equip B	30	Act 5 (H) Equip C	5																		0
Andariel (H)			-6	1024	1024	25	25	0	Andariel (H)2	5	AndySoulstone	1																				0
Andarielq			-6	1024	1024	25	25	0	Act 2 Equip A	6																						0
Andarielq (N)			-6	1024	1024	25	25	0	Act 1 (N) Equip B	6																						0
Andarielq (H)			-6	1024	1024	25	25	0	Andariel (H)2	5	AndySoulstone	1																				0
Duriel - Base			-6	1024	1024	25	25	0	Act 2 Equip C	6																						0
Duriel (N) - Base			-6	1024	1024	25	25	0	Act 2 (N) Equip B	6																						0
Duriel (H) - Base2			1	1024	1024	25	25	0	Act 4 (H) Equip A	50	Act 5 (H) Equip B	40	Act 5 (H) Equip C	10																		0
Duriel (H) - Base			-6	1024	1024	25	25	0	Duriel (H) - Base2	3	Act 3 (H) Good	2	DurielSoulstone	1																		0
Durielq - Base			-6	1024	1024	25	25	0	Act 2 Equip C	6																						0
Durielq (N) - Base			-6	1024	1024	25	25	0	Act 2 (N) Equip B	6																						0
Durielq (H) - Base			-6	1024	1024	25	25	0	Duriel (H) - Base2	3	Act 3 (H) Good	2	DurielSoulstone	1																		0
Radament			-6	800	800	800	25	0	Act 2 Equip A	4	Act 2 Good	2																				0
Radament (N)			-6	800	800	800	25	0	Act 2 (N) Equip B	4	Act 2 (N) Good	2																				0
Radament (H)			-6	800	800	800	25	0	Act 2 (H) Equip C	4	Act 3 (H) Good	2																				0
Flying Scimitar			1					0	Act 2 Good	10	weap24	30																				0
Flying Scimitar (N)			1					0	Act 2 (N) Good	10	weap51	30																				0
Flying Scimitar (H)			1					0	Act 2 (H) Good	10	weap72	30																				0
Mephisto (H)2			1	1024	1024	25	25	0	Act 5 (H) Equip A	33	Act 4 (H) Equip C	33	Act 4 (H) Equip B	33																		0
Mephisto			-6	1024	1024	25	25	0	Act 4 Equip A	6																						0
Mephisto (N)			-6	1024	1024	25	25	0	Act 4 (N) Equip B	6																						0
Mephisto (H)			-6	1024	1024	25	25	0	Mephisto (H)2	5	MephSoulstone	1																				0
Mephistoq			-6	1024	1024	25	25	0	Act 4 Equip A	6																						0
Mephistoq (N)			-6	1024	1024	25	25	0	Act 4 (N) Equip B	6																						0
Mephistoq (H)			-6	1024	1024	25	25	0	Mephisto (H)2	5	MephSoulstone	1																				0
Diablo			-6	1024	1024	25	25	0	Act 5 Equip A	6																						0
Diablo (N)			-6	1024	1024	25	25	0	Act 5 (N) Equip B	6																						0
Diablo (H)			-6	1024	1024	25	25	0	Act 5 (H) Equip C	5	DiabloSoulstone	1																				0
Diabloq			-6	1024	1024	25	25	0	Act 5 Equip A	6																						0
Diabloq (N)			-6	1024	1024	25	25	0	Act 5 (N) Equip B	6																						0
Diabloq (H)			-6	1024	1024	25	25	0	Act 5 (H) Equip C	5	DiabloSoulstone	1																				0
Summoner			-6	900	1024	25	25	0	Act 2 Equip C	4	Act 2 Good	1	co1	1																		0
Summoner (N)			-6	900	1024	25	25	0	Act 3 (N) Equip A	4	Act 2 (N) Good	1	co1	1																		0
Summoner (H)			-6	900	1024	25	25	0	Act 3 (H) Equip C	4	Act 2 (H) Good	1	co1	1																		0
Council			-6	800	1024	25	25	0	Act 3 Equip C	4	Act 3 Good	2																				0
Council (N)			-6	800	1024	25	25	0	Act 4 (N) Equip A	4	Act 3 (N) Good	2																				0
Council (H)			-6	800	1024	25	25	0	Act 4 (H) Equip C	3	Act 3 (H) Good	2	key3	8																		0
Griswold			-6	0	1024	25	25	0	Act 1 Equip C	3	Act 1 Good	1	leg	1	Griswold's Galoshes	1																0
Griswold (N)			-6	800	1024	25	25	0	Act 1 (N) Equip B	3	Act 1 (N) Good	1	leg	1	Griswold's Galoshes2	1																0
Griswold (H)			-6	800	1024	25	25	0	Act 1 (H) Equip C	3	Act 1 (H) Good	1	leg	1	Griswold's Galoshes3	1																0
Cow			1					100	Act 5 Equip A	20	Act 5 Junk	20	Act 5 Good	11																		0
Cow (N)			1					100	Act 5 (N) Equip A	20	Act 5 (N) Junk	20	Act 5 (N) Good	11																		0
Cow (H)			1					100	Act 5 (H) Equip C	20	Act 5 (H) Junk	20	Act 5 (H) Good	11																		0
Trapped Soul			1					0	Act 4 Equip B	20	Runes 6	20	Act 4 Good	2																		0
Trapped Soul (N)			1					0	Act 4 (N) Equip A	20	Runes 8	20	Act 4 (N) Good	2																		0
Trapped Soul (H)			1					0	Act 4 (H) Equip A	20	Runes 10	20	Act 4 (H) Good	2																		0
Nihlathak			1					0	Act 1 (N) Equip A	4	Act 5 Good	2																				0
Nihlathak (N)			1					0	Act 1 (H) Equip A	4	Act 5 (N) Good	2																				0
Nihlathak (H)			1					0	Act 5 (H) Equip C	4	Act 5 (H) Good	2																				0
Baal			-6	1024	1024	25	25	0	Act 1 (N) Equip B	6																						0
Baal (N)			-6	1024	1024	25	25	0	Act 1 (H) Equip B	6																						0
Baal (H)			-6	1024	1024	25	25	0	Act 5 (H) Equip C	5	BaalSoulstone	1																				0
Baalq			-6	1024	1024	25	25	0	Act 1 (N) Equip B	6																						0
Baalq (N)			-6	1024	1024	25	25	0	Act 1 (H) Equip B	6																						0
Baalq (H)			-6	1024	1024	25	25	0	Act 5 (H) Equip C	5	BaalSoulstone	1																				0
Blood Raven			-6	1024	1024	25	25	0	Act 1 Equip A	3	Act 1 Good	2	The Sightless Eye	1																		0
Blood Raven (N)			-6	1024	1024	25	25	0	Act 1 (N) Equip B	3	Act 1 (N) Good	2	The Sightless Eye2	1																		0
Blood Raven (H)			-6	1024	1024	25	25	0	Act 1 (H) Equip B	3	Act 1 (H) Good	2	The Sightless Eye3	1																		0
Smith			-6	800	800	1024	25	0	Act 1 Equip B	1	Act 1 Good	2	jew	2	Normal Gem	1																0
Smith (N)			-6	800	800	1024	25	0	Act 1 (N) Equip C	1	Act 1 (N) Good	2	jew	2	StarGem	1																0
Smith (H)			-6	800	800	1024	25	0	Act 1 (H) Equip C	1	Act 3 (H) Good	2	jew	2	ArchGem	1																0
Izual			-6	800	1024	25	25	0	Act 4 Equip A	4	Act 4 Good	2																				0
Izual (N)			-6	800	1024	25	25	0	Act 4 (N) Equip C	4	Act 4 (N) Good	2																				0
Izual (H)			-6	800	1024	25	25	0	Act 5 (H) Equip B	4	Act 4 (H) Good	2																				0
Act 1 Super A	18	0	-4	800	800	1024	400	0	Act 1 Uitem A	4																						0
Act 1 Super B	18	5	-4	800	800	1024	400	0	Act 1 Uitem B	4																						0
Act 1 Super C	18	9	-4	800	800	1024	400	0	Act 1 Uitem C	4																						0
Act 2 Super A	18	12	-4	800	800	1024	400	0	Act 2 Uitem A	4																						0
Act 2 Super B	18	15	-4	800	800	1024	400	0	Act 2 Uitem B	4																						0
Act 2 Super C	18	18	-4	800	800	1024	400	0	Act 2 Uitem C	4																						0
Act 3 Super A	18	20	-4	800	800	1024	400	0	Act 3 Uitem A	4																						0
Act 3 Super B	18	22	-4	800	800	1024	400	0	Act 3 Uitem B	4																						0
Act 3 Super C	18	24	-4	800	800	1024	400	0	Act 3 Uitem C	4																						0
Act 4 Super A	18	26	-4	800	800	1024	400	0	Act 4 Uitem A	4																						0
Act 4 Super B	18	29	-4	800	800	1024	400	0	Act 4 Uitem B	4																						0
Act 4 Super C	18	32	-4	800	800	1024	400	0	Act 4 Uitem B	4																						0
Act 5 Super A	18	34	-4	800	800	1024	400	0	Act 5 Uitem A	4																						0
Act 5 Super B	18	36	-4	800	800	1024	400	0	Act 5 Uitem B	4																						0
Act 5 Super C	18	38	-4	800	800	1024	400	0	Act 5 Uitem C	4																						0
Act 1 (N) Super A	18	40	-4	800	800	1024	400	0	Act 1 (N) Uitem A	4																						0
Act 1 (N) Super B	18	41	-4	800	800	1024	400	0	Act 1 (N) Uitem B	4																						0
Act 1 (N) Super C	18	42	-4	800	800	1024	400	0	Act 1 (N) Uitem C	4																						0
Act 2 (N) Super A	18	44	-4	800	800	1024	400	0	Act 2 (N) Uitem A	4																						0
Act 2 (N) Super B	18	45	-4	800	800	1024	400	0	Act 2 (N) Uitem B	4																						0
Act 2 (N) Super C	18	46	-4	800	800	1024	400	0	Act 2 (N) Uitem C	4																						0
Act 3 (N) Super A	18	48	-4	800	800	1024	400	0	Act 3 (N) Uitem A	4																						0
Act 3 (N) Super B	18	50	-4	800	800	1024	400	0	Act 3 (N) Uitem B	4																						0
Act 3 (N) Super C	18	51	-4	800	800	1024	400	0	Act 3 (N) Uitem C	4																						0
Act 4 (N) Super A	18	54	-4	800	800	1024	400	0	Act 4 (N) Uitem A	4																						0
Act 4 (N) Super B	18	57	-4	800	800	1024	400	0	Act 4 (N) Uitem B	4																						0
Act 4 (N) Super C	18	60	-4	800	800	1024	400	0	Act 4 (N) Uitem B	4																						0
Act 5 (N) Super A	18	62	-4	800	800	1024	400	0	Act 5 (N) Uitem A	4																						0
Act 5 (N) Super B	18	63	-4	800	800	1024	400	0	Act 5 (N) Uitem B	4																						0
Act 5 (N) Super C	18	66	-4	800	800	1024	400	0	Act 5 (N) Uitem C	4																						0
Act 1 (H) Super A	18	67	-4	800	800	1024	400	0	Act 1 (H) Uitem A	4																						0
Act 1 (H) Super B	18	67	-4	800	800	1024	400	0	Act 1 (H) Uitem B	4																						0
Act 1 (H) Super C	18	68	-4	800	800	1024	400	0	Act 1 (H) Uitem C	4																						0
Act 2 (H) Super A	18	68	-4	800	800	1024	400	0	Act 2 (H) Uitem A	4																						0
Act 2 (H) Super B	18	69	-4	800	800	1024	400	0	Act 2 (H) Uitem B	4																						0
Act 2 (H) Super C	18	72	-4	800	800	1024	400	0	Act 2 (H) Uitem C	4																						0
Act 3 (H) Super A	18	73	-4	800	800	1024	400	0	Act 3 (H) Uitem A	4																						0
Act 3 (H) Super B	18	75	-4	800	800	1024	400	0	Act 3 (H) Uitem B	4																						0
Act 3 (H) Super C	18	78	-4	800	800	1024	400	0	Act 3 (H) Uitem C	4																						0
Act 4 (H) Super A	18	81	-4	800	800	1024	400	0	Act 4 (H) Uitem A	4																						0
Act 4 (H) Super B	18	84	-4	800	800	1024	400	0	Act 4 (H) Uitem B	4																						0
Act 4 (H) Super C	18	87	-4	800	800	1024	400	0	Act 4 (H) Uitem B	4																						0
Act 5 (H) Super A	18	90	-4	800	800	1024	400	0	Act 5 (H) Uitem A	4																						0
Act 5 (H) Super B	18	93	-4	800	800	1024	400	0	Act 5 (H) Uitem B	4																						0
Act 5 (H) Super C	18	96	-4	800	800	1024	400	0	Act 5 (H) Uitem C	4																						0
Cow King			6	1024	1024	25	25	0	Act 1 (N) Equip B	20																						0
Cow King (N)			6	1024	1024	25	25	0	Act 1 (H) Equip B	20																						0
Cow King (H)			6	1024	1024	25	25	0	Act 5 (H) Equip C	50																						0
Countess Rune			1					0	Runes 8	50																						0
Countess Rune (N)			1					0	Runes 11	50																						0
Countess Rune (H)			1					0	Runes 17	50																						0
Countess Item			1					0	Act 1 Equip B	60	Act 2 Good	40																				0
Countess Item (N)			1					0	Act 1 (N) Equip B	60	Act 2 (N) Good	40																				0
Countess Item (H)			1					0	Act 2 (H) Equip A	60	Act 2 (H) Good	40																				0
Countess			-6	1024	1024	800	25	0	Countess Item	2	Countess Rune	2	Normal Gem	2																		0
Countess (N)			-6	1024	1024	800	25	0	Countess Item (N)	2	Countess Rune (N)	2	StarGem	2																		0
Countess (H)			-6	1024	1024	800	25	0	Countess Item (H)	2	Countess Rune (H)	2	key1	1	XGem	1																0
Mortanius			-6	1024	1024	800	25	0	Act 1 Equip C	4	Act 1 Good	2																				0
Mortanius (N)			-6	1024	1024	800	25	0	Act 2 (N) Equip A	4	Act 1 (N) Good	2																				0
Mortanius (H)			-6	1024	1024	800	25	0	Act 2 (H) Equip A	4	Act 1 (H) Good	2																				0
Juggernaut			-6	1024	1024	800	25	0	Act 2 Equip A	4	Act 2 Good	2																				0
Juggernaut (N)			-6	1024	1024	800	25	0	Act 2 (N) Equip C	4	Act 2 (N) Good	2																				0
Juggernaut (H)			-6	1024	1024	800	25	0	Act 2 (H) Equip C	4	Act 3 (H) Good	2																				0
Maggot			-6	1024	1024	800	25	0	Act 2 Equip A	4	Act 2 Good	2																				0
Maggot (N)			-6	1024	1024	800	25	0	Act 2 (N) Equip C	4	Act 2 (N) Good	2																				0
Maggot (H)			-6	1024	1024	800	25	0	Act 2 (H) Equip C	4	Act 3 (H) Good	2																				0
Ardual			-6	1024	1024	800	25	0	Act 2 Equip B	4	Act 2 Good	2																				0
Ardual (N)			-6	1024	1024	800	25	0	Act 3 (N) Equip A	4	Act 2 (N) Good	2																				0
Ardual (H)			-6	1024	1024	800	25	0	Act 3 (H) Equip A	4	Act 3 (H) Good	1	key2	1																		0
Knight			-6	0	1024	0	25	0	Act 2 Equip B	4	Act 2 Good	2																				0
Knight (N)			-6	800	1024	800	25	0	Act 3 (N) Equip A	4	Act 2 (N) Good	2																				0
Knight (H)			-6	800	1024	800	25	0	Act 3 (H) Equip A	4	Act 2 (H) Good	2																				0
Sszak			-6	1024	1024	800	25	0	Act 2 Equip C	4	Act 3 Good	2																				0
Sszak (N)			-6	1024	1024	800	25	0	Act 3 (N) Equip B	4	Act 3 (N) Good	2																				0
Sszak (H)			-6	1024	1024	800	25	0	Act 4 (H) Equip B	4	Act 3 (H) Good	2																				0
Chimera			-6	0	1024	0	25	0	Act 2 Equip C	4	Act 3 Good	2																				0
Chimera (N)			-6	1024	1024	800	25	0	Act 3 (N) Equip B	4	Act 3 (N) Good	2																				0
Chimera (H)			-6	1024	1024	800	25	0	Act 4 (H) Equip B	4	Act 3 (H) Good	2																				0
Sarina			-5	800	800	1024	25	0	Act 2 Equip C	1	Act 3 Good	1	jew	3																		0
Sarina (N)			-5	800	800	1024	25	0	Act 3 (N) Equip B	1	Act 3 (N) Good	1	jew	3																		0
Sarina (H)			-5	800	800	1024	25	0	Act 4 (H) Equip B	1	Act 3 (H) Good	1	jew	3																		0
General			-6	1024	1024	800	25	0	Act 3 Equip C	3	Act 3 Good	2	co3	1																		0
General (N)			-6	1024	1024	800	25	0	Act 4 (N) Equip A	3	Act 3 (N) Good	2	co3	1																		0
General (H)			-6	1024	1024	800	25	0	Act 5 (H) Equip A	3	Act 3 (H) Good	2	co3	1																		0
Mithia			-6	1024	1024	800	25	0	Act 3 Equip C	4	Act 3 Good	2																				0
Mithia (N)			-6	1024	1024	800	25	0	Act 4 (N) Equip A	4	Act 3 (N) Good	2																				0
Mithia (H)			-6	1024	1024	800	25	0	Act 5 (H) Equip A	4	Act 3 (H) Good	2																				0
Seal			-6	1024	1024	800	25	0	Act 5 Equip A	4	Act 4 Good	2																				0
Seal (N)			-6	1024	1024	800	25	0	Act 5 (N) Equip B	4	Act 4 (N) Good	2																				0
Seal (H)			-6	1024	1024	800	25	0	Act 5 (H) Equip B	4	Act 4 (H) Good	2																				0
Shenk			-5	800	800	1024	25	0	Act 5 Good	2	co2	1	jew	2																		0
Shenk (N)			-5	800	800	1024	25	0	Act 5 (N) Good	2	co2	1	jew	2																		0
Shenk (H)			-6	800	800	1024	25	0	Act 5 (H) Good	2	key5	1	co2	1	jew	2																0
White			-6	1024	1024	800	25	0	Act 5 Equip A	3	Perfect Gem	2	Act 5 Good	1																		0
White (N)			-6	1024	1024	800	25	0	Act 5 (N) Equip B	3	StarGem	2	Act 5 (N) Good	1																		0
White (H)			-6	1024	1024	800	25	0	Act 5 (H) Equip B	3	ArchGem	1	Act 5 (H) Good	1	jew	1																0
Acaste			-6	800	1025	800	25	0	Act 5 Equip A	4	Act 5 Good	2																				0
Acaste (N)			-6	800	1025	800	25	0	Act 5 (N) Equip B	4	Act 5 (N) Good	2																				0
Acaste (H)			-6	800	1025	800	25	0	Act 5 (H) Equip B	4	Act 5 (H) Good	2																				0
Guardian			-6	1024	1024	800	25	0	Act 1 (N) Equip A	4	Act 5 Good	2																				0
Guardian (N)			-6	1024	1024	800	25	0	Act 1 (H) Equip B	4	Act 5 (N) Good	2																				0
Guardian (H)			-6	1024	1024	800	25	0	Act 5 (H) Equip C	4	Act 5 (H) Good	2																				0
Baphomet			-6	1024	1024	800	25	0	Act 1 (N) Equip B	4	Act 5 Good	2																				0
Baphomet (N)			-6	1024	1024	800	25	0	Act 1 (H) Equip B	4	Act 5 (N) Good	2																				0
Baphomet (H)			-6	1024	1024	800	25	0	Act 5 (H) Equip C	4	Act 5 (H) Good	2																				0
Asmodeus			-6	1024	1024	800	25	0	Act 1 (N) Equip B	4	Act 5 Good	2																				0
Asmodeus (N)			-6	1024	1024	800	25	0	Act 1 (H) Equip B	4	Act 5 (N) Good	2																				0
Asmodeus (H)			-6	1024	1024	800	25	0	Act 5 (H) Equip C	4	Act 5 (H) Good	2																				0
Darkness			-6	1024	1024	400	25	0	Act 1 (N) Equip B	6																						0
Darkness (N)			-6	1024	1024	400	25	0	Act 1 (H) Equip B	6																						0
Darkness (H)			-6	1024	1024	400	25	0	Act 5 (H) Equip C	6																						0
Azial			-6	1024	1024	400	25	0	Act 1 (N) Equip B	6																						0
Azial (N)			-6	1024	1024	400	25	0	Act 1 (H) Equip B	6																						0
Azial (H)			-6	1024	1024	400	25	0	Act 5 (H) Equip C	6																						0
Samhain			-6	1024	1024	400	25	0	Act 1 (N) Equip B	5	XpCharm	1																				0
Samhain (N)			-6	1024	1024	400	25	0	Act 1 (H) Equip B	5	HpCharm	1																				0
Samhain (H)			-6	1024	1024	400	25	0	Act 5 (H) Equip C	5	SkCharm	1																				0
Hammer			-3					0	hdm	1	cmx1	1	Smith	1																		0
Hammer (N)			-3					0	hdm	1	cmx2	1	Smith (N)	1																		0
Hammer (H)			-3					0	hdm	1	cmx3	1	Smith (H)	1																		0
Book			-6					0	bbb	1	Sarina	5																				0
Book (N)			-6					0	bbb	1	Sarina (N)	5																				0
Book (H)			-6					0	bbb	1	Sarina (H)	5																				0
Charm			-6					0	XpCharm	1	Samhain	5																				0
Charm (N)			-6					0	HpCharm	1	Samhain (N)	5																				0
Charm (H)			-6					0	SkCharm	1	Samhain (H)	5																				0
Glyph1			-2					0	pg1	1	Act 1 Super C	1																				0
Glyph2			-2					0	pg2	1	Act 2 Super B	1																				0
Glyph3			-2					0	pg3	1	Act 2 Super C	1																				0
Glyph4			-2					0	pg4	1	Act 3 Super B	1																				0
Glyph5			-2					0	pg5	1	Act 4 Super A	1																				0
Glyph1 (N)			-2					0	pg6	1	Act 1 (N) Super C	1																				0
Glyph2 (N)			-2					0	pg7	1	Act 2 (N) Super A	1																				0
Glyph3 (N)			-2					0	pg8	1	Act 2 (N) Super C	1																				0
Glyph4 (N)			-2					0	pg9	1	Act 3 (N) Super A	1																				0
Glyph5 (N)			-2					0	p10	1	Act 3 (N) Super C	1																				0
Glyph1 (H)			-2					0	p11	1	Act 1 (H) Super C	1																				0
Glyph2 (H)			-2					0	p12	1	Act 2 (H) Super A	1																				0
Glyph3 (H)			-2					0	p13	1	Act 2 (H) Super C	1																				0
Glyph4 (H)			-2					0	p14	1	Act 3 (H) Super A	1																				0
Glyph5 (H)			-2					0	p15	1	Act 3 (H) Super C	1																				0
Nihlathak Rune			1					0	r11	15	r12	12	r13	10	r14	8	r15	6	r16	4	r17	3	r18	2								0
Nihlathak Rune (N)			1					0	r20	15	r21	12	r22	10	r23	8	r24	6	r25	4	r26	3	r27	2								0
Nihlathak Rune (H)			1					0	r26	80	r27	40	r28	20	r29	10	r30	5	r31	3	r32	2	r33	1								0
Nihlathak Item			-6					0	Nihlathak Rune	2	Nihlathak	3	StarGem	1																		0
Nihlathak Item (N)			-6					0	Nihlathak Rune (N)	2	Nihlathak (N)	3	ArchGem	1																		0
Nihlathak Item (H)			-6					0	Nihlathak Rune (H)	2	Nihlathak (H)	2	Xgem	1	key5	1																0
Haphesto			-6	1024	1024	800	25	0	hfh	1	Act 5 Equip B	3	Perfect Gem	2																		0
Haphesto (N)			-6	1024	1024	800	25	0	hfh	1	Act 5 (N) Equip B	3	StarGem	2																		0
Haphesto (H)			-6	1024	1024	800	25	0	hfh	1	Act 5 (H) Equip C	2	ArchGem	2	key4	1																0
Tentacle			-6	1024	1024	800	25	0	Act 1 (N) Equip B	6																						0
Tentacle (N)			-6	1024	1024	800	25	0	Act 4 (H) Equip A	6																						0
Tentacle (H)			-6	1024	1024	800	25	0	Act 5 (H) Equip C	6																						0
Cow Champ			6					1	Act 5 Good	1																						0
Cow Champ (N)			6					1	Act 5 (N) Good	1																						0
Cow Champ (H)			6					1	Act 5 (H) Good	1																						0
CowCharm			-2					0	XpCharm	1	Cow King	1																				0
CowCharm (N)			-2					0	HpCharm	1	Cow King (N)	1																				0
CowCharm (H)			-2					0	Annihilus	1	Cow King (H)	1																				0
Amazon			-6	1024	1024	400	25	0	AmaJewel	1	Act 5 (H) Equip C	5																				0
Sorceress			-6	1024	1024	400	25	0	SorJewel	1	Act 5 (H) Equip C	5																				0
Barbarian			-6	1024	1024	400	25	0	BarJewel	1	Act 5 (H) Equip C	5																				0
Paladin			-6	1024	1024	400	25	0	PalJewel	1	Act 5 (H) Equip C	5																				0
Necromancer			-6	1024	1024	400	25	0	NecJewel	1	Act 5 (H) Equip C	5																				0
Druid			-6	1024	1024	400	25	0	DruJewel	1	Act 5 (H) Equip C	5																				0
Assassin			-6	1024	1024	400	25	0	AssJewel	1	Act 5 (H) Equip C	5																				0
Leoric Item			-6	1024	1024	800	25	0	CursedRing	35	Act 1 Equip C	90																				0
Leoric Item (N)			-6	800	800	1024	25	0	CursedAmulet	1	Act 2 (N) Equip A	2	jew	2																		0
Leoric Item (H)			-6	800	800	1024	25	0	CursedSword	1	Act 2 (H) Equip A	2	jew	2																		0
Leoric			-6	1024	1024	800	25	0	Warp Book	3	Leoric Item	3																				0
Leoric (N)			-6	1024	1024	800	25	0	Leoric Item (N)	6																						0
Leoric (H)			-6	1024	1024	800	25	0	Leoric Item (H)	6																						0
AntiDruid			-6	800	1024	800	25	0	Act 2 Equip A	4	Act 1 Good	2																				0
AntiDruid (N)			-6	800	1024	800	25	0	Act 2 (N) Equip B	4	Act 1 (N) Good	2																				0
AntiDruid (H)			-6	800	1024	800	25	0	Act 2 (H) Equip B	4	Act 1 (H) Good	2																				0
Ankheg			-6	1024	1024	800	25	0	Act 2 Equip C	4	Act 3 Good	2																				0
Ankheg (N)			-6	1024	1024	800	25	0	Act 3 (N) Equip B	4	Act 2 (N) Good	2																				0
Ankheg (H)			-6	1024	1024	800	25	0	Act 4 (H) Equip A	4	Act 2 (H) Good	2																				0
Lazarus			-6	1024	1024	800	25	0	Act 4 Equip A	4	Act 4 Good	2																				0
Lazarus (N)			-6	1024	1024	800	25	0	Act 4 (N) Equip B	4	Act 4 (N) Good	2																				0
Lazarus (H)			-6	1024	1024	800	25	0	Act 5 (H) Equip A	4	Act 4 (H) Good	2																				0
