missile	Id	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoUniqueMod	NoMultiShot	Holy	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Qty	Pierce	SpecialSetup	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	Emax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	EOL
frostpillar	998	18	30	1																																					1	increment															50				81	81	255	0	0	1	icestormfallvar04	1024	6	16						1		1			1											1				1							1																																													1							iceexplode				frostpillarnova				bonespeartrail			frostpillarnova				0
frostpillarcenter	999	9	18	1	14																49	frames	60	fallrate	2	sliderate							5	range (0 = skill)	2	flames increment					5	# submissile1	3	# submissile3	15	# submissile4							1	1			50		4		255	178	64	0	0	1	icestormimpactvar02	512	41	16								1			1						1					1				1				1			1						5	2	0																		cold	256						386						skill('Froststrike'.clc4)*35	100				48	1					fingermage_bolt_impact_1										frostpillar			frostpillarexplode	whitelightmissile			0
frostpillarexplode	1000	1		1					2	none																																															16		13		255	178	64	0	0	0	FreezeExplodeCenter	1024	16	16								1									1						1		1	1			1	1			1						4		0																																					1			sorceress_glacialspike_1																			0
frostpillarfire	1001	5		5		3																																											19	softhit chance (128)							90				255	178	64	0	0	1	groundFireMedium	1024	37	16		1	12	36	3				1		1						2	1	12							1							1								0	1																	cold	1	1	1	1	1	1	2	2	2	2	2	2		100					1		41																				0
frostpillartail	1002	1																																																							60				255	255	255	0	0	0	FreezeExplodeCenter	1024	16	16						1		1																		1							1								0																																					1																						0
frostpillarnova	1003	1		1																																																	30	30		-300	15				255	192	64	1	0	0	null	1024	2	16		1	8	9	3		1	1				1	4				1									1							1																																													32																						0
amaplaguejav1	1004	1	4	1	5				25		19										25		19										1								1												26	26			38				255	255	255	0	0	0	Javelin	1024	1	16					3	1		1		1							1				1	1						1	1	1					1			Plague Javelin	4		8																																				6	32			weapon_throw_1								amaplaguejav2							amaplaguejav2				0
amaplaguejav2	1005	1		1																																																	14	14			18				0	0	0	0	0	0	poisonNova	1024	30	16					3	1		1		1		1	4				1									1							1		1			Plague Javelin	4		8		-1																																		80	32			necromancer_poisonnova																			0
iceblast2	1006	1	25	1	20				4	Radius																							15	range (0=skill)	6	max (0 = skill)					6	range (0=skill)	15	max (0 = skill)									24	24			35		7		81	81	255	1	0	1	IceBlast	1024	5	16					3	1		1		1							1											1	1	1			1					Ice Blast	4																																							16			sorceress_icebolt_1	sorceress_iceblast_impact_1			freezingarrowexp1				iceblast3							iceblast3				0
iceblast3	1007	1		1																																																	20	20			15		7		81	81	255	1	0	1	Icebolt	1024	6	16					3			1		1							1											1	1	1			1					Ice Blast	4																																							16			sorceress_icebolt_1	impact_cold_1			iceexplode															0
staticstormstart	1008	19		15	29				255	frequency	1	increment									255	frequency	1	increment									64	increment																							25				255	255	255	0	0	2	null	1024	2	16								1		1							1					1				1							1						4		0																																					1								staticstormcenter1							staticstormcenter1							0
staticstormcenter1	1009	50		28					3	damage freq (0 = look at skill)	2	radius (0 = look at skill)	1	start frame	1023	end frame	30	lob			3	damage freq (0 = look at skill)	2	radius (0 = look at skill)	1	start frame	1023	end frame	30	lob																											10				255	255	255	0	0	0	extra\ExplodingArrowDebris01	1024	12	16									1		1	1	10			-80	3	1	25							1				1		1	1						4		0																																					1								staticstorminvisbolt							staticstorminvisbolt							0
staticstorminvisbolt	1010	1	55	1	51																																																14	14			16				255	255	255	0	0	1	null	1024	2	16										1												1	1		1	1			1	1			1								0																																					1											staticstormcontrol							staticstormcontrol				0
staticstormcontrol	1011	19	30	15	29				4	frequency	8	direction increment									4	frequency	8	direction increment									21	increment							21	increment															22		4		81	81	255	0	0	1	Expansion\ShockField	1024	10	16		1		7				1		1						-40	1					1				1			1	1			1						4		0																																					1								celestialboltvisual			staticstormcenter2				celestialboltvisual			staticstormcenter2				0
staticstormcenter2	1012	9	18	1	14																14	frames	50	fallrate	15	sliderate							6	range (0 = skill)	1	flames increment					1	# submissile1	6	# submissile3	30	# submissile4											14		4		255	178	64	0	0	1	null	1024	2	16								1			1						1					1				1			1	1			1						5	2	8																		ltng	6	5	13	16	19	22	12	7	13	28	38	54	((skill('Blessed Hammer'.blvl)+skill(Fist of the Heavens'.blvl))*16 + (skill('Kick'.clc3)/4)						1				amazon_lightning_1	fingermage_bolt_impact_1	lightning									staticstorm			staticstormorb	whitelightmissile			0
staticstorm	1013	1																																																							15				81	81	255	0	0	1	MephistoMissile	1024	10	16						1		1			1															1																																																				1																						0
staticstormorb	1014	1	30	1	29																9	frequency	2	direction increment									2	increment							2	increment															6		5		143	143	255	5	0	1	null	1024	2	16								1			1	1	4				3					1	1			1			1	1			1						5	2	8																		ltng	6	5	13	16	19	22	12	7	13	28	38	54	((skill('Blessed Hammer'.blvl)+skill(Fist of the Heavens'.blvl))*16 + (skill('Kick'.clc3)/4)						1			sorceress_lightning_1	amazon_lightning_1	fingermage_bolt_impact_1	lightning					thundergeddonnova							thundergeddonnova				0
maulaoe1	1015	1	30	1	29				25	frequency	19	direction increment									25	frequency	19	direction increment									1	increment							1	increment															1				81	81	255	1	0	1	null	1024	2	16								1		1							1					1											1						4		8																																					1								maulaoe2			maulaoe2				maulaoe2			maulaoe2				0
maulaoe2	1016	1	10	1					3	frames	2	frequency									3	frames	2	frequency																													19	19			8				255	81	81	1	0	0	null	1024	2	16					3					1		1	4			-10	1				1												1						4		8		64																																			16						doubledamage1																0
immolationtrap	1017	1	12	1	9				3	??? Radius																					53	fire duration	0	disc radius (0 = skill)	0	damage radius (0 = skill)			53	fire duration	0	disc radius (0 = skill)	75	disc density									25	25			34		9		255	178	64	1	0	1	FireArrow	1024	8	16					3	1		1		1							1				1	1						1	1	1			1		1			Inferno Sentry	5	2																			fire																		10	32			amazon_firearrow_1	explosion_medium_1							immolationtrapfire							firewall	firesmall			0
immolationtrapfire	1018	5		5		3																																											19	softhit chance (128)							75		5	4	255	178	64	0	0	1	groundFireBig	1024	37	16		1	12	36	3				1		1						1	1	12									1					1								0	1																	fire	256	16	16	32	48	64	256	16	16	34	48	64	((skill('Fire Trauma'.blvl)+skill('Wake of Fire Sentry'.blvl))*7)+(skill('Kick'.clc3)/4)+(skill('Cyclone Armor'.lvl)*5*((skill('Bone Armor'.lvl)>40)?(skill('Bone Armor'.lvl)*10-400):0))/100					32	1		41	object_fire_loop_magic																			0
twister2	1019	1		27					15	damage freq (0 = look at skill)	3	radius (0 = look at skill)																																									15	15			77				255	255	255	0	0	1	expansion\tornado	1024	40	16		1	12	36	3			1		1		1	10				3											1	1	1		1	1						5	2																																					32	1			druid_tornado	sorceress_blizzard_impact_1																		0
bladesoficebolt	1020	1		1																																																	26	26			35		7		81	81	255	1	0	1	Icebolt	1024	6	16					3	1		1		1		1	4				1											1	1	1			1		1				4		8																		cold	24	2	4	6	11	17	38	3	6	9	15	24	(skill('Blades of Ice'.blvl)*20)+ (skill('Kick'.clc3)/4)	75	15	10	5		16			sorceress_icebolt_1	impact_cold_1			iceexplode															0
baalspear	1021	1		1																																																	26	26			48		5		255	255	255	0	0	0	Expansion\baalsummonmissile	1024	8	12					3			1		1		1	6				2												1	1			1					PrimeBaalSpear	4																																							8			baal_novacast				shamanexp															0
bomb in air shock	1022	1	44	1	36																																																12	12			50				255	255	255	1	0	1	expansion\FireTraumaMissile	1024	20	16					6			1									1					1	1			1															8																																					1											shockweb hit							shockweb hit				0
shockweb hit	1023	1	30	1	29																9	frequency	2	direction increment									2	increment							2	increment															1		5		143	143	255	5	0	1	null	1024	2	16								1			1						3					1	1			1				1			1						5	2	0																																					1			sorceress_lightning_1	amazon_lightning_1	fingermage_bolt_impact_1	lightning					shockweb nova							shockweb nova				0
shockweb nova	1024	1	10	1																																																	24	24		-1000	6				255	255	255	0	0	0	ElectricNova	1024	13	16					3			1				1	4				1									1			1	1			1					Shock Field	4		0																		ltng																		64	16			sorceress_nova	amazon_lightning_1		lightning																0
fend	1025	1	30	1	29				25	frequency	19	direction increment									25	frequency	19	direction increment									3	increment							3	increment															1				81	81	255	1	0	1	null	1024	2	16								1		1							1					1											1						4		8																																					1								fend2			fend2				fend2			fend2				0
fend2	1026	1	10	1					3	frames	2	frequency									3	frames	2	frequency																													19	19			9				255	255	255	0	0	0	Glaive	1024	1	16					3					1		1	4			20	1				1									1			1					Fend	4		8		85																																		6	16						doubledamage1																0
psychichammer	1027	1	26	1	22																												0	range (0 = skill)	0	max bolts (0 = skill)					0	range (0 = skill)	0	max bolts (0 = skill)													1				0	0	0	0	0	0	null	1024	2	16																						1	1			1				1								Psychic Hammer	4		8																																					1											psychichammer3							psychichammer3				0
psychichammer2	1028	1		3																																																	50	50			9		10		0	0	0	0	0	0	null	1024	2	16					3			1									1					1						1		1			1					Psychic Hammer	4																																							1																						0
psychichammer3	1029	1	9	1	7																												1	heals allies?	1	0 = all, 1 = undead, 2 = demons					1	heals allies?	1	0 = all, 1 = undead, 2 = demons													1				0	0	0	0	0	0	null	1024	2	16					3		1	1				1	2				1											1	1	1			1						4		8																																					1			paladin_holybolt_1	paladin_holybolt_impact_1		doubledamage1	teethexplode											teethexplode				0
mindblast2	1030	9	18	1	14																0	frames	1000	fallrate	15	sliderate							8	range (0 = skill)	1	flames increment					10	# submissile1	6	# submissile3	30	# submissile4											1		4		255	178	64	0	0	1	null	1024	2	16								1			1						1					1				1				1			1					Mind Blast	5	2	0																		mag																			1							teethexplode								mindblastnull			mindblast center2	whitelightmissile			0
mindblast center2	1031	1		1					2	none																																															8		13		255	255	255	0	0	0	Expansion\Mindblast	1024	10	16								1									1						1		1	1			1	1			1						4		0																																					1															mindblast hit							0
mindblastnull	1032	1																																																							10				0	0	0	0	0	0	null	1024	2	16						1		1			1															1																																																				1																						0
goblinsdeathgoldspawner	1033	30		18	33				1	start delay	1	spawn interval divisor	1	radius							1	start delay	1	spawn interval divisor	1	radius																															50				192	192	255	0	0	0	null	1024	2	16																						1						1					1								8																																					1																						0
goblinsgoldrandomspawner	1034	30		18	33				1	start delay	1	spawn interval divisor	1	radius							1	start delay	1	spawn interval divisor	1	radius																																																																																																																																																0
gelatinousspawnercontrol1	1035	19	30	15	29				18	frequency	5	direction increment									18	frequency	5	direction increment									38	increment							38	increment															1				81	81	255	0	0	0	null	1024	2	16					3			1		1							1					1											1						4		8																																					1								gelatinousrealspawner1			gelatinousrealspawner1				gelatinousrealspawner1			gelatinousrealspawner1				0
gelatinousrealspawner1	1036	1	1	1	6																												739	monster id	NU																						1				255	255	255	1	0	1	null	1024	10	16						1		1	1													1																	5	2	8																																					16																						0
gelatinousspawnercontrol2	1037	19	30	15	29				18	frequency	5	direction increment									18	frequency	5	direction increment									38	increment							38	increment															1				81	81	255	0	0	0	null	1024	2	16					3			1		1							1					1											1						4		8																																					1								gelatinousrealspawner2			gelatinousrealspawner2				gelatinousrealspawner2			gelatinousrealspawner2				0
gelatinousrealspawner2	1038	1	1	1	6																												740	monster id	NU																						1				255	255	255	1	0	1	null	1024	10	16						1		1	1													1																	5	2	8																																					16																						0
gemhoardergemrandomspawner1	1039	1		1	6																												742	monster id	0	monmode																					1				0	0	0	0	0	0	null	1024	2	16											1																												5	2	8																																					1																						0
gemhoardergemextradrop1	1040	1		1	6																												743	monster id	0	monmode																					1				0	0	0	0	0	0	null	1024	2	16											1																												5	2	8																																					1			treasuregoblin_death_1																			0
glidedbarondeathextradropgold1	1041	1		1	6																												737	monster id	0	monmode																					1				0	0	0	0	0	0	null	1024	2	16											1																												5	2	8																																					1			treasuregoblin_death_1																			0
runehoarderrunerandomspawner1	1042	1		1	6																												745	monster id	0	monmode																					1				0	0	0	0	0	0	null	1024	2	16											1																												5	2	8																																					1																						0
runehoarderruneextradrop1	1043	1		1	6																												746	monster id	0	monmode																					1				0	0	0	0	0	0	null	1024	2	16											1																												5	2	8																																					1			treasuregoblin_death_1																			0
runehoarderspawner1	1044	1		1	6																												744	monster id	7	monmode																					1				0	0	0	0	0	0	null	1024	2	16											1																												5	2	8																																					1			goblin_portal_enter																			0
proc_splashdamage	1045	1		1																																																	24	24			5				255	255	255	0	0	0	null	1024	1	16					3			1				1	2				1				1							1		1			1						4		8		128																																			32																						0
spiritorb2	1046	19	30	15	29				1	frequency	19	direction increment									1	frequency	19	direction increment									4	increment							4	increment											10	10			30		6		255	255	255	1	0	1	BoneSpirit	1024	8	16					3			1		1						-40	1					1				1			1	1			1						4		8																																					1								spiritorbbolt2			spiritorbnova2				spiritorbbolt2			spiritorbnova2				0
spiritorbbolt2	1047	1		1																																																	18	18			25		3		255	255	255	0	0	1	teethMissile	1024	30	16		1		15	3	1		1		1							1									1			1	1			1		1			Bone Orb	4		8																																					16			necromancer_bonespirit_1																			0
spiritorbnova2	1048	20		16					6	frames	2	frequency									6	frames	2	frequency																													24	24			20		3		255	255	255	0	0	1	teethMissile	1024	30	16		1		15	3	1		1		1							1									1			1	1			1					Bone Orb	4		8																																					16																						0
tscenter	1049	13		10																																																					60		9		81	81	255	0	0	1	null	1024	2	16								1			1						1									1							1								8																																					1			sorceress_blizzard_loop					tsbolt1							tsbolt1	tsbolt2						0
tsbolt1	1050	1	19	3																	200	fall distance	40	fall rate																																	50				0	0	0	0	0	1	lightningboltbig	1024	8	16					3			1				1	4				2					1				1			1	1			1					Thunder Storm	4																																							1			sorceress_blizzard_loop	sorceress_blizzard_impact_1														shockexpl	shockexpl			0
tsbolt2	1051	1	19	3																	200	fall distance	40	fall rate																																	50				0	0	0	0	0	1	null	1024	2	16					3			1				1	4				2					1				1			1	1			1					Thunder Storm	4																																							1			sorceress_blizzard_loop	sorceress_blizzard_impact_1														fohexpl	fohexpl			0
shockexpl	1052	1		1																																																					15		3		255	255	255	0	0	1	Expansion\ShockField	1024	10	16	1				3				1	1	1						2									1		1			1		1								8																																					8		41	assassin_staticfield																			0
fohexpl	1053	1		1																																																					15		3		255	255	255	0	0	1	holyshockhit	1024	10	16	1				3				1	1	1						2									1		1			1		1								8																																					8		41	assassin_staticfield																			0
flamewav	1054	1	10	1																																																	22	22			54		7		255	178	64	1	3	1	Firebolt	1024	5	16					3	1		1		1							1									1		1	1	1			1		1			Blaze	4																																							16			sorceress_firebolt_1	sorceress_firebolt_impact_1			fireexplode															0
hydratwo	1055	1	1	1	1																												2	damage radius							2	explosions radius	2	explosions density									34	34			38		7		255	178	64	1	0	1	Fireball	1024	5	16					3	1		1		1							1											1	1	1			1					Hydra	5	2																			fire																			16			sorceress_fireball_1	sorceress_fireball_impact_1			explodingarrowexp											fireexplosion2				0
celebolttiles	1056	19	30	15	29				1	frequency of lightning hitter	19	increment									1	frequency of lightning hitter	19	increment																																	10				255	255	255	1	0	2	null	1024	2	16					3			1		1							1									1			1	1			1						4		8																																					1								celehitter							celehitter							0
celevisual	1057	1	10	1																			16	Z Range																																	34		3		64	64	255	0	0	1	Expansion\ShockField	1024	10	16		1		7												-40	1									1							1								8																																				64	32						lightning																0
celecenter	1058	19		15					1	spawner frequency	2	increment									1	spawner frequency	2	increment																																	100		8	4	81	81	255	1	0	1	TeethExplode	1024	13	16		1	1	2				1		1							1					1				1			1	1			1						4		8																																					1			druid_twister					celemaker							celemaker							0
celehitter	1059	1		1																																																					34				255	255	255	0	0	2	null	1024	2	16					3	1		1		1		1	6				1								1	1			1	1			1					Static Field	4		8																																					16																						0
celemaker	1060	1	44	1	36																																																24	24			8				255	255	255	1	0	2	null	1024	2	16					6			1									1					1	1		1	1															8																																					1											celebolttiles							celevisual				0
spiritorb1	1061	19	30	15	29				1	frequency	19	direction increment									1	frequency	19	direction increment									4	increment							4	increment											12	12			40		6		255	255	255	1	0	1	BoneSpirit	1024	8	16					3			1		1						-30	1					1				1			1	1			1						4		8																																					1								spiritorbbolt1			spiritorbnova1				spiritorbbolt1			spiritorbnova1				0
spiritorbbolt1	1062	1		1																																																	18	18			25		3		255	255	255	0	0	1	teethMissile	1024	30	16		1		15	3	1		1		1							1									1			1	1			1		1			Bone Spear	4		8																																					16			necromancer_bonespirit_1																			0
spiritorbnova1	1063	20		16					6	frames	2	frequency									6	frames	2	frequency																													24	24			20		3		255	255	255	0	0	1	teethMissile	1024	30	16		1		15	3			1		1							1									1			1	1			1					Bone Spear	4		8																																					16																						0
firenova1	1064	1		1																																																	26	26		-1000	16				255	255	255	0	0	0	Flamethrower	1024	15	16					3			1		1		1	6		50		1									1			1	1			1					Inferno	4																																						32	16			explosion_medium_1			fire_hit																0
slam	1065	1																																																							2				255	255	255	0	0	0	WarcryShockwave	1024	9	16																												1					1								8																																					32																						0
slam1	1066	18		1																	1	Subloops																															24	24		-600	12		1		255	255	255	0	0	1	BAYellShockWave01	1024	8	16					3			1		1		1	4				1											1	1	1			1		1			Ground Slam	4		8																																				6	16			barbarian_circle_1												slam							0
comet2	1067	1																																																							10				81	81	255	1	0	1	IceOrb	1024	16	16						1		1			1															1																																																				1																						0
cometcenter2	1068	9	18	1	14																9	frames	25	fallrate	15	sliderate							7	range (0 = skill)	1	flames increment					10	# submissile1	6	# submissile3	30	# submissile4											10		4		255	178	64	0	0	1	null	1024	2	16								1			1						1					1				1				1			1					Ice Meteor	5	2	0																		cold	320						320							100	5	5	5		1					sorceress_blizzard_impact_1										comet2			frostpillarexplode	whitelightmissile			0
cometcontrol2	1069	1	30	1	29				255	frequency	5	direction increment									255	frequency	5	direction increment									255	increment							255	increment															0		4		81	81	255	1	0	1	null	1024	2	16		1	1	10				1		1							1					1				1			1	1			1						4		0																																					1											cometcenter2							cometcenter2				0
windvortex	1070	19	4	15	5				4	frequency	19	direction increment									4	frequency	19	direction increment									8	increment							8	increment															100				255	255	255	0	0	1	expansion\tornado	1024	40	16		1	12	36				1									3					1				1			1				1						4		8																																					1			windy					windvortexbolt							windvortexbolt							0
windvortexbolt	1071	1		1																																													1	stun len (0 = skill)			15	15			20				255	255	255	0	0	1	expansion\twister	1024	40	16		1	18	36	3			1		1		1	6				2									1			1	1			1					Wind Vortex	4		8																																					16			druid_tornado																			0
windvortexbolt2	1072	19		1																	1	frequency	0	increment																													22	22			20				64	64	255	0	0	1	ColdFuse	1024	8	16		1	9	10	3			1		1		1	6				1					1				1			1				1						4		8																																100	10	10	10	64	16			druid_tornado	sorceress_blizzard_impact_1																		0
frozencrownbolt2	1073	19		1																	1	frequency	0	increment																													24	24			8		3	4	64	64	255	0	0	1	ColdFuse	1024	12	8		1	9	10	3			1		1		1	4				2				1	1						1	1	1			1		1			FrozenCrown2	4																																		25	3	3	3		32			sorceress_blizzard_impact_1	sorceress_blizzard_impact_1																		0
frozencrowncenter2	1074	1	51	1	45																1	frequency	0	increment									8	bolts	0	random path					8	bolts	0	random path									26	26			25		7	4	81	81	255	0	0	1	IceArrow	1024	12	16					3	1		1		1							1					1							1	1			1		1			FrozenCrown2	4																																							32			amazon_coldarrow_1	impact_cold_1			orbshatter				frozencrownbolt2				frozencrowntrail2			frozencrownbolt2				0
frozencrowndelay2	1075	1	25	1	20																												20	range (0=skill)	0	max (0 = skill)					20	range (0=skill)	0	max (0 = skill)													1				255	255	255	0	0	2	null	1024	2	16						1		1		1												1							1	1			1						4																																						64	16																						0
frozencrowntrail2	1076	1		1																																																					7		3		128	128	255	0	0	0	null	1024	12	8																							1		1	1							1																																													1																						0
arrowflurrystarter	1077	19		15					3	frequency	19	increment									4	frequency	19	increment																																	24				255	255	255	1	0	1	null	1024	17	16		1	4	13				1		1							1				1	1						1	1	1									4		8																																					1	1							arrowflurryinitialmover							arrowflurryinitialmover							0
arrowflurryinitialmover	1078	1	44	1	36																																																24	24			4				255	255	255	1	0	2	null	1024	2	16					6			1									1					1	1		1				1												8																																					1											arrowflurrynexus							arrowflurrynexus				0
arrowflurrynexus	1079	19		15					3	frequency	0	increment									4	frequency	0	increment																																	2				255	255	255	1	0	2	null	1024	2	16			 					1		1							1				1	1						1	1	1									4		8																																					1	1							arrowflurrydelay							arrowflurrydelay							0
arrowflurryattacker	1080	1		1																																																	24	24			38		2		128	255	0	0	0	0	Arrow	1024	1	16					3	1		1		1						15	1				1							1	1	1					1			Arrow Barrage	4		8		128																																		10	1	1		weapon_bow_1																			0
arrowflurrydelay	1081	1	25	1	20																												30	range (0=skill)	1	max (0 = skill)					30	range (0=skill)	1	max (0 = skill)													1				255	255	255	1	0	2	null	1024	2	16						1		1		1							1				1	1						1	1	1			1						4																																							16											arrowflurryattacker							arrowflurryattacker				0
iceeruption center2	1082	48		25																																																					80				255	255	255	0	0	1	null	1024	2	16								1		1	1						1		1														1																																													1			druid_arcticblast	sorceress_blizzard_impact_1				iceeruption crack2							iceeruption crack2	iceeruption smoke2						0
iceeruption crack2	1083	1		1		8																																																			84		5		255	255	255	0	0	1	IceBreakLarge	1024	15	16		1	1	15	3			1	1	1							3		25																			Arctic Field																					cold	2	1	2	3	4	5	3	2	3	4	5	7	((skill('Wind Vortex'.blvl)+skill('Hurricane'.blvl))*par8)	50	5	5	5		4			druid_arcticblast	sorceress_blizzard_impact_1		ice_explode																0
iceeruption smoke2	1084	1		1																																																					84				255	255	255	0	0	1	FrostNova	512	41	16																			25														1																																													1			druid_arcticblast	sorceress_blizzard_impact_1																		0
heavenstormstart	1085	19		15	29				255	frequency	1	increment									255	frequency	1	increment									64	increment																							25				255	255	255	0	0	2	null	1024	2	16								1		1							1					1											1						4		8																																					1								heavenstormcenter							heavenstormcenter							0
heavenstormboom	1086	1																																																							30				255	255	255	1	0	1	LightningBolt	1024	8	16		1	1	2		1		1			1											1					1																																																			1			paladin_handofgod_cast	explosion_medium_1			teethexplode															0
heavenstormhitcenter	1087	9	18	1	14	1															29	frames	100	fallrate	-60	sliderate							5	range (0 = skill)	2	flames increment					20	# submissile1	3	# submissile3	15	# submissile4	100	convert to elemental%									30		2		255	255	255	1	0	1	HolyBoltMissile	1024	16	16								1			1						1					1					1			1			1						5	2	8		64																mag	200	50	50	50	50	50	200	50	50	50	50	50							1				explosion_medium_1											heavenstormboom			heavenstormexplode	whitelightmissile			0
heavenstormexplode	1088	1		1					2	none																																															11		6		255	255	255	1	0	1	ExpArrowExplode	1024	16	16								1									1						1		1				1	1			1						4		8																																					1																						0
heavenstormcenter	1089	50		28					5	damage freq (0 = look at skill)	6	radius (0 = look at skill)	2	start frame	1023	end frame	30	lob			5	damage freq (0 = look at skill)	6	radius (0 = look at skill)	2	start frame	1023	end frame	30	lob																											100				255	255	255	0	0	0	extra\ExplodingArrowDebris01	1024	12	16									1		1	1	10			-80	3	1	25								1			1		1	1						4		8																																					1								heavenstorminvisbolt							heavenstorminvisbolt							0
heavenstorminvisbolt	1090	1	55	1	51																																																14	14			16				255	255	255	0	0	1	null	1024	2	16										1												1	1		1				1	1			1								8																																					1											heavenstormhitcenter							heavenstormhitcenter				0
areaattack1	1091	1	30	1	29				25	frequency	19	direction increment									25	frequency	19	direction increment									1	increment							1	increment															1				255	255	255	0	0	0	expansion\TowerDebris	1024	1	16								1		1							1					1											1						4		8																															skill('Attack'.clc4)*256/25*100/2						1											areaattack2							areaattack2				0
areaattack2	1092	1	10	1					3	frames	2	frequency									3	frames	2	frequency																													20	20			5				255	81	81	1	0	0	null	1024	2	16					3					1		1	5			-10	1																1						4		8		43																																			16						doubledamage1																0
angel	1093	1																																																							38		13		255	178	64	0	0	0	null	1024	19	8						1		1									1						1			1				1			1						4		8																																					1																						0
BloodStarExplode1	1094	1																																																							12		13		255	178	64	0	0	0	SuccubusMissileRedCollide	1024	16	16						1		1		1							1						1			1				1									4		8																																					1																						0
SuccubusBloodStar1	1095	1		1																																																	22	22			34		2		255	255	255	1	0	1	SuccubusMissileRedTravel	1024	15	16					3	1		1		1		1	3				1											1	1	1									4																				mag	256						256						skill('Attack'.clc4)*200						16			D1succubus_attack_1				BloodStarExplode1															0
D1Firebolt	1096	1		1																																																	26	26			30		7		255	178	64	1	0	1	D1FireBolt	1024	14	15					3	1		1		1							1											1	1	1									4																				fire	256						320						skill('Attack'.clc4)*250						16			AdvoFire_1	sorceress_firebolt_impact_1			fireexplode															0
D1Fireball	1097	1	1	1	1																												4	damage radius							3	explosions radius	1	explosions density									26	26			30		7		255	178	64	1	0	1	D1FireBall	1024	14	14					3	1		1		1							1											1	1	1									5	2																			fire	256						320						skill('Attack'.clc4)*250						16			AdvoFire_1	sorceress_fireball_impact_1			D1FireBallExplosion1															0
D1Lightning1	1098	3		2			0	#subloops											3	#subloops																																	32	32	1	1	26	1	7		255	255	255	0	0	0	null	1024	2	16	1	0	0	8	3			1		1							1											1	1	1				1	1				4																																						6	32			sorceress_lightning_1					D1LightningHit1							D1LightningHit1							0
D1LightningHit1	1099	4		3					2	Slow drift speed, fourths.	4	Fast drift speed, fourths.									24	spawn rate	1	number	2	radius																															20		7		255	255	255	0	0	2	D1MageLightning	512	8	8	1	0	0	8	3			1		1	1						2											1															-1																																		6	8																						0
D1ChargedBolt1	1100	1	10	1																																																	17	17			100		3	4	255	255	255	1	0	1	D1ChargedBolt	512	8	8					3	1		1		1							1											1	1	1									4																				ltng	256						320						skill('Attack'.clc4)*250					64	16			AdvoCharged_1																			0
D1Lightning2	1101	3		2			3	#subloops											3	#subloops																																	32	32	1	1	26	1	7		255	255	255	0	0	0	null	1024	2	16	1	0	0	8	3			1		1							1											1	1	1				1	1			D1StormDemonLightning	4																																						6	32								D1LightningHit2							D1LightningHit2							0
D1LightningHit2	1102	4		3					2	Slow drift speed, fourths.	4	Fast drift speed, fourths.									24	spawn rate	1	number	2	radius																															20		7		255	255	255	0	0	2	D1MageLightning	1024	8	8	1	0	0	8	3			1		1	1						2											1										D1StormDemonLightning					-1																																		6	8																						0
