Id	hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	minHP(N)	maxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	minHP(H)	maxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
arimythskeleton	906	skmage_cold1	skmage_coldy	4	ArimythUndead	skmage_cold4	ColdAttacks	UndeadElemental	Vampire	ElementalMonType	SK	1	1												2	2		6	6	10	40	70	95	sk_mage	sk_mage	10	12	10	8	40	40	40	85	85	85	35	40	45	24	24	24	25	34	47	7	7	7																			1						1				1			1										Glacial Impale	A1	1	MonShiverArmor	A1	1	MonBlizzard	A1	1	MonIceBolt	A1	1																-25	-25	-25	25	15	15	15	45	15	25	15	15	15	45	15	25	15	15	15	45	15	1			1	20	20	20	0	400	400	150	200	90	110	250							320	320	150	250	90	110	600							250	250	150	325	90	110	1000							A1	cold	100	125	150	200	100	125	150	200	100	125	150	200																													Act 2 (N) Miss C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 1 (H) Miss A	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Miss C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
snowball	907	iceglobe		0	snowball	iceglobe	ColdAttacks	ElementalConstruct	Vampire	ElementalConstruct	IM	1	1												2	2		12	12	1	40	70	95			11	15	15	15	40	40	40	55	55	55	20	40	50	24	24	24	24	24	24	3	7	7																			1										1			1	1									MonBlizzard	seq_snowball	1	MephFrostNova	seq_snowball	1	Glacial Impale	seq_snowball	1	MonIceBolt	seq_snowball	1													50	50	50	-25	-25	-25	25		12	12	25		25		12	12	25		25		12	12	25		1			1	20	20	20	0	70	70	80		110	130	150							120	120	80	50	110	130	150							40	40	80		110	130	150																																																					Act 5 (N) H2H C	Act 5 (N) Champ C	Act 5 (N) Unique C												0
solarball	908	firebeast		0	solarball	firebeast	FireAttacks	ElementalConstruct	Vampire	ElementalConstruct	FM	1	1												2	2		12	12	1	40	70	95			11	15	15	15	40	40	40	55	55	55	20	40	50	24	24	24	24	24	24	3	7	7																			1										1			1	1									VampireMeteor	seq_snowball	1	MonEruption	seq_snowball	1	VampireFireball	seq_snowball	1	VampireFirewall	seq_snowball	1													50	50	50	-25	-25	-25	25		25	12	12		25		25	12	12		25		25	12	12		1			1	20	20	20	0	70	70	80		110	130	150							60	60	80		110	130	150							40	40	80		110	130	150																																																																			0
crystalimp	909	imp1		3	crystalimp	imp5	FireAttacks	Demon	Imp	Demon	ip	1	1												4	4		8	8	4	40	70	95	imp	imp	10	15	12	9	40	40	40																									impmiss25									1										1			1	1						1	1		Imp Teleport	S1	1	ImpBolt	S2	20	Imp Fireball	S2	20	Imp Fire Missile	A1	20	Imp Inferno	SC	20										50	50	50	-25	-25	-25	25		33				25		33				25		33				1				20	20	20	0	70	70	80											250	250	200											40	40	80											A1	fire																																													Act 3 (N) H2H C	Act 3 (N) Champ C	Act 3 (N) Unique C												0
crystalhound	910	bighead1		3	crystalhound	bighead5	LtngAttacks	Demon	Bighead	Demon	BH	1	1												3	4		8	8	4	40	70	95	bighead	bighead	10	15	12	9	40	40	40	90	33	33	40	30	30	70	65	80	70	75	80														bighead5								1										1			1	1																																	50	50	50	-25	-25	-25	25	12		25			25	12		25			25	12		25			1				20	20	20	0	150	150	100		80	100	120	0	0	100				250	250	200		100	200	1000	0	0	1000				90	90	100		80	100	120	0	0	100				A2	ltng	100	70	130		100	70	130		100	70	130		A1	ltng																															Act 3 (N) H2H C	Act 3 (N) Champ C	Act 3 (N) Unique C												0
crystalwitch	911	succubuswitch1	arimythwitch	3	crystalwitch	succubuswitch1	ChaosSuccubus	Demon	Andariel		0C	1													2	3		13	13	4	40	70	95	succubus	succubus	10	12	9	6	40	40	40	30	30	30	2	2	2	50	50	50	40	40	40																						1								1	1	1			1							1			AndrialSpray	S2	1	AndyJave	S2	1																			50	50	50	-25	-25	-25	25	12	16	16		33	25	12	16	16		33	25	12	16	16		33	1			1	20	20	20	0	90	90	80		110	130	100							250	250	200		150	250	1000							50	50	80		110	130	100							A2	mag	100	110	130		100	110	130		100	110	130		A1	cold	100	110	130	50	100	110	130	50	100	110	130	50																			Act 3 (N) Cast C	Act 3 (N) Champ C	Act 3 (N) Unique C												0
arimythfetish	912	bonefetish1	Corrupted Stygian	2	ArimythBoneNipper	bonefetish5	Curser	UndeadDemon	Fetish	Demon	FK	1													3	5		9	9	20	40	70	95	bonefetish	bonefetish	10	15	12	9	40	40	40	100	100	100	10	4	2	1	5	5	33	33	33																						1	1					1				1			1	1					1		1																													-25	-25	-25	25				25	25	25				25	25	25				25	25	0				20	20	20	0	120	120	100		90	110	100							40	40	100	50	90	110	100							30	30	100	50	90	110	100																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
arimythmummy	913	unraveler1	spawn_unraveler_andy	2	ArimythMummy	unraveler5	MightLeader	UndeadBehemoth	GreaterMummy	RaiserBehemoth	GY	1							zombielord			1	4	4	1	1		5	5	10	40	70	95	unraveler	unraveler	12	15	12	9	40	40	40	85	85	85	45	50	55	55	55	55	85	90	95	34	34	34											mummyex								1							1			1			1										Resurrect2	seq_mummyres	1	Bestow	seq_mummyres	9	UnHolyBolt	seq_mummyres	1																			-25	-25	-25	33		12	12		25	33		12	12		25	33		12	12		25	0			1	20	20	20	0	200	200	100		90	110	150							120	120	100	250	90	110	150							120	120	100	250	90	110	150							A1	fire	100	70	130		100	70	130		100	70	130																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 4 (H) Cast A	Act 4 (H) Champ A	Act 4 (H) Unique A		Act 5 (H) Cast C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
arimythmother	914	vilemother1		2	ArimythMother	vilemother1	ColdAttacks	Demon	VileMother		VM	1			arimythchild	0	0	NU							2	3		7	7	20	40	70	95	vilemother	vilemother	10	15	14	13	40	40	40	16	19	22	5	6	6	30	35	40	80	90	95	70	60	50	30	30	30	10	8	7													1	1							1		1			1	1									Nest	seq_vileres	1																						100	100	100	-25	-25	-25	25				49		25				49		25				49		1				20	20	20	0	200	200	100		90	110	100							120	120	100	250	90	110	100							120	120	100	250	90	110	100																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 4 (H) Cast A	Act 4 (H) Champ A	Act 4 (H) Unique A		Act 5 (H) Cast C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
arimythchild	915	vilechild1		3	FleshBeast	vilechild1	LtngAttacks	Demon	VileDog	drains stamina	VC	1													2	3		14	16	1	40	70	95	vilechild	vilechild	10	12	9	6	40	40	40	90	90	90	6	4	2	90	90	90																									1	1							1					1								1																										50	50	50	-25	-25	-25	25		25		25		25		25		25		25		25		25		1				20	20	20	0	120	120	100		80	90	250							50	50	100	50	80	90	250							30	30	100	50	80	90	250							A1	stam	25	20	30		25	20	30		25	20	30																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
arimythslinger	916	slinger1		3	ArimythSlinger	slinger4	FireAttacks	BeastHuman	PantherJavelin	BeastHuman	PW	1	1												4	5		6	10	20	40	70	95	slinger	slinger	10	15	12	9	40	40	40	70	70	70	85	85	85	9	9	9	25	25	25	5	3	1	20	26	29							pantherjav4									1										1			1	1																																	100	100	100	-25	-25	-25	25					25	25					25	25					25	2				20	20	20	0	150	150	100		90	110	100							100	100	100	150	90	110	100							60	60	100	150	90	110	100							A1	fire	100	70	110		100	70	110		100	70	110																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 4 (H) Miss A	Act 4 (H) Champ A	Act 4 (H) Unique A		Act 5 (H) Miss C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
arimythregurgitator	917	regurgitator1		2	ArimythSpitter	regurgitator3	Attacker	Demon	Regurgitator	eats and spits corpses	CS	1													3	4		8	12	20	40	70	95	regurgitator	regurgitator	10	15	12	9	40	40	40	90	90	90	20	20	20	60	60	60	20	25	30	9	9	9	26	29	32								regurgitatorcorpse								1	1							1					1	1							1		RegurgitatorEat	S1	13																						50	50	50	-25	-25	-25	33			25		25	33			25		25	33			25		25	1				20	20	20	0	150	150	100		110	130	150							100	100	100	150	110	130	150							60	60	100	150	110	130	150							A1	stam	50	44	66		50	44	66		50	44	66																														Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 4 (H) Miss A	Act 4 (H) Champ A	Act 4 (H) Unique A		Act 5 (H) Miss C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
arimythwitch	918	succubuswitch1		2	ArimythWitch	succubuswitch1	ChaosSuccubus	Demon	Andariel		0C	1													2	3		13	13	15	40	70	95	succubus	succubus	10	12	9	6	40	40	40	30	30	30	2	2	2	50	50	50	40	40	40																						1								1	1	1			1							1			AndrialSpray	S2	1	AndyJave	S2	1																			50	50	50	-25	-25	-25	25	12	16	16		33	25	12	16	16		33	25	12	16	16		33	1			1	20	20	20	0	200	200	50		110	130	100							150	150	50	200	110	130	100							90	90	50	200	110	130	100							A2	mag	100	110	130		100	110	130		100	110	130		A1	cold	100	110	130	50	100	110	130	50	100	110	130	50															Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 4 (H) Cast A	Act 4 (H) Champ A	Act 4 (H) Unique A		Act 5 (H) Cast C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
arimythwolf	919	spiritwolf		1	ArimythWolf	spiritwolf	Defender	Beast	FlyingScimitar	Beast	wf	1							snowball	solarball		1	2	2	1	1		12	12	15	40	70	95	wolf	wolf	10	12	9	6	40	40	40	30	30	30	90	90	90	5	4	3	60	60	60																						1	1			1						1			1										MonCharge	seq_pinheadsmite	1																									-25	-25	-25	25	-30					25	-30					25	-30					1			1	20	20	20	0	120	120	50		90	110	150							90	90	50	100	90	110	150							63	63	50	100	90	110	150							A1	ltng	100				100				100				A1	fire	100				100				100				A1	cold	100			50	100			50	100			50	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
arimythdemon	920	megademon1	spawn_megademon	1	ArimythDemon	megademon1	ColdAttacks	Demon	Megademon		DM	1													4	4		12	16	20	40	70	95	megademon	megademon	10	15	11	8	40	40	40	80	85	90	50	60	65	90	95	97	70	70	70	70	70	70	65	55	45																1								1		1			1	1									Horror Arctic Blast	S1	1																						50	50	50	-25	-25	-25	33		25	-25	25		33		25	-25	25		33		25	-25	25		1				20	20	20	0	200	200	100		90	110	100							150	150	100	200	90	110	100							90	90	100	200	90	110	100							A1	frze	100	100	110	50	100	100	110	50	100	100	110	50																													Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
arimythhorror	921	doomknight3	spawn_doomknightmage	1	ArimythHorror	doomknight3	FireAttacks	UndeadDemon	OblivionKnight	Demon	UM	1	1												3	4		8	8	15	40	70	95	doomknight	doomknight	10	15	12	9	40	40	40	6	7	8	25	26	27	400	300	200	50	50	50	80	85	90	30	30	30	30	30	30	9	10	11										1							1			1			1										MonBoneSpear	S1	1	MonBoneArmor	S1	1	MonBoneSpirit	S1	1	MonDecrepify	S2	4	Bestow	seq_undeadbestow	15	MonCurseCast	S2	4							50	50	50	-25	-25	-25	25		12	12	12	12	25		12	12	12	12	25		12	12	12	12	1			1	20	20	20	0	200	200	150		110	130	100							150	150	150	200	110	130	100							90	90	150	200	110	130	100																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 4 (H) Cast A	Act 4 (H) Champ A	Act 4 (H) Unique A		Act 5 (H) Cast C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
arimythrogue	922	corruptrogue1		3	ArimythRogue	corruptrogue5	Attacker	HumanDemon	CorruptRogue	HumanDemon	CR	1													4	5		9	12	20	40	70	95	corruptrogue	corruptrogue	10	15	12	9	40	40	40	99	99	99	5	4	3	90	99	100	100	100	100	20	50	75																			1	1									1			1	1							1																										50	50	50	-25	-25	-25	25					49	25					49	25					49	1				40	40	40	0	120	120	100		90	110	100							90	90	100	100	90	110	100							63	63	100	100	90	110	100																																																	Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 4 (H) Miss A	Act 4 (H) Champ A	Act 4 (H) Unique A		Act 5 (H) Miss C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
arimythbloodlord	923	bloodlord1		3	ArimythBloodLord	bloodlord1	LtngAttacks	BeastHuman	BloodLord	BeastHuman	L3	1													2	4		9	9	20	40	70	95	bloodlord	bloodlord	10	15	14	13	40	40	40	90	90	90	85	85	85	70	70	70	10	10	10																						1	1												1	1									BloodLordFrenzy	A2	1																						100	100	100	-25	-25	-25	33			33			33			33			33			33			2				50	50	50	0	200	200	100		90	110	100	90	110	100				150	150	100	200	90	110	100	10	20	100				90	90	100	200	90	110	100	10	20	100				A1	ltng	100	70	110		100	70	110		100	70	110		A2	fire	100	70	110		100	70	110		100	70	110																Act 5 H2H C	Act 5 Champ C	Act 5 Unique C		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A		Act 5 (H) H2H C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
arimythportal	924	lightningspire		0	PortalOrb	lightningspire	act5tp	Construct	ArcaneTower	Construct	AE	1													1	1		0	0	2	40	70	95	lightningorb	lightningorb	9	15	15	15	40	40	40	1	1	1	100	75	50	30	25	15	4	4	4	100	75	50	40	33	25																1													1	1																																									49	49	49				49	49	49				49	49	49		0				1	1	1		400	400	1	1										400	400	1	1										240	240	1	1																																																																						0
arrowdropper	925	trap-poisoncloud	boltdropper	0	a trap	trap-poisoncloud			Trap-Poison		9A	1													1	1		0	0	1							15	15	15	40	40	40	20	20	20	1	1	1	15	15	15																								1		1				1					1			1																																																										2								1	1												1	1												1	1																																																																								0
boltdropper	926	trap-poisoncloud		0	a trap	trap-poisoncloud			Trap-Poison		9A	1													1	1		0	0	1							15	15	15	40	40	40	20	20	20	1	1	1	15	15	15																								1		1				1					1			1																																																										2								1	1												1	1												1	1																																																																								0
coldcrow	927	bloodraven		4	Coldcrow	bloodraven	coldcrow	HumanDemon	CorruptArcher	HumanDemon	CR	1	1						bighead2		1	1	6	6	1	1		9	12	0	3	44	75	bloodraven	bloodraven	13	12	9	6	40	40	40	75	75	75	80	80	80	1	1	1	50	50	50	25	25	25	50	50	50	60	60	60	16	16	16	cr_arrow5													1				1			1	1	1			1							MonFreezingArrow	A1	20	MonFreezingArrow	A1	20	MonFreezingArrow	A1	20																60	50	40				60	10	10	10	10	65	75	60	60	60	60	80	75	60	60	60	60	80	0			1	20	20	20	0	700	700	100	2500	130	150	500							700	700	125	2500	130	150	800							700	700	150	2000	130	150	1500							A1	rand	100	90	110		100	90	110		100	90	110		A1	rand	100	110	130	25	100	110	130	25	100	110	130	25															Smith	Smith	Smith		Smith (N)	Smith (N)	Smith (N)		Smith (H)	Smith (H)	Smith (H)								0
skmage_coldy	928	skmage_cold1	spawn_skmage_cold	4	HorrorMage	skmage_cold4	TravincalColdmage	UndeadElemental	SkeletonMage	ElementalMonType	SK	1	1												4	4		5	5	2	40	70	95	sk_mage	sk_mage	10	12	10	8	40	40	40	85	85	85	11	11	11	30	30	30	7	7	7	50	50	50	18	17	16	20	20	20	5	5	5	skmage2									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																												25				66		25				66		25				66		0				17	17	17	0	90	90	75	100										65	65	75	100										50	50	75	100										A1	frze	100	90	110	50	100	90	110	50	100	90	110	50																													Act 2 (N) Cast B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (N) Cast B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) Cast B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
skmage_firey	929	skmage_fire1	spawn_skmage_fire	4	HorrorMage	skmage_fire4	TravincalFiremage	UndeadElemental	SkeletonMage	ElementalMonType	SK	1	1												4	4		5	5	2	40	70	95	sk_mage	sk_mage	10	12	10	8	40	40	40	85	85	85	11	11	11	30	30	30	7	7	7	50	50	50	18	17	16	20	20	20	5	5	5	skmage3									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																												25		66				25		66				25		66				0				17	17	17	0	90	90	75	100										65	65	75	100										50	50	75	100										A1	fire	100	70	130		100	70	130		100	70	130																														Act 2 (N) Cast B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (N) Cast B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) Cast B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
skmage_ltngy	930	skmage_ltng1	spawn_skmage_ltng	4	HorrorMage	skmage_ltng4	TravincalLtngmage	UndeadElemental	SkeletonMage	ElementalMonType	SK	1	1												4	4		5	5	2	40	70	95	sk_mage	sk_mage	10	12	10	8	40	40	40	85	85	85	11	11	11	30	30	30	7	7	7	50	50	50	18	17	16	20	20	20	5	5	5	skmage4									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																												25			66			25			66			25			66			0				17	17	17	0	90	90	75	100										65	65	75	100										50	50	75	100										A1	ltng	100	70	130		100	70	130		100	70	130																														Act 2 (N) Cast B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (N) Cast B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) Cast B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
skmage_poisy	931	skmage_pois1	spawn_skmage_pois	4	HorrorMage	skmage_pois4	TravincalPoismage	UndeadElemental	SkeletonMage	ElementalMonType	SK	1	1												4	4		5	5	2	40	70	95	sk_mage	sk_mage	10	12	10	8	40	40	40	85	85	85	11	11	11	30	30	30	7	7	7	50	50	50	18	17	16	20	20	20	5	5	5	skmage1									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																												25					66	25					66	25					66	0				17	17	17	0	90	90	75	100										65	65	75	100										50	50	75	100										A1	pois	100	50	50	100	100	50	50	67	100	50	50	50																													Act 2 (N) Cast B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (N) Cast B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) Cast B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
spawn_unraveler_andy	932	unraveler1	spawn_unraveler_dury	0	HollowOne	unraveler1	MagicLeader	UndeadBehemoth	GreaterMummy	RaiserDesummonerBehemoth	GY	1							spawn_skmage_cold	spawn_skmage_ltng		1	4	4	1	1		2	2	1	40	70	95	unraveler	unraveler	12	15	12	9	40	40	40	70	70	70	30	35	40	40	45	50	60	70	80	26	30	34											mummy1								1							1			1			1										Resurrect2	seq_mummyres	1	Bestow	seq_mummyres	20	UnHolyBolt	seq_mummyres	1																						25						25						25						0			1	15	15	15	0	300	300	100	300	40	60	150							180	180	100	300	40	60	150							180	180	100	300	40	60	150							A1	life	100	50	50		100	50	50		100	50	50		A1	cold	100	90	110	50	100	90	110	50	100	90	110	50																																	0
spawn_unraveler_dury	933	unraveler1	spawn_unraveler_sammy	0	HollowOne	unraveler1	MagicLeader	UndeadBehemoth	GreaterMummy	RaiserDesummonerBehemoth	GY	1							spawn_skmage_fire	spawn_skmage_pois		1	4	4	1	1		2	2	1	40	70	95	unraveler	unraveler	12	15	12	9	40	40	40	70	70	70	30	35	40	40	45	50	60	70	80	26	30	34											mummy1								1							1			1			1										Resurrect2	seq_mummyres	1	Bestow	seq_mummyres	20	UnHolyBolt	seq_mummyres	1																						25						25						25						0			1	15	15	15	0	300	300	100	300	40	60	150							180	180	100	300	40	60	150							180	180	100	300	40	60	150							A1	life	100	50	50		100	50	50		100	50	50		A1	cold	100	90	110	50	100	90	110	50	100	90	110	50																																	0
spawn_skmage_cold	934	skmage_cold1	Warp Mage1	4	HorrorMage	skmage_cold4	TravincalColdmage	UndeadElemental	SkeletonMage	ElementalMonType	SK	1	1												4	4		5	5	2	40	70	95	sk_mage	sk_mage	10	12	10	8	40	40	40	85	85	85	11	11	11	30	30	30	7	7	7	50	50	50	18	17	16	20	20	20	5	5	5	skmage2									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																												25				66		25				66		25				66		0				17	17	17	0	90	90	75	100										65	65	75	100										50	50	75	100										A1	frze	100	90	110	50	100	90	110	50	100	90	110	50																																															0
spawn_skmage_ltng	935	skmage_ltng1	Warp Mage2	4	HorrorMage	skmage_ltng4	TravincalLtngmage	UndeadElemental	SkeletonMage	ElementalMonType	SK	1	1												4	4		5	5	2	40	70	95	sk_mage	sk_mage	10	12	10	8	40	40	40	85	85	85	11	11	11	30	30	30	7	7	7	50	50	50	18	17	16	20	20	20	5	5	5	skmage4									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																												25			66			25			66			25			66			0				17	17	17	0	90	90	75	100										65	65	75	100										50	50	75	100										A1	ltng	100	70	130		100	70	130		100	70	130																																																0
spawn_skmage_fire	936	skmage_fire1	fireskull	4	HorrorMage	skmage_fire4	TravincalFiremage	UndeadElemental	SkeletonMage	ElementalMonType	SK	1	1												4	4		5	5	2	40	70	95	sk_mage	sk_mage	10	12	10	8	40	40	40	85	85	85	11	11	11	30	30	30	7	7	7	50	50	50	18	17	16	20	20	20	5	5	5	skmage3									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																												25						25						25						0				17	17	17	0	90	90	75	100										65	65	75	100										50	50	75	100										A1	fire	100	70	130		100	70	130		100	70	130																																																0
spawn_skmage_pois	937	skmage_pois1	skmage_pois7	4	HorrorMage	skmage_pois4	TravincalPoismage	UndeadElemental	SkeletonMage	ElementalMonType	SK	1	1												4	4		5	5	2	40	70	95	sk_mage	sk_mage	10	12	10	8	40	40	40	85	85	85	11	11	11	30	30	30	7	7	7	50	50	50	18	17	16	20	20	20	5	5	5	skmage1									1						1				1			1	1									SkeletonRaise	seq_skeletonraise	1																												25					66	25					66	25					66	0				17	17	17	0	90	90	75	100										65	65	75	100										50	50	75	100										A1	pois	100	50	50	100	100	50	50	67	100	50	50	50																																															0
spawn_bugbear	938	bugbear	bugbearWL	0	BugBear	bugbear	bugbear	HumanBehemoth	Ancient	HumanBehemoth	!B	1										1			1	1		6	6	1	40	70	96	brute	brute	10	12	9	6	40	40	40	10	10	10	15	15	15	75	75	75	8	8	8																						1	1									1			1								1		Mon Whirlwind	seq_ancientwhirlwind	1																						100	100	100				25						25						25						1			1	20	20	20	0	600	600	150	600	90	110	100	180	220	150				480	480	150	600	90	110	100	180	220	150				360	360	150	600	90	110	100	180	220	150				A1	rand	100	90	110	25	100	90	110	25	100	90	110	25																																															0
spawn_wyrm	939	wyrm	oblivionwyrm	0	Wyrm	wyrm	wyrm	DragonInsect	Duriel	DragonInsect	$W	1										1			1	1		8	8	1	40	70	96	regurgitator	regurgitator	10	12	9	6	40	40	40	4	8	10	40	40	40	50	50	50				30	30	30																			1	1									1			1								1		BigTornado	A1	20	BigTornado	A1	20	MonRabies	A1	20	FireAura	NU	1													100	100	100				25						25						25						1				20	20	20	0	600	600	200	600	180	200	150							480	480	200	600	180	200	150							360	360	200	600	180	200	150																																																																			0
spawn_curstguard1	940	curstguard	spawn_curstguard2	0	CurstGuard	curstguard	curst	HumanDeity	ZakarumPriest	HumanDeity	~C	1							spawn_bloodgolem	spawn_irongolem		1	2	2	1	1		10	10	1	40	70	96	zealot	zealot	10	12	9	6	40	40	40	50	50	50	20	20	20	75	75	75	60	60	60	75	75	75	35	35	35																1	1									1			1								1		ZakarumHeal	A2	1	Imp Fireball	A2	1	MonTeleport	A2	1	MonBlizzard	A2	1													100	100	100				25						25						25						1				25	25	25	0	400	400	100	400	180	220	150							320	320	100	400	180	220	150							240	240	100	400	180	220	150																																																																			0
spawn_curstguard2	941	curstguard	curstguardx	0	CurstGuard	curstguard	curst	HumanDeity	ZakarumPriest	HumanDeity	~C	1							spawn_firegolem	spawn_claygolem		1	2	2	1	1		10	10	1	40	70	96	zealot	zealot	10	12	9	6	40	40	40	50	50	50	20	20	20	75	75	75	60	60	60	75	75	75	35	35	35																1	1									1			1								1		ZakarumHeal	A2	1	Imp Fireball	A2	1	MonTeleport	A2	1	MonBlizzard	A2	1													100	100	100				25						25						25						1				25	25	25	0	400	400	100	400	180	220	150							320	320	100	400	180	220	150							240	240	100	400	180	220	150																																																																			0
