name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	code	auto prefix	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	durability	*eol
UniqueBrain	Unique Brain		0	100	0	0	999	0	0	1	0		cl8		rld	brz	16	1	1	0	0	0	flpbrnz	invbrnz			0	xxx			0	0	cha8		item_monsterguts	12	item_monsterguts	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx							0
UniqueEye	Unique Eye		0	100	0	0	999	0	0	1	0		cl9		rld	eyz	16	1	1	0	0	0	flpeye	inveye			0	xxx			0	0	cha8		item_monsterguts	12	item_monsterguts	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx							0
Ore	Horadric Ore		0	100	0	0	999	0	0	1	0		ore		rld	sol	16	1	1	0	0	0	flpsple	invsple			0	xxx			0	0	ques		item_sword	12	item_sword	1	0	5	0	0	0	0	0	0	0	10	1	0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx							0
SoulStone	Soul Stone		0	100	0	0	999	0	0	1	0		cn1		rld	cm4	16	1	2	0	0	0	flpmss	invmss			0	xxx			0	0	cha8		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Warp Charm	Tristram Codex		0	100	1	0	999	1	0	1	0		cm11		bbk	cm11	16	1	2	0	0	0	flpbbk	invbbk2			0	xxx			1	0	wcha	ques	item_book	12	item_book	1	0	5	0	0	0	0	0	0	0			0	-1	13				(stat('map_active2'.accr)==1)?226:38		11		0		0	1	RetTome		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx							0
WarpCharmPage1	Soulstealer Page		0	100	1	0	999	1	0	1	0		wtp1		bsc	wtp1	16	1	1	0	0	0	flpbsc	invbsc			0	xxx			0	0	ques		item_scroll	10	item_scroll	1	0	5	0	0	0	0	0	0	0			0	-1												1	Page1Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx							0
WarpCharmPage2	Scarlet Page		0	100	1	0	999	1	0	1	0		wtp2		bsc	wtp2	16	1	1	0	0	0	flpbsc	invbsc			0	xxx			0	0	ques		item_scroll	10	item_scroll	1	0	5	0	0	0	0	0	0	0			0	-1												1	Page2Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx							0
WarpCharmPage3	SorrowLord Page		0	100	1	0	999	1	0	1	0		wtp3		bsc	wtp3	16	1	1	0	0	0	flpbsc	invbsc			0	xxx			0	0	ques		item_scroll	10	item_scroll	1	0	5	0	0	0	0	0	0	0			0	-1												1	Page3Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx							0
Warp Map	Map of Trials		0	100	1	0	999	1	0	1	20000		wmap		bks	wmap	16	2	2	0	0	0	flpscr	invscb			0	xxx			1	0	elix		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	9	mancer			250	map_active	1					1	MapDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1				0
Akara Ring Norm	Akara Ring Norm		0	0	1	0	999	1	0	1	1800	50000	rin1		rin	rin	16	1	1	1	0	0	flprin	invrin			0	xxx			0	0	ring	ques	item_ring	12	item_ring	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Akara Ring NM	Akara Ring NM		0	0	1	0	999	1	0	1	1800	50000	rin2		rin	rin	16	1	1	1	0	0	flprin	invrin			0	xxx			0	0	ring	ques	item_ring	12	item_ring	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Akara Ring Hell	Akara Ring Hell		0	0	1	0	999	1	0	1	1800	50000	rin3		rin	rin	16	1	1	1	0	0	flprin	invrin			0	xxx			0	0	ring	ques	item_ring	12	item_ring	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Crafted Jewel	Crafted Jewel		0	100	1	0	999	1	0	1	1500		jew2		gpw	jew	16	1	1	0	0	0	flpgsw	invgswe			0	xxx			0	0	2jew		item_jewel	12	item_jewel	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Respec Pot	Respec Potion		1	0	1	10	999	1	0	1	250000		rspc		elx	rspc	16	1	1	0	0	0	flppot	invpot			0	xxx			1	0	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	14														0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Ormus Glyph Norm	Ormus Glyph Norm		1	0	0	0	999	1	0	1	0		orm1		hrn	orm1	16	1	1	0	0	0	flphorn	invpurg1			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0			0	-1												1	OrmusGlyph1		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Ormus Glyph NM	Ormus Glyph NM		1	0	0	0	999	1	0	1	0		orm2		hrn	orm2	16	1	1	0	0	0	flphorn	invpurg2			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0			0	-1												1	OrmusGlyph2		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Ormus Glyph Hell	Ormus Glyph Hell		1	0	0	0	999	1	0	1	0		orm3		hrn	orm3	16	1	1	0	0	0	flphorn	invpurg3			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0			0	-1												1	OrmusGlyph3		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
DaybreakSoulChargeNorm1	DaybreakSoulChargeNorm1		1	0	0	0	999	1	0	1	0		dsn0		hrn	dsn0	16	1	1	0	0	0	flphorn	invpurg1			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0			0	-1												1	DaySoulChargeNorm		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
DaybreakSoulChargeNorm2	DaybreakSoulChargeNorm2		1	0	0	0	999	1	0	1	0		dsn1		hrn	dsn1	16	1	1	0	0	0	flphorn	invpurg1			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0			0	-1												1	DaySoulChargeNorm		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
DaybreakSoulChargeNorm3	DaybreakSoulChargeNorm3		1	0	0	0	999	1	0	1	0		dsn2		hrn	dsn2	16	1	1	0	0	0	flphorn	invpurg1			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0			0	-1												1	DaySoulChargeNorm		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
DaybreakSoulChargeNM1	DaybreakSoulChargeNM1		1	0	0	0	999	1	0	1	0		dsn3		hrn	dsn3	16	1	1	0	0	0	flphorn	invpurg2			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0			0	-1												1	DaySoulChargeNM		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
DaybreakSoulChargeNM2	DaybreakSoulChargeNM2		1	0	0	0	999	1	0	1	0		dsn4		hrn	dsn0	16	1	1	0	0	0	flphorn	invpurg2			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0			0	-1												1	DaySoulChargeNM		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
DaybreakSoulChargeNM3	DaybreakSoulChargeNM3		1	0	0	0	999	1	0	1	0		dsn5		hrn	dsn1	16	1	1	0	0	0	flphorn	invpurg2			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0			0	-1												1	DaySoulChargeNM		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
DaybreakSoulChargeNM4	DaybreakSoulChargeNM4		1	0	0	0	999	1	0	1	0		dsn6		hrn	dsn2	16	1	1	0	0	0	flphorn	invpurg2			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0			0	-1												1	DaySoulChargeNM		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
DaybreakSoulChargeHell1	DaybreakSoulChargeHell1		1	0	0	0	999	1	0	1	0		dsn7		hrn	dsn3	16	1	1	0	0	0	flphorn	invpurg3			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0			0	-1												1	DaySoulChargeHell		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
DaybreakSoulChargeHell2	DaybreakSoulChargeHell2		1	0	0	0	999	1	0	1	0		dsn8		hrn	dsn0	16	1	1	0	0	0	flphorn	invpurg3			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0			0	-1												1	DaySoulChargeHell		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
DaybreakSoulChargeHell3	DaybreakSoulChargeHell3		1	0	0	0	999	1	0	1	0		dsn9		hrn	dsn1	16	1	1	0	0	0	flphorn	invpurg3			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0			0	-1												1	DaySoulChargeHell		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
DaybreakSoulChargeHell4	DaybreakSoulChargeHell4		1	0	0	0	999	1	0	1	0		dsnx		hrn	dsn2	16	1	1	0	0	0	flphorn	invpurg3			0	xxx			0	0	ques		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0			0	-1												1	DaySoulChargeHell		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
DaybreakCompleterNorm	DaybreakCompleterNorm		0	100	0	0	999	0	0	1	0		dbc1		bsc	dbc1	16	1	3	0	0	0	flpbsc	invchm4u			0	xxx			0	0	ques		item_scroll	10	item_scroll	1	0	5	0	0	0	0	0	0	0			0	-1												1	DaySoulFinishNorm		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx							0
DaybreakCompleterNM	DaybreakCompleterNM		0	100	0	0	999	0	0	1	0		dbc2		bsc	dbc1	16	1	3	0	0	0	flpbsc	invchm4u			0	xxx			0	0	ques		item_scroll	10	item_scroll	1	0	5	0	0	0	0	0	0	0			0	-1												1	DaySoulFinishNM		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx							0
DaybreakCompleterHell	DaybreakCompleterHell		0	100	0	0	999	0	0	1	0		dbc3		bsc	dbc1	16	1	3	0	0	0	flpbsc	invchm4u			0	xxx			0	0	ques		item_scroll	10	item_scroll	1	0	5	0	0	0	0	0	0	0			0	-1												1	DaySoulFinishHell		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx							0
Unique Ear	Ear Charm		0	100	0	0	999	0	0	1	0		ear2		ear	sol	16	1	1	0	0	0	flpear	invear			0	xxx			0	0	ques	cha8	item_monsterguts	12	item_monsterguts	1	0	5	0	0	0	0	0	0	0	1	1	0	-1												1	Carry1EarDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx							0
StatPotion	StatPotion		1	0	1	50	999	1	0	1	20		stp1		elx	stp1	16	1	1	0	0	0	flppot	invpot			0	xxx			1	0	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	4					statpts	(stat('unused183'.base)==0)?10:0	unused183	(stat('unused183'.base)==0)?1:0			1	StatPotDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
SkillPotion	SkillPotion		1	0	1	70	999	1	0	1	20		skp1		elx	skp1	16	1	1	0	0	0	flppot	invpot			0	xxx			1	0	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	4					newskills	(stat('unused183'.base)==1)?1:0	unused183	(stat('unused183'.base)==1)?1:0			1	SkillPotDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Arimyth Eye	Arimyth Eye		0	100	0	0	999	1	0	1	0		are1		eyz	are1	16	1	1	0	0	0	flpeye	inveye			0	xxx			0	0	cha8		item_monsterguts	12	item_monsterguts	1	0	5	0	0	0	0	0	0	0			0	-1												1	BodyPartDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Arimyth Brain	Arimyth Brain		0	100	0	0	999	1	0	1	0		arb1		brz	arb1	16	1	1	0	0	0	flpbrnz	invbrnz			0	xxx			0	0	cha8		item_monsterguts	12	item_monsterguts	1	0	5	0	0	0	0	0	0	0			0	-1												1	BodyPartDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Arimyth Heart	Arimyth Heart		0	100	0	0	999	1	0	1	0		arh1		hrt	arh1	16	1	1	0	0	0	flphrt	invhrt			0	xxx			0	0	cha8		item_monsterguts	12	item_monsterguts	1	0	5	0	0	0	0	0	0	0			0	-1												1	BodyPartDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Eastern Ash	Eastern Ash		0	100	0	0	999	1	0	1	0		eash		rld	aras	16	1	1	0	0	0	flphrb	invhrb			0	xxx			0	0	cha8		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0			0	-1												1	AshDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Western Ash	Western Ash		0	100	0	0	999	1	0	1	0		wash		rld	aras	16	1	1	0	0	0	flphrb	invhrb			0	xxx			0	0	cha8		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0			0	-1												1	AshDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Northern Ash	Northern Ash		0	100	0	0	999	1	0	1	0		nash		rld	aras	16	1	1	0	0	0	flphrb	invhrb			0	xxx			0	0	cha8		item_rune	12	item_rune	1	0	5	0	0	0	0	0	0	0			0	-1												1	AshDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Andy Soulstone	Andy Soulstone		0	100	0	0	999	0	0	1	0		cm12		rld	cm4	16	1	2	0	0	0	flpmss	invchm5u			0	xxx			0	0	cha8		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Dury Soulstone	Dury Soulstone		0	100	0	0	999	0	0	1	0		cm13		rld	cm4	16	1	2	0	0	0	flpmss	invchm6u			0	xxx			0	0	cha8		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Meph Soulstone	Meph Soulstone		0	100	0	0	999	0	0	1	0		cm14		rld	cm4	16	1	2	0	0	0	flpmss	invchm7u			0	xxx			0	0	cha8		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Diab Soulstone	Diab Soulstone		0	100	0	0	999	0	0	1	0		cm15		rld	cm4	16	1	2	0	0	0	flpmss	invchm8u			0	xxx			0	0	cha8		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Baal Soulstone	Baal Soulstone		0	100	0	0	999	0	0	1	0		cm16		rld	cm4	16	1	2	0	0	0	flpmss	invchm9u			0	xxx			0	0	cha8		item_gem	12	item_gem	1	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Uni Drop Charms	Charm Unique		0	100	0	0	999	1	0	1	0		cm17		rgd	cm3	16	1	3	0	0	0	flpchm3	invsst			0	xxx			0	0	lcha		item_charm	12	item_charm	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
StatPotion2	StatPotion2		1	0	1	99	999	1	0	1	20		stp2		elx	stp2	16	1	1	0	0	0	flppot	invpot			0	xxx			1	0	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	4					statpts	(stat('unused183'.base)==2)?10:0	unused183	(stat('unused183'.base)==2)?1:0			1	StatPotDesc2		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
SkillPotion2	SkillPotion2		1	0	1	99	999	1	0	1	20		skp2		elx	skp2	16	1	1	0	0	0	flppot	invpot			0	xxx			1	0	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	4					newskills	(stat('unused183'.base)==3)?1:0	unused183	(stat('unused183'.base)==3)?1:0			1	SkillPotDesc2		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Warp Map2	Map of Trials2		0	100	1	99	999	1	0	1	10000		wm2		bks	wma2	16	2	2	0	0	0	flpscr	warmap			0	xxx			1	0	elix		item_scroll	12	item_scroll	0	0	5	0	0	0	0	0	0	0			0	-1	9	mancer			250	map_active2	1					1	MapDesc2		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx							0
Lightgrey Dye	Lightgrey Dye		0	100	0	0	1	1	0	1	25		xx1		elx	dy1	16	1	1	0	0	0	flpyps	materials039			0	xxx			1	0	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	12				1							1	dyedesc		0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0	0
Darkgrey Dye	Darkgrey Dye		0	100	0	0	1	1	0	1	25		xx2		elx	dy2	16	1	1	0	0	0	flpyps	materials039			0	xxx			1	0	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	12				2							1	dyedesc		0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0	0
Black Dye	Black Dye		0	100	0	0	1	1	0	1	25		xx3		elx	dy3	16	1	1	0	0	0	flpyps	invnpl			0	xxx			1	0	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	12				3							1	dyedesc		0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0	0
Lightblue Dye	Lightblue Dye		0	100	0	0	1	1	0	1	25		xx4		elx	dy4	16	1	1	0	0	0	flpyps	invmpf			0	xxx			1	0	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	12				4							1	dyedesc		0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0	0
Darkblue Dye	Darkblue Dye		0	100	0	0	1	1	0	1	25		xx5		elx	dy5	16	1	1	0	0	0	flpyps	invmpf			0	xxx			1	0	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	12				5							1	dyedesc		0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0	0
Crystalblue Dye	Crystalblue Dye		0	100	0	0	1	1	0	1	25		xx6		elx	dy6	16	1	1	0	0	0	flpyps	materials074			0	xxx			1	0	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	12				6							1	dyedesc		0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0	0
Lightred Dye	Lightred Dye		0	100	0	0	1	1	0	1	25		xx7		elx	dy7	16	1	1	0	0	0	flpyps	invpor			0	xxx			1	0	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	12				7							1	dyedesc		0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0	0
Darkred Dye	Darkred Dye		0	100	0	0	1	1	0	1	25		xx8		elx	dy8	16	1	1	0	0	0	flpyps	materials068			0	xxx			1	0	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	12				8							1	dyedesc		0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0	0
Crystalred Dye	Crystalred Dye		0	100	0	0	1	1	0	1	25		xx9		elx	dy9	16	1	1	0	0	0	flpyps	materials081			0	xxx			1	0	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	12				9							1	dyedesc		0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0	0
Lightgreen Dye	Lightgreen Dye		0	100	0	0	1	1	0	1	25		x10		elx	dy10	16	1	1	0	0	0	flpyps	materials014			0	xxx			1	0	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	12				10							1	dyedesc		0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0	0
Darkgreen Dye	Darkgreen Dye		0	100	0	0	1	1	0	1	25		x11		elx	dy11	16	1	1	0	0	0	flpyps	invpog			0	xxx			1	0	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	12				11							1	dyedesc		0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0	0
Crystalgreen Dye	Crystalgreen Dye		0	100	0	0	1	1	0	1	25		x12		elx	dy12	16	1	1	0	0	0	flpyps	materials003			0	xxx			1	0	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	12				12							1	dyedesc		0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0	0
Lightyellow Dye	Lightyellow Dye		0	100	0	0	1	1	0	1	25		x13		elx	dy13	16	1	1	0	0	0	flpyps	invypl			0	xxx			1	0	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	12				13							1	dyedesc		0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0	0
Darkyellow Dye	Darkyellow Dye		0	100	0	0	1	1	0	1	25		x14		elx	dy14	16	1	1	0	0	0	flpyps	invpoy			0	xxx			1	0	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	12				14							1	dyedesc		0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0	0
Lightgold Dye	Lightgold Dye		0	100	0	0	1	1	0	1	25		x15		elx	dy15	16	1	1	0	0	0	flpyps	materials079			0	xxx			1	0	elix		item_potion	14	item_potion_drink	0	0	5	0	0	0	0	0	0	0			0	-1	12				15							1	dyedesc		0	0	0	non	0	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			1	1		0	0
